train/reward,time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/explained_variance,train/n_updates,train/entropy_loss,train/std,train/policy_gradient_loss,train/learning_rate,train/loss,train/approx_kl,train/value_loss,train/clip_fraction,train/clip_range
-0.051114637,2048,1,1,1374,,,,,,,,,,,
-0.07397394,4096,3,2,1316,0.31453537940979004,10,-4.248287197947502,0.9931723475456238,-0.007373028044821694,0.00025,0.5050206184387207,0.0057801474,1.1699830058962106,0.07373046875,0.2
0.12070088,6144,4,3,1340,0.08072525262832642,20,-4.232925832271576,0.9905405044555664,-0.0032061189296655355,0.00025,5.530455589294434,0.0036358032,20.51522392332554,0.015478515625,0.2
0.6074666,8192,6,4,1348,0.09372115135192871,30,-4.229629865288734,0.9913570284843445,-0.002875151377520524,0.00025,6.504421234130859,0.0053536417,11.624630433320998,0.03466796875,0.2
0.12545058,10240,7,5,1357,0.23163002729415894,40,-4.226603698730469,0.9874268174171448,-0.0049450314952991905,0.00025,0.9740139842033386,0.0061988262,2.431413158774376,0.049560546875,0.2
-0.084153645,12288,9,6,1363,0.17469334602355957,50,-4.212822669744492,0.9849955439567566,-0.0037531969894189386,0.00025,2.477400779724121,0.0045314897,7.284794983267784,0.039794921875,0.2
-0.13836198,14336,10,7,1371,0.031850218772888184,60,-4.211071699857712,0.9847424626350403,-0.0019551279343431815,0.00025,32.45528793334961,0.005998069,61.913647377490996,0.027685546875,0.2
-2.257994,16384,11,8,1375,0.4151674509048462,70,-4.212950229644775,0.9870977997779846,-0.0038118952652439475,0.00025,2.0163183212280273,0.0074271406,3.687239462137222,0.0609375,0.2
0.31683815,18432,13,9,1377,0.10535365343093872,80,-4.218085947632789,0.9881501197814941,-0.00257832084025722,0.00025,6.483534336090088,0.002474731,24.727024307847024,0.01591796875,0.2
2.2710187,20480,14,10,1382,0.17392069101333618,90,-4.219745263457298,0.9872333407402039,0.0008705362211912871,0.00025,9.71368408203125,0.003395792,17.685183852910995,0.0296875,0.2
-0.03548485,22528,16,11,1384,0.09144270420074463,100,-4.224251991510391,0.99092698097229,-0.00539105594943976,0.00025,4.74677848815918,0.0073902356,11.32529314160347,0.054296875,0.2
0.39856774,24576,17,12,1377,0.11191701889038086,110,-4.231099179387092,0.9914519190788269,-0.003162714737118222,0.00025,16.15134048461914,0.0036663243,45.02218428850174,0.015185546875,0.2
-0.972099,26624,19,13,1378,0.4015234708786011,120,-4.221166828274727,0.9858651161193848,-0.0031314620035118425,0.00025,4.453683853149414,0.0056518717,7.436719059944153,0.046728515625,0.2
0.24953662,28672,20,14,1378,0.08662861585617065,130,-4.211894205212593,0.983730137348175,-0.001870052787126042,0.00025,1.2737091779708862,0.0058432855,2.368017964810133,0.062255859375,0.2
0.16053617,30720,22,15,1380,0.40990763902664185,140,-4.198684412240982,0.975744903087616,-0.0031856562505709007,0.00025,5.503149509429932,0.0073535857,8.169317279756068,0.05576171875,0.2
0.18913813,32768,23,16,1381,0.1833173632621765,150,-4.17906231880188,0.9734468460083008,-0.0036016314959852027,0.00025,23.88389015197754,0.0034465753,48.51037856340408,0.035302734375,0.2
1.0636216,34816,25,17,1384,0.007119655609130859,160,-4.177741417288781,0.9751363396644592,-0.000973110155609902,0.00025,15.232163429260254,0.0057963124,22.722741216421127,0.03037109375,0.2
-0.7472561,36864,26,18,1384,0.15973389148712158,170,-4.184679383039475,0.977057158946991,-0.0021970767906168477,0.00025,23.042011260986328,0.0042241453,64.27382484674453,0.020166015625,0.2
-1.4244876,38912,28,19,1385,0.11736714839935303,180,-4.187479946017265,0.9776293635368347,-0.0021763597993412986,0.00025,42.31442642211914,0.004487863,109.57425315380097,0.007666015625,0.2
0.8479199,40960,29,20,1387,0.03693658113479614,190,-4.186387678980827,0.9745720028877258,-0.004073003973462619,0.00025,10.146669387817383,0.009112528,31.176346254348754,0.049072265625,0.2
-2.165293,43008,30,21,1387,0.1636981964111328,200,-4.178125137090683,0.9749673008918762,-0.002730331348720938,0.00025,38.618804931640625,0.0044597816,70.54909631013871,0.04013671875,0.2
0.78841394,45056,32,22,1388,0.15270817279815674,210,-4.180295917391777,0.973778247833252,0.0005799556587589904,0.00025,32.37171936035156,0.0023699338,63.89767377376556,0.020458984375,0.2
-0.50382787,47104,33,23,1388,0.0008543729782104492,220,-4.176295444369316,0.9719746112823486,-0.0015427142527187244,0.00025,14.136322021484375,0.005492376,23.60948928594589,0.050830078125,0.2
-0.3069928,49152,35,24,1385,0.16454344987869263,230,-4.166514879465103,0.9687541127204895,-0.003076480059826281,0.00025,22.302873611450195,0.0058436915,51.07462691068649,0.059423828125,0.2
2.6242905,51200,36,25,1385,0.2172209620475769,240,-4.160542291402817,0.9680449962615967,-0.0023704698862275107,0.00025,23.986196517944336,0.005729436,49.1088210940361,0.030859375,0.2
2.2237287,53248,38,26,1385,0.00538557767868042,250,-4.156210878491402,0.966927707195282,-0.0019742650183616206,0.00025,8.400802612304688,0.007057308,14.479038387537003,0.066650390625,0.2
-0.78469276,55296,39,27,1386,0.3815572261810303,260,-4.155045264959336,0.9654343724250793,-0.0034248069569002837,0.00025,6.870169639587402,0.00628309,11.993914407491683,0.06123046875,0.2
-3.6590984,57344,41,28,1387,0.19371157884597778,270,-4.153094330430031,0.9665751457214355,-0.0009056539391167461,0.00025,28.558122634887695,0.004984889,56.50371112823486,0.0208984375,0.2
-2.9085906,59392,42,29,1388,0.001531839370727539,280,-4.159246784448624,0.9706664085388184,-0.0018558520197984763,0.00025,27.197885513305664,0.00854036,65.94558095932007,0.069677734375,0.2
0.4290331,61440,44,30,1388,0.28330087661743164,290,-4.174486541748047,0.9757224917411804,-0.0023007433337625116,0.00025,10.34713077545166,0.0057599493,20.6075011074543,0.030908203125,0.2
0.6583543,63488,45,31,1388,0.15871894359588623,300,-4.186632469296455,0.9779213070869446,-0.0019445232494035736,0.00025,26.770198822021484,0.0034033086,87.87285597324372,0.01650390625,0.2
0.71029294,65536,47,32,1389,0.039772093296051025,310,-4.185371741652489,0.9742732048034668,-0.0003677860528114252,0.00025,26.448169708251953,0.0060144374,67.76706235408783,0.022021484375,0.2
-1.8157276,67584,48,33,1390,0.7027595043182373,320,-4.179755094647407,0.9750249981880188,-0.003317955096645164,0.00025,4.866312026977539,0.004046218,13.528872221708298,0.022802734375,0.2
-0.34981796,69632,50,34,1391,0.26844900846481323,330,-4.178685936331749,0.9731805920600891,-0.004016931887599639,0.00025,30.555713653564453,0.0046611647,63.14070006608963,0.025634765625,0.2
-1.1590554,71680,51,35,1391,0.2350725531578064,340,-4.175504884123802,0.9745330810546875,-0.0026205710964859463,0.00025,27.51116371154785,0.006069818,34.996316528320314,0.05419921875,0.2
0.030632379,73728,52,36,1392,-0.012319326400756836,350,-4.177841672301293,0.972480297088623,-0.004993057793763,0.00025,4.469632625579834,0.013102191,12.185358357429504,0.104345703125,0.2
-0.67297375,75776,55,37,1368,0.036177098751068115,360,-4.171305418014526,0.9717919230461121,-0.004691240725514944,0.00025,30.285017013549805,0.008998705,65.31533542871475,0.065625,0.2
-1.1960868,77824,57,38,1362,0.06428021192550659,370,-4.171374124288559,0.9725033640861511,-0.003749204604537226,0.00025,17.32761573791504,0.006862274,45.55399715900421,0.078662109375,0.2
-2.9251516,79872,58,39,1363,0.56575608253479,380,-4.168565583229065,0.969081461429596,-0.0012554329645354302,0.00025,4.365620136260986,0.0055046775,9.82273388504982,0.039404296875,0.2
-0.70738983,81920,60,40,1364,0.09345740079879761,390,-4.159543496370316,0.9672924876213074,-0.0035241834237240257,0.00025,24.240079879760742,0.004617763,43.63006407022476,0.03955078125,0.2
