train/reward,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/std,train/clip_fraction,train/loss,train/value_loss,train/n_updates,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/entropy_loss
-0.0052554547,3082,1,0,2048,,,,,,,,,,,
-1.3440918,2622,2,1,4096,0.9970198273658752,0.013916015625,0.0487636923789978,0.08059584470465779,10,0.00025,-1.1920928955078125e-07,-0.0005254088275250979,0.2,0.0041878074,-1.41709840670228
-2.9805927,2531,3,2,6144,1.0020278692245483,0.00830078125,4.352084636688232,7.471491765975952,20,0.00025,-0.008904576301574707,-0.0005765113310189918,0.2,0.0035551414,-1.4186713188886642
-0.50632113,2488,4,3,8192,0.9993414282798767,0.005419921875,5.571889877319336,12.068887999653816,30,0.00025,-0.0013045072555541992,-0.0014582590520149097,0.2,0.0028392226,-1.4205025739967823
-10.345124,2473,5,4,10240,1.0019075870513916,0.0,23.307151794433594,45.39835251569748,40,0.00025,-0.002396702766418457,-0.0009837737947236747,0.2,0.00080634444,-1.4193863555788995
-0.0049483795,2461,6,4,12288,1.0012286901474,0.0109375,20.73780632019043,43.513080632686616,50,0.00025,-0.011277198791503906,-0.0007681617120397277,0.2,0.0035732624,-1.4208005592226982
0.19791214,2441,7,5,14336,1.0013535022735596,0.05205078125,2.797466516494751,5.825907696643844,60,0.00025,-0.003949165344238281,-0.00201970449561486,0.2,0.00894888,-1.42034203261137
2.740505,2438,8,6,16384,1.0012391805648804,0.007275390625,5.003962993621826,10.923677024245261,70,0.00025,0.0005193948745727539,-0.0012718079073238187,0.2,0.0016142572,-1.420965488255024
0.26099375,2433,9,7,18432,1.0020538568496704,0.0025390625,8.201519012451172,14.05873782634735,80,0.00025,0.0034002065658569336,-0.0007776614220347255,0.2,0.00062967953,-1.420550452172756
0.88973683,2431,10,8,20480,1.0047184228897095,4.8828125e-05,40.418087005615234,64.7345474243164,90,0.00025,0.0046953558921813965,-0.00041701000300236045,0.2,0.00025843835,-1.4225205041468143
-1.2608458,2429,11,9,22528,1.0059207677841187,0.007666015625,11.282870292663574,24.572593718767166,100,0.00025,0.01418602466583252,-0.0002650766458828002,0.2,0.0039535123,-1.4242266029119492
0.24374537,2427,12,10,24576,1.002734661102295,0.007470703125,6.942383289337158,15.157725340127945,110,0.00025,0.0048561692237854,-0.001460306563967606,0.2,0.0025904747,-1.4234123162925243
3.319975,2426,13,10,26624,1.0023677349090576,0.028857421875,27.3873348236084,50.99171397686005,120,0.00025,0.012158453464508057,-0.0031275893707061186,0.2,0.006490771,-1.421337503194809
1.7928108,2424,14,11,28672,0.9959355592727661,0.004248046875,8.872013092041016,14.617319792509079,130,0.00025,0.0330502986907959,-0.0013930592787801289,0.2,0.001814619,-1.418635504692793
-7.303693,2424,15,12,30720,0.9964052438735962,0.00302734375,18.649513244628906,68.71594990491867,140,0.00025,0.02650052309036255,-0.00037867174542043357,0.2,0.0017260475,-1.414999957382679
0.13294373,2421,16,13,32768,0.9971014261245728,0.04287109375,46.751747131347656,51.21834797859192,150,0.00025,-0.017968297004699707,-0.003107338852714747,0.2,0.004121081,-1.4158726282417775
0.46857443,2412,17,14,34816,0.9936769008636475,0.013818359375,12.259538650512695,31.75984751880169,160,0.00025,0.00312197208404541,-0.001742806422407739,0.2,0.0020993059,-1.415004962682724
4.570989,2379,18,15,36864,0.9930471181869507,0.004736328125,47.724693298339844,58.41800990104675,170,0.00025,0.00321274995803833,-0.0004528485718765296,0.2,0.0026677747,-1.4123480804264545
0.09000036,2240,19,17,38912,0.9845247268676758,0.014599609375,2.249774694442749,5.911336514353752,180,0.00025,0.061446309089660645,-0.001241631293669343,0.2,0.0016347016,-1.4084085181355477
0.5416239,2238,20,18,40960,0.9782133102416992,0.048486328125,25.8826961517334,43.210516250133516,190,0.00025,0.0028573274612426758,-0.0016047368801082485,0.2,0.0062714014,-1.399920893460512
-2.7973387,2240,21,19,43008,0.9731492400169373,0.009912109375,11.631329536437988,23.218993777036665,200,0.00025,0.006522655487060547,-0.001247948469244875,0.2,0.0020931545,-1.3944504976272583
-0.2590702,2232,22,20,45056,0.9882500171661377,0.0064453125,6.757293701171875,19.937560790777205,210,0.00025,-0.0001735687255859375,-0.0007172534606070258,0.2,0.0032546856,-1.3989976234734058
0.4961874,2213,23,21,47104,0.9889386892318726,0.05302734375,37.24636459350586,88.0492378950119,220,0.00025,-0.0021325349807739258,-0.0031684735411545263,0.2,0.0070139947,-1.4077348440885544
0.88379705,2177,24,22,49152,0.9838541150093079,0.027099609375,5.647353649139404,11.500139892101288,230,0.00025,0.027244150638580322,-0.0018191255163401364,0.2,0.0034331903,-1.4053384996950626
6.4664283,2131,25,24,51200,0.9823904037475586,0.00517578125,44.57688522338867,81.64320294857025,240,0.00025,0.01958298683166504,-0.0008610026561655104,0.2,0.0014247599,-1.401675247400999
