train/reward,time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/explained_variance,train/clip_range,train/entropy_loss,train/approx_kl,train/std,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/value_loss,train/clip_fraction,train/loss
-0.2816458,2,2048,767,1,,,,,,,,,,,
-0.5445537,5,4096,735,2,-0.04786944389343262,0.2,-12.805817371606826,0.010363892,1.007194995880127,0.00025,-0.008180021771113388,10,0.5254258481785655,0.126416015625,0.15635070204734802
-1.3938226,8,6144,736,3,-0.02160346508026123,0.2,-12.854073441028595,0.0065163886,1.0117069482803345,0.00025,-0.008756439408170991,20,10.537367075681686,0.05068359375,4.8901824951171875
-0.0766753,11,8192,734,4,-0.002055048942565918,0.2,-12.886920255422591,0.006122507,1.0141489505767822,0.00025,-0.005986307983403094,30,2.194863794744015,0.041845703125,0.6304539442062378
-2.5425487,13,10240,733,5,-0.0241701602935791,0.2,-12.897771877050399,0.009549964,1.014070749282837,0.00025,-0.0051492708465957545,40,10.00278690457344,0.086865234375,3.1775693893432617
-0.17271864,16,12288,733,6,0.005785346031188965,0.2,-12.900849348306656,0.006657296,1.0161486864089966,0.00025,-0.005523924471344799,50,5.363463790714741,0.050244140625,2.699117422103882
0.1416919,19,14336,729,7,0.011775672435760498,0.2,-12.908515930175781,0.0063112704,1.0155833959579468,0.00025,-0.009270302980439737,60,2.236588967591524,0.05634765625,0.6139324903488159
1.2837979,22,16384,730,8,-0.009020090103149414,0.2,-12.912655198574067,0.0065180897,1.0167306661605835,0.00025,-0.006863909975800197,70,19.30832836329937,0.041796875,13.90871524810791
0.4274562,25,18432,730,9,-0.0020178556442260742,0.2,-12.920838701725007,0.006427533,1.0176259279251099,0.00025,-0.007239509571809322,80,4.695342400670052,0.045947265625,2.2754673957824707
0.9693443,28,20480,729,10,0.01691979169845581,0.2,-12.92464879155159,0.009203078,1.016995906829834,0.00025,-0.01135166265303269,90,27.553833985328673,0.07880859375,13.901222229003906
0.16059467,30,22528,729,11,-0.014772415161132812,0.2,-12.922350740432739,0.005886164,1.0178117752075195,0.00025,-0.0038494851847644894,100,22.97809773683548,0.033740234375,9.45212459564209
0.14398609,33,24576,730,12,-0.0098649263381958,0.2,-12.928961700201034,0.008001178,1.0183029174804688,0.00025,-0.007557815121253952,110,12.72630362212658,0.04873046875,6.390815258026123
2.7947488,36,26624,731,13,-0.009369969367980957,0.2,-12.931350857019424,0.0058472427,1.0185259580612183,0.00025,-0.0037322216609027236,120,45.42655675411224,0.022998046875,22.056819915771484
1.7097946,39,28672,730,14,0.039619266986846924,0.2,-12.931338888406753,0.008688558,1.0178706645965576,0.00025,-0.00832300888869213,130,9.481002157926559,0.072607421875,4.110767364501953
-5.6833115,41,30720,732,15,0.023342132568359375,0.2,-12.934927570819855,0.00802698,1.0202480554580688,0.00025,-0.008875016425736248,140,52.537570774555206,0.063427734375,28.866369247436523
0.1094255,44,32768,731,16,-0.012235164642333984,0.2,-12.949630582332611,0.006192169,1.0204789638519287,0.00025,-0.001976293305051513,150,32.38101723194122,0.0185546875,14.61604118347168
0.31169567,47,34816,732,17,0.0075955986976623535,0.2,-12.951666390895843,0.008773003,1.0204262733459473,0.00025,-0.0070454411034006625,160,21.532852417230608,0.060546875,7.363333702087402
4.9382305,50,36864,732,18,0.033444344997406006,0.2,-12.95954218506813,0.0072272466,1.0226023197174072,0.00025,-0.004841560911154374,170,44.30761263370514,0.05380859375,15.593876838684082
0.18331063,53,38912,732,19,0.23451268672943115,0.2,-12.976338809728622,0.01357665,1.0239949226379395,0.00025,-0.009448091319063679,180,7.6541520863771435,0.13955078125,4.401401042938232
-0.28085798,55,40960,732,20,0.08694678544998169,0.2,-12.990160250663758,0.010228517,1.0259413719177246,0.00025,-0.010520416726649273,190,43.86129274368286,0.079296875,25.080354690551758
-2.4926155,58,43008,732,21,-0.039490580558776855,0.2,-12.997789752483367,0.008747115,1.0255993604660034,0.00025,-0.006763792125275359,200,36.340548765659335,0.06826171875,12.378527641296387
-0.026867732,61,45056,731,22,0.08677864074707031,0.2,-13.001120203733445,0.0059278226,1.0273114442825317,0.00025,-0.007195403182413429,210,26.798617547750474,0.04033203125,8.857946395874023
0.8109735,64,47104,731,23,0.04659616947174072,0.2,-13.013885080814362,0.0068476275,1.0280452966690063,0.00025,-0.006069433495576959,220,59.75928335189819,0.057763671875,47.659366607666016
0.3483074,67,49152,729,24,0.3681465983390808,0.2,-13.027735561132431,0.011602442,1.0308881998062134,0.00025,-0.010474324590177275,230,5.92922725379467,0.124951171875,3.4362070560455322
4.193179,70,51200,729,25,0.12289679050445557,0.2,-13.058733373880386,0.008783294,1.03468656539917,0.00025,-0.01275525415840093,240,43.717151725292204,0.1146484375,34.54191589355469
