train/reward,time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/explained_variance,train/n_updates,train/entropy_loss,train/std,train/policy_gradient_loss,train/learning_rate,train/loss,train/approx_kl,train/value_loss,train/clip_fraction,train/clip_range
0.010554341,2048,1,1,1493,,,,,,,,,,,
0.59169436,4096,3,2,1345,0.1788184642791748,10,-4.25753601193428,1.0006481409072876,-0.005094998018466868,0.00025,0.3893074095249176,0.0048432974,0.6130678625777364,0.038427734375,0.2
-0.73002315,6144,5,3,1050,-0.05464303493499756,20,-4.259259328246117,1.0007694959640503,-0.0038518011599080635,0.00025,0.9173113703727722,0.004031426,1.666197208315134,0.04736328125,0.2
-0.102897376,8192,7,4,1128,0.02522987127304077,30,-4.263198539614677,1.0037190914154053,-0.005782194975472521,0.00025,2.172334671020508,0.0048619704,3.8796815112233163,0.050439453125,0.2
0.08484466,10240,9,5,1086,0.011703550815582275,40,-4.2645108759403225,1.00086510181427,-0.002979832349228673,0.00025,9.768824577331543,0.005104837,15.015833887457848,0.017626953125,0.2
-0.07887139,12288,11,6,1104,0.0034608840942382812,50,-4.258225077390671,0.9992796778678894,-0.0035253505891887473,0.00025,6.7446699142456055,0.004204757,19.20359365940094,0.02431640625,0.2
1.6670896,14336,12,7,1149,-0.04836082458496094,60,-4.251651611924172,0.9968873858451843,-0.004166172644181643,0.00025,4.337825298309326,0.0036615292,10.99450916647911,0.019140625,0.2
0.37061542,16384,13,8,1186,0.03204315900802612,70,-4.247740393877029,0.9972074627876282,-0.0040236222121166065,0.00025,10.299304008483887,0.0049929232,20.38995487689972,0.03125,0.2
-1.7745744,18432,15,9,1216,0.06735008955001831,80,-4.251197996735573,0.9995514750480652,-0.0007824171188985929,0.00025,10.282573699951172,0.00232438,28.384745347499848,0.006103515625,0.2
2.0376146,20480,16,10,1241,0.09453368186950684,90,-4.253531372547149,0.9976103901863098,-0.001319888925354462,0.00025,17.336833953857422,0.0020643203,38.22149722576141,0.00263671875,0.2
2.0393956,22528,17,11,1263,0.11118155717849731,100,-4.2465068876743315,0.994962215423584,-0.0037295692396583035,0.00025,17.24854850769043,0.0043575894,36.30807678699493,0.02333984375,0.2
1.5993043,24576,19,12,1282,0.0609397292137146,110,-4.245047315955162,0.9986947178840637,-0.003778835289995186,0.00025,14.595620155334473,0.005185715,24.169018697738647,0.031005859375,0.2
0.13768218,26624,20,13,1296,0.14341330528259277,120,-4.252135697007179,0.9986489415168762,-0.00293860669771675,0.00025,11.300627708435059,0.0047905184,26.41298114657402,0.024951171875,0.2
2.0021923,28672,21,14,1311,0.13864129781723022,130,-4.252049300074577,0.998370349407196,-0.0040907709102611985,0.00025,21.284618377685547,0.0035005687,40.14095515012741,0.026904296875,0.2
0.69302374,30720,23,15,1324,0.21593081951141357,140,-4.250800454616547,0.9986937642097473,-0.007104466389864683,0.00025,16.366430282592773,0.007264322,35.57987852096558,0.046044921875,0.2
0.07703559,32768,24,16,1335,0.12084972858428955,150,-4.250529944896698,0.9973678588867188,-0.001390036400698591,0.00025,28.47068977355957,0.0023745499,52.38069761991501,0.0091796875,0.2
2.5461023,34816,26,17,1338,0.04949253797531128,160,-4.2443676590919495,0.9949546456336975,-0.002274291649519,0.00025,22.211877822875977,0.007986607,58.78484902381897,0.051904296875,0.2
4.021677,36864,27,18,1347,0.2212579846382141,170,-4.2380551367998125,0.9920971989631653,-0.0018300068986718543,0.00025,10.53925609588623,0.0041631246,22.805664038658144,0.022802734375,0.2
1.2111925,38912,28,19,1356,0.2088717222213745,180,-4.224260210990906,0.9874784350395203,-0.0035281253251014276,0.00025,18.514707565307617,0.0058004335,44.98324021100998,0.041552734375,0.2
1.9622746,40960,30,20,1325,0.12445664405822754,190,-4.214191338419914,0.98484867811203,-0.0014491197129245848,0.00025,26.482187271118164,0.006517369,58.63644555807114,0.037939453125,0.2
0.703669,43008,32,21,1332,0.14081496000289917,200,-4.209561303257942,0.9849017262458801,-0.0003640369250206277,0.00025,28.87024688720703,0.0041265553,60.58901507854462,0.025634765625,0.2
-3.699643,45056,33,22,1340,0.1820572018623352,210,-4.206876665353775,0.9824522137641907,-0.002738551872607786,0.00025,25.58455467224121,0.003937401,50.64435641765594,0.0224609375,0.2
0.6614334,47104,34,23,1347,0.03421276807785034,220,-4.191866520047188,0.9755368828773499,-0.0001327290025074035,0.00025,16.30984878540039,0.009848178,32.136117374897005,0.0751953125,0.2
0.16688712,49152,36,24,1354,0.14183175563812256,230,-4.1821526259183885,0.9749874472618103,-0.002333427986013703,0.00025,16.97354507446289,0.0059120664,56.94073795080185,0.03779296875,0.2
4.827791,51200,37,25,1358,0.14093804359436035,240,-4.180905723571778,0.9759325385093689,0.00028758989938069133,0.00025,17.555526733398438,0.004325145,55.909679198265074,0.02568359375,0.2
-0.99331087,53248,39,26,1364,0.1314448118209839,250,-4.181118509173393,0.9749115109443665,-0.002064350462751463,0.00025,30.218690872192383,0.0047745425,67.51896712779998,0.04453125,0.2
-18.61685,55296,40,27,1369,0.12183141708374023,260,-4.17010412812233,0.9686568379402161,-0.003605364423128776,0.00025,24.88800621032715,0.005842437,62.78343440294266,0.0572265625,0.2
-2.968285,57344,41,28,1374,-0.001601099967956543,270,-4.159933453798294,0.9680083394050598,-0.0013634513481520117,0.00025,21.654293060302734,0.0026827762,39.98431062698364,0.04384765625,0.2
0.105575465,59392,43,29,1379,0.1397871971130371,280,-4.1578782260417935,0.968186616897583,-0.005015435941459145,0.00025,34.417659759521484,0.0073011983,44.98562288284302,0.094384765625,0.2
-0.4374226,61440,44,30,1379,0.09210062026977539,290,-4.155734145641327,0.9670085906982422,-0.0017789337987778708,0.00025,20.707061767578125,0.0056152595,58.933653557300566,0.043701171875,0.2
-0.32429194,63488,45,31,1383,0.0689164400100708,300,-4.154159617424011,0.9672964215278625,-0.002352103975135833,0.00025,33.768104553222656,0.0051391525,66.33466984033585,0.0482421875,0.2
0.61162734,65536,47,32,1387,0.05935025215148926,310,-4.160479798913002,0.9698038101196289,-0.0033539283031132072,0.00025,29.100465774536133,0.0065462682,65.25986433029175,0.037939453125,0.2
4.481026,67584,48,33,1391,0.0693177580833435,320,-4.1576873660087585,0.9648430943489075,-0.002621370629640296,0.00025,85.33108520507812,0.0063918973,71.93458331823349,0.066650390625,0.2
4.022978,69632,49,34,1395,0.04569745063781738,330,-4.148879146575927,0.9666709899902344,-0.0025515812885714695,0.00025,12.91479778289795,0.0067944173,27.43129370212555,0.070361328125,0.2
1.170777,71680,51,35,1394,0.08152657747268677,340,-4.156185182929039,0.9680585861206055,-0.0033509600441902878,0.00025,21.030094146728516,0.010412876,60.48970708847046,0.075048828125,0.2
-0.55771554,73728,52,36,1397,0.06716364622116089,350,-4.157232874631882,0.9672142863273621,0.0006115839350968599,0.00025,30.156871795654297,0.005575016,66.79878544807434,0.043408203125,0.2
0.5508614,75776,54,37,1400,0.013028860092163086,360,-4.155722698569297,0.967444121837616,-0.0020361301008961163,0.00025,18.832534790039062,0.0063959267,76.87712633609772,0.050341796875,0.2
