time/time_elapsed,time/iterations,train/reward,time/fps,time/total_timesteps,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/std,train/n_updates,train/clip_fraction,train/loss,train/approx_kl,train/clip_range,train/explained_variance,train/entropy_loss
1,1,0.03499361,1568,2048,,,,,,,,,,,
3,2,0.121578895,1108,4096,0.2434827615506947,-0.0047896049538394435,0.0003,1.0004533529281616,10,0.048974609375,0.030543725937604904,0.0057613477,0.2,0.2271345853805542,-4.260570102930069
5,3,-0.3763332,1150,6144,0.36572977835312487,-0.0071598493799683634,0.0003,0.9929453730583191,20,0.112646484375,0.2535471022129059,0.010341406,0.2,0.20593982934951782,-4.248909205198288
6,4,-0.5204787,1173,8192,1.1449769385159017,-0.004522489350347314,0.0003,0.993493378162384,30,0.062109375,0.6176427602767944,0.00695464,0.2,0.06180524826049805,-4.2370495483279225
8,5,0.01883574,1185,10240,3.9326348412781953,-0.003050121389969718,0.0003,0.9898788332939148,40,0.076611328125,1.165456771850586,0.007428297,0.2,0.14419907331466675,-4.23373046964407
11,6,0.37655666,1070,12288,6.9060325883328915,-0.0019842964757117443,0.0003,0.9970093369483948,50,0.03544921875,2.5033302307128906,0.004772346,0.2,0.22457724809646606,-4.236623586714268
13,7,1.3504877,1055,14336,3.3018303897231815,-0.005045199440792203,0.0003,0.991068422794342,60,0.06533203125,1.0781019926071167,0.006059588,0.2,0.4969722628593445,-4.240164260566234
15,8,0.66468567,1025,16384,5.173627304658294,-0.004837053669325542,0.0003,1.001500129699707,70,0.079296875,2.564551591873169,0.009009745,0.2,0.47683924436569214,-4.24515560567379
17,9,-0.5948249,1049,18432,7.2411316655576226,-0.0007799133483786136,0.0003,1.0052720308303833,80,0.03896484375,2.3281466960906982,0.0063983276,0.2,0.5272843837738037,-4.270081786811351
19,10,0.60169727,1059,20480,10.750385224074126,-0.0004976314186933451,0.0003,0.9997709393501282,90,0.040966796875,4.776514053344727,0.005630645,0.2,0.3706607222557068,-4.263935127854348
21,11,0.8230143,1066,22528,11.77149913161993,-0.0037713191166403705,0.0003,1.0079096555709839,100,0.05947265625,6.609830379486084,0.0059023034,0.2,0.43530112504959106,-4.266625551879406
22,12,0.80658203,1081,24576,6.901033075898885,-0.0016787160639069043,0.0003,1.0019553899765015,110,0.038916015625,1.9986845254898071,0.0037730779,0.2,0.11072474718093872,-4.272621241211891
24,13,-0.14469607,1097,26624,8.522875656932593,-0.0006953787407837809,0.0003,1.0089097023010254,120,0.046728515625,1.9580405950546265,0.006065591,0.2,0.33595871925354004,-4.270600542426109
25,14,0.5476807,1110,28672,8.648065366595983,-0.002358265468501486,0.0003,1.0102399587631226,130,0.051806640625,3.1304192543029785,0.004409886,0.2,0.4529467821121216,-4.283375401794911
27,15,0.62513494,1123,30720,13.113499246537685,-0.0002996320414240472,0.0003,1.0017290115356445,140,0.038916015625,3.1353628635406494,0.005017708,0.2,0.37632930278778076,-4.271891364455223
28,16,0.16751498,1133,32768,13.837901438772679,-0.0007283448721864261,0.0003,1.0075674057006836,150,0.05390625,7.454846382141113,0.005790735,0.2,0.24943363666534424,-4.271068328619004
30,17,0.9861467,1143,34816,18.796047735214234,-0.0025443470920436086,0.0003,1.011339783668518,160,0.0564453125,10.139222145080566,0.007360597,0.2,0.12222248315811157,-4.284878201782703
31,18,1.9615904,1152,36864,9.559537015110255,-0.0033267650695052,0.0003,1.0207757949829102,170,0.08046875,5.384073257446289,0.008822586,0.2,0.19901114702224731,-4.3072758749127384
33,19,0.3773262,1160,38912,15.552525997161865,-0.0001761539293511305,0.0003,1.0268677473068237,180,0.0734375,9.265216827392578,0.0059498344,0.2,0.2729559540748596,-4.333137096464634
35,20,1.6084213,1168,40960,15.459279423952102,-0.0001344865682767704,0.0003,1.025214672088623,190,0.069189453125,4.04415225982666,0.0068015195,0.2,0.26968079805374146,-4.333438663184642
36,21,0.10573757,1175,43008,16.8918354049325,-0.0001711266697384417,0.0003,1.0319187641143799,200,0.048583984375,13.61266040802002,0.004601226,0.2,0.21582263708114624,-4.343053407967091
38,22,-2.904595,1182,45056,17.88122223764658,0.0005864444654434919,0.0003,1.033939242362976,210,0.075537109375,12.356009483337402,0.004242903,0.2,0.15459126234054565,-4.3549368500709535
39,23,-0.10584663,1184,47104,9.13829133361578,-0.0043399585643783215,0.0003,1.0264538526535034,220,0.068115234375,5.030425548553467,0.006629388,0.2,0.14109206199645996,-4.344458736479282
41,24,0.40644607,1172,49152,17.20152394026518,0.001361160564556485,0.0003,1.0304478406906128,230,0.057763671875,8.0518798828125,0.008726103,0.2,0.20940613746643066,-4.339821435511112
43,25,2.3403294,1177,51200,15.467215187847614,-1.0590931924525649e-05,0.0003,1.0246282815933228,240,0.052392578125,6.5860443115234375,0.0041083144,0.2,0.234816312789917,-4.336590057611465
44,26,-0.28300816,1183,53248,17.82841464728117,-0.0006299558095633984,0.0003,1.0301028490066528,250,0.064990234375,3.912874937057495,0.0065604905,0.2,0.10554361343383789,-4.334744873642921
46,27,-9.852977,1188,55296,21.72723155915737,-0.0029023518145550042,0.0003,1.035699725151062,260,0.0748046875,9.054848670959473,0.0065387115,0.2,0.12467336654663086,-4.3513263538479805
48,28,-0.670474,1193,57344,15.393442802131176,0.00041773235716391355,0.0003,1.0342215299606323,270,0.051611328125,8.209518432617188,0.005928619,0.2,-0.0026625394821166992,-4.359779784083367
49,29,-1.0164983,1197,59392,21.283602987229823,-0.0010194889022386634,0.0003,1.0308226346969604,280,0.021435546875,14.079853057861328,0.0033539818,0.2,0.08543145656585693,-4.355678324401379
51,30,-0.19245265,1201,61440,21.912511201202868,-0.0010560670474660584,0.0003,1.0352445840835571,290,0.0474609375,9.577591896057129,0.005812793,0.2,0.06248658895492554,-4.3544413790106775
52,31,-0.76640147,1205,63488,25.50534147322178,-0.001972642146574799,0.0003,1.044542670249939,300,0.035400390625,12.97961711883545,0.0035877563,0.2,0.06802040338516235,-4.373673465847969
54,32,0.7840693,1208,65536,27.928685499727727,0.0009426130127394572,0.0003,1.042376160621643,310,0.043115234375,15.054891586303711,0.0056598964,0.2,0.08853811025619507,-4.383862134814263
55,33,2.7766626,1212,67584,29.683056452870368,-0.0001130305085098371,0.0003,1.0425728559494019,320,0.04345703125,21.879228591918945,0.005794038,0.2,0.04021328687667847,-4.378310145437718
57,34,3.8536253,1216,69632,12.77544783204794,0.0003319291703519411,0.0003,1.0377267599105835,330,0.06748046875,8.517850875854492,0.0056153005,0.2,0.05784636735916138,-4.372250652313232
58,35,0.98210096,1219,71680,27.98269273340702,-0.00043569991830736397,0.0003,1.0344961881637573,340,0.034375,9.003938674926758,0.007856894,0.2,0.053500473499298096,-4.359156735241413
60,36,-0.5260601,1222,73728,28.304236787557603,-0.0005289108230499551,0.0003,1.039463758468628,350,0.065380859375,15.555837631225586,0.005080926,0.2,0.0997658371925354,-4.362075409293174
61,37,0.14060529,1225,75776,31.58700689077377,-0.003250915388343856,0.0003,1.0272842645645142,360,0.0447265625,14.670357704162598,0.0040389425,0.2,0.09876823425292969,-4.350582544505596
63,38,3.1169603,1228,77824,30.386299028992653,-0.0007671016064705327,0.0003,1.0273483991622925,370,0.0712890625,9.44565200805664,0.006772425,0.2,0.08635586500167847,-4.336125092208386
65,39,0.6760166,1227,79872,16.831857421994208,-0.0015043411054648458,0.0003,1.0205024480819702,380,0.066015625,7.314377784729004,0.008109689,0.2,0.06577539443969727,-4.326034346222878
66,40,-1.070363,1230,81920,29.15112085342407,-0.000774877610092517,0.0003,1.0285611152648926,390,0.03447265625,27.081968307495117,0.0030257325,0.2,0.07996654510498047,-4.326047159731388
