time/fps,time/iterations,train/reward,time/time_elapsed,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/learning_rate,train/n_updates,train/explained_variance,train/loss,train/value_loss,train/std,train/policy_gradient_loss,train/clip_range,train/approx_kl
3208,1,-0.04612898,0,2048,,,,,,,,,,,
2684,2,-0.3605482,1,4096,-1.4213600255548955,0.023876953125,0.00025,10,0.0,0.12784238159656525,0.27360809026286004,1.001197099685669,-0.0024105660129862374,0.2,0.0044044214
2669,3,-2.046366,2,6144,-1.4234286375343799,0.04775390625,0.00025,20,1.1920928955078125e-07,0.1380302459001541,0.2956861396320164,1.0061774253845215,-0.00421016150212381,0.2,0.005585929
2658,4,-0.6059698,3,8192,-1.4254621364176274,0.004833984375,0.00025,30,0.009595692157745361,2.819650650024414,4.022470330446959,1.0065159797668457,-0.0004823098257475067,0.2,0.001884532
2640,5,-12.972118,3,10240,-1.4260608017444611,0.02294921875,0.00025,40,0.019692957401275635,7.108086109161377,19.24786729812622,1.0076669454574585,-0.0022744079848052933,0.2,0.005786051
2629,6,-0.4277369,4,12288,-1.4268251791596414,0.002978515625,0.00025,50,0.0167769193649292,34.39420700073242,63.63627730607986,1.0082319974899292,-0.00159023025771603,0.2,0.0031957186
2626,7,0.45330328,5,14336,-1.42676143348217,0.000341796875,0.00025,60,0.08702391386032104,12.346725463867188,17.555103719234467,1.0073591470718384,-0.0006302768975729123,0.2,0.00085951993
2628,8,3.068895,6,16384,-1.4263408213853837,9.765625e-05,0.00025,70,0.030437231063842773,31.857398986816406,86.59548435211181,1.0076062679290771,-0.0009156821979559027,0.2,0.001144574
2629,9,0.8887314,7,18432,-1.4250840701162815,0.000537109375,0.00025,80,-0.007822275161743164,9.256360054016113,20.12512047290802,1.0048620700836182,-0.0003471004834864289,0.2,0.0008268785
2631,10,1.4438988,7,20480,-1.423437238484621,0.000439453125,0.00025,90,0.02021867036819458,53.105289459228516,88.4136890411377,1.0040453672409058,-0.000821605983946938,0.2,0.0011076317
2632,11,-1.6604217,8,22528,-1.4236563287675381,0.000927734375,0.00025,100,-0.0026627779006958008,41.21674728393555,68.15560417175293,1.006003975868225,-0.00029017339984420686,0.2,0.0018327688
2632,12,0.77826846,9,24576,-1.4282793715596198,0.016650390625,0.00025,110,0.0015728473663330078,18.965211868286133,38.798352950811385,1.011885166168213,-0.0015472729370230808,0.2,0.0039610537
2634,13,3.9092572,10,26624,-1.431722493469715,0.029150390625,0.00025,120,0.009740471839904785,49.64149475097656,107.34088134765625,1.013626217842102,-0.00376390831079334,0.2,0.005024908
2635,14,1.6830145,10,28672,-1.4333758160471917,0.010888671875,0.00025,130,0.0002192854881286621,12.582135200500488,20.32331132888794,1.0157369375228882,-0.0025167363201035187,0.2,0.0026876787
2636,15,-7.7927155,11,30720,-1.4323129527270795,0.016943359375,0.00025,140,0.021422624588012695,48.24713897705078,93.69166195392609,1.010703682899475,-0.0018469840491889046,0.2,0.0019857632
2636,16,0.16520213,12,32768,-1.429317020624876,0.015380859375,0.00025,150,0.005167901515960693,16.88264274597168,57.580069839954376,1.0099233388900757,-0.00170120206385036,0.2,0.004072695
2636,17,1.6552347,13,34816,-1.4323408886790276,0.009716796875,0.00025,160,0.0886651873588562,18.88742446899414,40.67247295379639,1.0179303884506226,-0.0014825575315626338,0.2,0.003412228
2637,18,6.9748893,13,36864,-1.437685638666153,0.007568359375,0.00025,170,0.028363823890686035,27.164226531982422,102.60625307559967,1.0194002389907837,-0.0013602439503301866,0.2,0.001264744
2637,19,0.5534267,14,38912,-1.4422847658395768,0.0181640625,0.00025,180,-0.00855112075805664,8.244331359863281,16.758070117235185,1.028580904006958,-0.0007887376690632663,0.2,0.0021243608
2638,20,0.97111815,15,40960,-1.4473804078996182,0.03291015625,0.00025,190,0.03820425271987915,63.316932678222656,108.53711082935334,1.0276541709899902,-0.0028829547169152646,0.2,0.005101231
2618,21,-3.2496893,16,43008,-1.4447584293782711,0.028857421875,0.00025,200,-0.013893961906433105,19.808860778808594,70.21423106193542,1.0258153676986694,-0.0024348050908884035,0.2,0.004834647
2619,22,-0.56244594,17,45056,-1.4435494087636471,0.02099609375,0.00025,210,0.025634169578552246,41.656551361083984,51.97511729001999,1.0240412950515747,-0.000432150240521878,0.2,0.0022645853
2619,23,0.5602386,17,47104,-1.4407519444823265,0.011083984375,0.00025,220,0.027039289474487305,52.345760345458984,119.52371990680695,1.0205457210540771,-0.001516151975374669,0.2,0.0019955763
2620,24,1.041673,18,49152,-1.4382042080163955,0.012646484375,0.00025,230,0.01245182752609253,7.089934825897217,14.8831327855587,1.016914963722229,-0.003017736063338816,0.2,0.0031137532
2621,25,7.5838337,19,51200,-1.4370605796575546,0.001611328125,0.00025,240,0.0362548828125,45.85630798339844,107.08824081420899,1.0218868255615234,-0.000418615122907795,0.2,0.0008696392
