time/iterations,train/reward,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/std,train/value_loss,train/loss,train/entropy_loss,train/approx_kl,train/n_updates,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/explained_variance
1,-0.037777327,3172,0,2048,,,,,,,,,,,
2,-0.00032752013,2674,1,4096,0.00025,1.0016535520553589,0.4745735667645931,0.25904592871665955,-1.4203939087688924,0.0029236353,10,0.015576171875,0.2,-0.0008122214276227169,0.0
3,-0.89564353,2648,2,6144,0.00025,0.9954805970191956,0.0778962854295969,-0.00087721087038517,-1.4173274047672748,0.0058194986,20,0.064697265625,0.2,-0.004478469144669361,0.0
4,-0.6061535,2634,3,8192,0.00025,0.9939324259757996,2.7453353457152843,1.8415396213531494,-1.4142379634082318,0.0043924823,30,0.010595703125,0.2,-0.0008342385350260884,0.0024262070655822754
5,-10.906498,2631,3,10240,0.00025,0.9909290671348572,14.102601292729378,5.2129621505737305,-1.4117804877460003,0.002387252,40,0.0056640625,0.2,-0.0013744261930696666,0.061222851276397705
6,-0.3228737,2624,4,12288,0.00025,0.9914329648017883,52.563020777702334,28.21613121032715,-1.409963881969452,0.0012656233,50,0.000146484375,0.2,-0.0004008496485766955,0.03341585397720337
7,0.29056558,2625,5,14336,0.00025,0.9969449043273926,9.570867545902729,6.754467487335205,-1.4137778133153915,0.0034194256,60,0.004296875,0.2,-0.0002736854657996446,0.09822899103164673
8,2.9038815,2626,6,16384,0.00025,0.9981979727745056,47.858980405330655,13.310365676879883,-1.4164659194648266,0.00059795857,70,4.8828125e-05,0.2,-0.0005436708961497061,0.04736369848251343
9,0.8284178,2625,7,18432,0.00025,0.9962595701217651,16.945003628730774,10.089775085449219,-1.4166537009179592,0.0007340117,80,0.00146484375,0.2,-0.0009976903107599354,0.05928993225097656
10,1.3414222,2626,7,20480,0.00025,0.9969682693481445,73.45072009563447,29.091459274291992,-1.4154717333614826,0.0038588005,90,0.01064453125,0.2,-0.001913951471215114,0.07971352338790894
11,-1.5279177,2626,8,22528,0.00025,0.9966025352478027,59.670945656299594,43.09907150268555,-1.4157412968575955,0.0044680675,100,0.024658203125,0.2,-0.0013092915527522565,-0.003594040870666504
12,0.41958037,2625,9,24576,0.00025,1.0018713474273682,32.57995446920395,12.736675262451172,-1.417929368466139,0.0015951226,110,0.0052734375,0.2,-0.00021458478877320886,0.04741358757019043
13,3.6020708,2626,10,26624,0.00025,1.0008277893066406,87.64863543510437,41.25251388549805,-1.4208637654781342,0.0049581686,120,0.013671875,0.2,-0.0011464368784800173,0.03574925661087036
14,2.0531864,2622,10,28672,0.00025,0.9960252642631531,15.907563132047652,8.442144393920898,-1.4179146461188794,0.00612632,130,0.070703125,0.2,-0.005341249682533089,0.09482896327972412
15,-8.744937,2623,11,30720,0.00025,0.995513916015625,81.3367654800415,42.66950225830078,-1.4144855827093124,0.00037035107,140,0.0,0.2,-0.0004353878961410373,0.056069791316986084
16,0.17985407,2623,12,32768,0.00025,0.9943501353263855,74.26301980018616,43.2688102722168,-1.4137098520994187,0.0021504571,150,0.006884765625,0.2,-0.001495593249273952,-0.0007880926132202148
17,1.6924716,2623,13,34816,0.00025,0.9918873906135559,51.82329308986664,16.852401733398438,-1.4118581280112266,0.00074962754,160,0.00068359375,0.2,-0.00034640517260413616,0.023454487323760986
18,7.2081733,2604,14,36864,0.00025,0.9934051036834717,117.57499825954437,72.61178588867188,-1.4115759752690793,0.0040248465,170,0.025927734375,0.2,-0.0029987762332893907,0.015628337860107422
19,0.5563848,2605,14,38912,0.00025,0.9963676333427429,17.533761304616927,13.104455947875977,-1.4143741689622402,0.0028042234,180,0.01748046875,0.2,-0.0014144740445772186,-0.008138298988342285
20,1.0001675,2606,15,40960,0.00025,0.9915739893913269,114.74427042007446,57.13411331176758,-1.4123154379427434,0.003978859,190,0.0208984375,0.2,-0.0025566388736478983,0.030870497226715088
21,-3.3557494,2607,16,43008,0.00025,0.9929258227348328,73.12452199459076,40.52938461303711,-1.4115152679383756,0.0024207262,200,0.010302734375,0.2,-0.0007906981612904928,-0.02194201946258545
22,-0.70238066,2607,17,45056,0.00025,0.9969506859779358,53.59218165874481,19.971694946289062,-1.4140870988368988,0.0019581316,210,0.004443359375,0.2,-0.0002682010774151422,0.0033859610557556152
23,0.5929282,2608,18,47104,0.00025,0.9909314513206482,126.74606347084045,71.91119384765625,-1.412489976733923,0.0037056878,220,0.01611328125,0.2,-0.0018436283367918803,0.006308138370513916
24,1.0727336,2608,18,49152,0.00025,0.9905730485916138,16.593192040920258,8.675665855407715,-1.4094304479658604,0.001472261,230,0.007421875,0.2,-0.0014844676741631701,-0.0032411813735961914
25,7.970406,2608,19,51200,0.00025,0.9862489700317383,118.49731287956237,64.51173400878906,-1.4079424500465394,0.002068214,240,0.005908203125,0.2,0.0001332215964794159,0.006975710391998291
