time/fps,train/reward,time/time_elapsed,time/total_timesteps,time/iterations,train/clip_fraction,train/std,train/loss,train/n_updates,train/learning_rate,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/explained_variance
1710,0.067093335,1,2048,1,,,,,,,,,,,
1081,0.40165132,3,4096,2,0.058447265625,1.0038914680480957,3.205508232116699,10,0.00025,-2.843358673900366,0.2,-0.004072723641729681,5.935230062156916,0.008057404,0.06040549278259277
1173,-0.01934588,5,6144,3,0.04677734375,0.991370439529419,16.020753860473633,20,0.00025,-2.8315359495580195,0.2,-0.007062924072670285,20.185422578454016,0.007079387,0.25660836696624756
1227,1.023822,6,8192,4,0.028662109375,0.9928771257400513,2.034942388534546,30,0.00025,-2.820042271912098,0.2,-0.0019544517861504575,5.208678050711751,0.004731672,-0.0025328397750854492
1260,2.2682917,8,10240,5,0.048583984375,1.0025221109390259,4.517055511474609,40,0.00025,-2.832604116201401,0.2,-0.004134356007853057,7.666683096438646,0.0050539398,-0.01643681526184082
1284,-0.42003298,9,12288,6,0.046240234375,1.002052664756775,4.271950721740723,50,0.00025,-2.842895871400833,0.2,-0.002611828368389979,5.969467320293188,0.008060377,0.18196183443069458
1302,0.6616606,11,14336,7,0.0193359375,0.9980760812759399,5.716010570526123,60,0.00025,-2.837619986385107,0.2,-0.0017937195167178287,12.89542905241251,0.0046035713,0.03845721483230591
1315,5.873073,12,16384,8,0.031884765625,1.0084445476531982,12.617498397827148,70,0.00025,-2.8454612120985985,0.2,-0.00258226153528085,19.15032116919756,0.0047053946,0.04501199722290039
1296,-0.46701297,14,18432,9,0.0166015625,1.0196406841278076,15.890616416931152,80,0.00025,-2.8667970702052115,0.2,-0.00024411423073615878,47.35975148081779,0.0030811008,0.0564228892326355
1192,-0.34728888,17,20480,10,0.046044921875,1.0210824012756348,11.527432441711426,90,0.00025,-2.878122428059578,0.2,-0.003794898484193254,18.642274594306947,0.0055187806,0.3347194790840149
1176,0.27346724,19,22528,11,0.065087890625,1.0228339433670044,6.064237594604492,100,0.00025,-2.881181838363409,0.2,-0.002767886052606627,13.11412254422903,0.006953354,0.27781450748443604
1158,-0.8267891,21,24576,12,0.022900390625,1.0293042659759521,8.84714126586914,110,0.00025,-2.8898130901157857,0.2,-0.0015999357063265051,22.288988840579986,0.005323572,0.18186384439468384
1146,-1.264213,23,26624,13,0.025537109375,1.0340852737426758,16.6273193359375,120,0.00025,-2.898091424256563,0.2,-0.0005306674051098525,37.62816312909126,0.0057983315,0.021592795848846436
1150,1.1052297,24,28672,14,0.037646484375,1.0319812297821045,6.7070393562316895,130,0.00025,-2.902472673356533,0.2,-0.0059679465673980305,41.22402662038803,0.0057460135,0.27091604471206665
