time/fps,train/reward,time/time_elapsed,time/total_timesteps,time/iterations,train/clip_fraction,train/std,train/loss,train/n_updates,train/learning_rate,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/explained_variance
1178,-5.1638956,19,22528,11,0.0359375,0.9904212951660156,57.12047576904297,100,0.00025,-2.8211250081658363,0.2,-0.00298131943854969,68.1491628587246,0.0072476743,0.11284953355789185
1190,0.17057517,20,24576,12,0.065966796875,0.9937172532081604,18.944377899169922,110,0.00025,-2.822690781950951,0.2,-0.0030601364975154865,19.089334827661514,0.0032887384,0.1388595700263977
1199,0.0030459492,22,26624,13,0.0578125,0.9867231845855713,6.3985466957092285,120,0.00025,-2.818273762613535,0.2,-0.002999919971625786,18.179749397933485,0.0069535766,0.25555598735809326
1210,-9.369005,23,28672,14,0.03388671875,0.9895716309547424,30.922386169433594,130,0.00025,-2.81445426940918,0.2,-0.003040983858227264,58.64376320838928,0.004309263,0.16839265823364258
1217,-0.5031515,25,30720,15,0.055224609375,0.9935319423675537,10.866755485534668,140,0.00025,-2.8210204735398294,0.2,-0.0026762198700453154,22.327930852770805,0.0039275,-0.04392600059509277
1223,-0.07939566,26,32768,16,0.02685546875,0.9919344782829285,35.49897003173828,150,0.00025,-2.8241196282207968,0.2,-0.0019639002304757012,118.6023494362831,0.0030316191,-0.018450140953063965
1225,-0.50034183,28,34816,17,0.042333984375,0.9928461313247681,50.693668365478516,160,0.00025,-2.8231367990374565,0.2,-0.0005746466187702027,161.1133893966675,0.008437615,0.02038264274597168
1225,0.6049401,30,36864,18,0.057275390625,0.9936578273773193,7.403854846954346,170,0.00025,-2.8186748407781126,0.2,-0.000217694733873941,13.404166270792484,0.0046821525,0.12298649549484253
1222,-4.0989084,31,38912,19,0.025341796875,0.9891425967216492,49.8192138671875,180,0.00025,-2.8220253497362138,0.2,-0.0007466337541700341,139.70914069414138,0.0033013292,0.03492295742034912
1219,1.1500474,33,40960,20,0.0490234375,0.9981859922409058,25.814483642578125,190,0.00025,-2.822711070626974,0.2,-0.003537879312352743,89.06020557880402,0.003091433,-0.00038313865661621094
1197,0.12023938,35,43008,21,0.035693359375,0.9989627599716187,52.30534362792969,200,0.00025,-2.8349686421453955,0.2,-0.0014425100591324736,70.07490774393082,0.003916031,0.07545995712280273
1190,1.3652464,37,45056,22,0.03271484375,1.0022178888320923,83.12715148925781,210,0.00025,-2.8382033511996267,0.2,0.000936225414625369,170.90524218082427,0.004828154,0.05574631690979004
1192,2.5156925,39,47104,23,0.053173828125,1.0025923252105713,14.837432861328125,220,0.00025,-2.842981591820717,0.2,-0.0009225132613210008,34.33665434420109,0.005026011,-0.003720402717590332
1160,0.40302965,42,49152,24,0.032373046875,1.0040439367294312,67.05516052246094,230,0.00025,-2.8438980244100094,0.2,-0.0027198855197639203,170.62332943677902,0.0056691878,0.07677817344665527
1165,1.2936708,43,51200,25,0.01923828125,0.9997974634170532,81.1852035522461,240,0.00025,-2.8427475325763227,0.2,-0.001902008526667487,243.87512917518615,0.0031689182,0.047268033027648926
1170,4.633757,45,53248,26,0.04130859375,1.0109385251998901,10.387032508850098,250,0.00025,-2.850542322546244,0.2,-0.0008120926489937119,22.86863068640232,0.0052422825,0.28061461448669434
1176,7.7071867,46,55296,27,0.045947265625,1.0118838548660278,134.9677734375,260,0.00025,-2.860075743496418,0.2,-0.0019817625056020916,241.28158271312714,0.0052124057,0.08449411392211914
1169,1.3373368,49,57344,28,0.033154296875,1.0128443241119385,53.533912658691406,270,0.00025,-2.8629297368228435,0.2,-0.001317358347296249,162.51868648529052,0.005754686,0.0014396309852600098
1171,2.4173124,50,59392,29,0.061376953125,1.0053396224975586,45.583194732666016,280,0.00025,-2.8570331037044525,0.2,-0.003044104667787906,118.90122631788253,0.00742603,0.14171230792999268
1176,0.34057966,52,61440,30,0.043896484375,1.0031613111495972,141.10169982910156,290,0.00025,-2.846266870200634,0.2,-0.0023850607620261146,248.09801409244537,0.006000491,0.08545881509780884
1181,0.0040254868,53,63488,31,0.038818359375,1.0132174491882324,22.35112190246582,300,0.00025,-2.853952869027853,0.2,0.00018188812100561336,41.89071295261383,0.00439402,-0.006719112396240234
1184,0.24247329,55,65536,32,0.026220703125,1.0180555582046509,148.95025634765625,310,0.00025,-2.8680103830993176,0.2,-0.0015352886854088864,198.4786723136902,0.0032076002,0.15957319736480713
1189,-1.0803092,56,67584,33,0.02998046875,1.0168123245239258,140.6961669921875,320,0.00025,-2.8722354993224144,0.2,-0.00313653136981884,215.7597869157791,0.005464564,0.07800346612930298
1193,3.3426692,58,69632,34,0.031689453125,1.0106618404388428,13.264297485351562,330,0.00025,-2.865829326212406,0.2,-8.35566024761647e-05,22.74410959780216,0.005037673,0.1422863006591797
1197,-9.355095,59,71680,35,0.017578125,1.015106439590454,147.78965759277344,340,0.00025,-2.8648429729044436,0.2,-0.0023532297062047293,230.70210952758788,0.006361183,0.12054914236068726
1200,-0.19098389,61,73728,36,0.08291015625,1.0169563293457031,152.83714294433594,350,0.00025,-2.8719086706638337,0.2,0.0011814885954663623,164.09218360185622,0.008312872,-0.0001270771026611328
1204,0.14038281,62,75776,37,0.037841796875,1.0149877071380615,57.984519958496094,360,0.00025,-2.871745166927576,0.2,-0.0025173667265335096,125.47632505893708,0.002928873,0.19952386617660522
1204,0.49985826,64,77824,38,0.08408203125,1.0150126218795776,89.73860168457031,370,0.00025,-2.86689213514328,0.2,-0.004484425825648941,242.01630549430848,0.0081572365,0.12747353315353394
1208,0.6314464,66,79872,39,0.087109375,1.0194802284240723,27.256763458251953,380,0.00025,-2.8714591413736343,0.2,-0.004493168272892945,46.62299017310143,0.008167556,0.015845894813537598
1210,-0.119657956,67,81920,40,0.049609375,1.0230567455291748,87.05473327636719,390,0.00025,-2.8798439517617225,0.2,-0.004282944223086815,236.86996371746062,0.0074335495,0.1344163417816162
