train/reward,time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/explained_variance,train/n_updates,train/entropy_loss,train/std,train/policy_gradient_loss,train/learning_rate,train/loss,train/approx_kl,train/value_loss,train/clip_fraction,train/clip_range
0.05678137,2048,1,1,1504,,,,,,,,,,,
0.85435575,4096,2,2,1458,-0.011464953422546387,10,-4.269675093889236,1.007207989692688,-0.0029177735006669534,0.00025,2.7170538902282715,0.0038373165,6.006653092801571,0.034716796875,0.2
0.00049034547,6144,4,3,1368,0.03879612684249878,20,-4.277423998713493,1.0051493644714355,-0.0028560079634189607,0.00025,7.52755069732666,0.0055809226,15.3749949157238,0.029248046875,0.2
0.45988363,8192,5,4,1387,0.033244192600250244,30,-4.2733279973268505,1.0070916414260864,-0.0032435688335681334,0.00025,3.651049852371216,0.0028325408,8.94565906226635,0.02373046875,0.2
1.4605994,10240,7,5,1390,0.21177130937576294,40,-4.275395372509957,1.004617691040039,-0.004978884430602193,0.00025,0.9763789772987366,0.006007367,3.0209158778190615,0.05673828125,0.2
-0.3708839,12288,11,6,1109,0.3740842938423157,50,-4.2664310991764065,1.0017718076705933,-0.0040303919173311446,0.00025,1.0254408121109009,0.008528359,2.2781546771526338,0.050732421875,0.2
0.3959471,14336,12,7,1134,0.07563048601150513,60,-4.264662253856659,1.00381338596344,-0.0036949933870346285,0.00025,5.059157848358154,0.005026429,8.67084186077118,0.019189453125,0.2
2.5765777,16384,14,8,1164,0.12028086185455322,70,-4.265276479721069,1.0021666288375854,-0.0042611653479980305,0.00025,6.4706621170043945,0.006681484,12.873114395141602,0.048046875,0.2
-0.4875209,18432,15,9,1190,0.006650447845458984,80,-4.263360193371772,1.00295090675354,-0.002365536938305013,0.00025,6.007899761199951,0.004397921,11.256798830628394,0.0322265625,0.2
-0.2882064,20480,16,10,1210,0.23647147417068481,90,-4.266487383842469,1.0052580833435059,-0.004244566055422183,0.00025,3.5581629276275635,0.006452486,7.482093307375908,0.045703125,0.2
0.09167036,22528,18,11,1228,0.30809158086776733,100,-4.26968600153923,1.00405752658844,-0.0024627197097288446,0.00025,3.6092255115509033,0.0046165236,8.500980916619302,0.0263671875,0.2
-0.90117055,24576,19,12,1242,0.37876319885253906,110,-4.261761927604676,0.9984068274497986,-0.0025974929973017423,0.00025,2.717289447784424,0.005034601,5.505515202879906,0.03681640625,0.2
-1.2505858,26624,21,13,1255,0.016367793083190918,120,-4.2459629565477375,0.9943612217903137,-0.0018422995344735682,0.00025,2.4598307609558105,0.004509816,6.923277530074119,0.031103515625,0.2
