train/reward,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/std,train/clip_fraction,train/loss,train/value_loss,train/n_updates,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/entropy_loss
-0.021144273,2876,1,0,2048,,,,,,,,,,,
-0.78507465,2116,2,1,4096,0.9927118420600891,0.04609375,0.002965077757835388,0.05686649581184611,10,0.00025,0.0,-0.0031159339487203397,0.2,0.005854229,-1.4152361296117306
-2.4605832,2143,3,2,6144,0.9938756227493286,0.0,4.929718494415283,12.112294980883599,20,0.00025,-0.002676248550415039,-0.00016332155937561765,0.2,0.0011430725,-1.412013006210327
-0.58238024,2205,4,3,8192,0.9906898140907288,0.0251953125,3.7085342407226562,6.7625562503933905,30,0.00025,-0.0025125741958618164,-0.0025244854849006517,0.2,0.0050767655,-1.41098527982831
-10.349236,2247,5,4,10240,0.9919701814651489,0.007421875,22.197525024414062,34.23120313882828,40,0.00025,0.0010027289390563965,-0.0012801959455828182,0.2,0.0027827458,-1.4099960297346115
-0.40116176,2267,6,5,12288,0.9929055571556091,0.01416015625,25.154624938964844,47.03821489810944,50,0.00025,0.003657400608062744,-0.0014299028407549486,0.2,0.0032413146,-1.411339485645294
0.41248435,2284,7,6,14336,0.9958999752998352,0.00712890625,5.4973978996276855,13.338640636205673,60,0.00025,0.013103723526000977,-0.0008773576613748446,0.2,0.0024013526,-1.4140386946499348
3.0276716,2297,8,7,16384,0.9950506687164307,4.8828125e-05,19.29690933227539,72.80596697330475,70,0.00025,0.014079451560974121,-0.0003901462463545613,0.2,0.00069374713,-1.4147211767733097
0.8651752,2312,9,7,18432,0.9969332814216614,0.005712890625,9.52265739440918,18.93802465200424,80,0.00025,0.02565068006515503,-0.002064414763299283,0.2,0.0032994137,-1.413954958319664
1.386658,2324,10,8,20480,0.9976149201393127,0.009130859375,41.70416259765625,83.6190399169922,90,0.00025,0.02581965923309326,-0.0016365091141778976,0.2,0.0035330919,-1.4163845241069795
-1.6263735,2331,11,9,22528,1.0052927732467651,0.0015625,41.1716194152832,64.82187958955765,100,0.00025,-0.020512700080871582,-0.00045603859471157195,0.2,0.0009231289,-1.41964877769351
0.6903197,2338,12,10,24576,0.9991945624351501,0.017578125,26.00324249267578,36.66723246574402,110,0.00025,0.0030912160873413086,-0.001786780792463105,0.2,0.003739982,-1.421835208684206
3.7472715,2345,13,11,26624,0.9983711838722229,0.028759765625,31.6471004486084,104.14262721538543,120,0.00025,0.0033549070358276367,-0.002173569339356618,0.2,0.003450415,-1.4177293606102466
1.9005138,2351,14,12,28672,1.00892972946167,0.02021484375,8.13393497467041,18.037206441164017,130,0.00025,0.014600872993469238,-0.0017935990734258666,0.2,0.0046053682,-1.423931098729372
-8.02156,2310,15,13,30720,1.0052028894424438,0.027197265625,65.30713653564453,87.18279721736909,140,0.00025,0.011505722999572754,-0.0016618143912637607,0.2,0.0041758846,-1.4262270607054233
0.13653338,2314,16,14,32768,1.0049493312835693,0.0064453125,29.796058654785156,57.928857922554016,150,0.00025,-0.011976242065429688,-0.0011057703843107447,0.2,0.0018217736,-1.423898947238922
0.44352564,2320,17,15,34816,1.0020899772644043,0.011328125,30.477476119995117,36.89991297721863,160,0.00025,-0.0034334659576416016,-0.0002812114704283886,0.2,0.0029453253,-1.42299964427948
5.572894,2324,18,15,36864,0.9999817609786987,0.03662109375,52.38518142700195,65.95259588956833,170,0.00025,0.01914423704147339,-0.0018033314467174933,0.2,0.003887696,-1.4200540214776993
0.48528564,2329,19,16,38912,0.9981617331504822,0.038623046875,5.302130222320557,9.811984264850617,180,0.00025,0.1251862645149231,-0.004723646602360532,0.2,0.0025638475,-1.4178119972348213
0.838613,2325,20,17,40960,0.9941022992134094,0.01748046875,38.781341552734375,69.49119780063629,190,0.00025,0.04629331827163696,-0.0019334249227540568,0.2,0.003560434,-1.4145432710647583
-2.8366828,2329,21,18,43008,1.0058457851409912,0.0255859375,23.62535858154297,51.317016053199765,200,0.00025,-0.01803302764892578,-0.001408758583420422,0.2,0.0013123256,-1.4179818890988827
-0.23314765,2330,22,19,45056,1.0079586505889893,0.0234375,8.705221176147461,37.17438825964928,210,0.00025,0.006455183029174805,-0.001996527935261838,0.2,0.0024948996,-1.42556416913867
0.49995166,2334,23,20,47104,1.0121982097625732,0.019580078125,39.59869384765625,86.31567225456237,220,0.00025,0.012750804424285889,-0.0025208037302945742,0.2,0.0028757742,-1.4292015857994556
0.8888873,2338,24,21,49152,1.0209932327270508,0.0337890625,5.972137451171875,10.422570779919624,230,0.00025,0.21347075700759888,-0.003354685906379018,0.2,0.0050225547,-1.4370361424982547
6.5428977,2341,25,21,51200,1.0203744173049927,0.019140625,55.17476272583008,83.03762085437775,240,0.00025,0.04136395454406738,-0.0007486679052817636,0.2,0.0015242043,-1.4403526596724987
