time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/loss,train/n_updates,train/clip_range,train/explained_variance,train/std,train/value_loss
1,1,1031,2048,,,,,,,,,,,
4,2,952,4096,-5.671138972043991,0.03427734375,-0.0058587158433510925,0.00025,0.0069367057,0.43901073932647705,10,0.2,0.07905226945877075,0.9967987537384033,1.085792588815093
6,3,959,6144,-5.668685156106949,0.043994140625,-0.005347875243751332,0.00025,0.004574496,1.2697062492370605,20,0.2,0.06449627876281738,0.9992433786392212,2.6214369773864745
9,4,900,8192,-5.66864854991436,0.06484375,-0.00769296816069982,0.00025,0.0077795684,1.119410753250122,30,0.2,-0.027565956115722656,0.9971173405647278,3.9537691131234167
10,5,942,10240,-5.668589523434639,0.029931640625,-0.0018750993491266853,0.00025,0.004201309,2.6174185276031494,40,0.2,-0.025817155838012695,0.9995133876800537,6.830914175510406
12,6,974,12288,-5.679654681682587,0.020703125,-0.0017829301730671431,0.00025,0.004057233,3.715980052947998,50,0.2,-0.03869175910949707,1.0022419691085815,8.42742203772068
14,7,988,14336,-5.681220039725304,0.024365234375,-0.002950798752135597,0.00025,0.004505137,4.776171684265137,60,0.2,0.0020011067390441895,1.000288724899292,10.633012008666991
16,8,1000,16384,-5.67453296482563,0.0185546875,-0.0010530200393986887,0.00025,0.0028188666,8.383108139038086,70,0.2,0.04202812910079956,0.9991650581359863,18.288755279779433
18,9,1009,18432,-5.673620191216469,0.03447265625,-0.0037875457826885396,0.00025,0.0072366353,9.877904891967773,80,0.2,0.06655138731002808,0.9995388984680176,18.220002114772797
20,10,993,20480,-5.677248933911324,0.034521484375,-0.003406454576179385,0.00025,0.0038334425,6.005561828613281,90,0.2,-0.007873296737670898,1.0001025199890137,12.593245166540147
22,11,997,22528,-5.669044351577758,0.038427734375,-0.0029792477798764594,0.00025,0.004200462,5.330661296844482,100,0.2,0.020051002502441406,0.9957325458526611,10.705053037405014
24,12,992,24576,-5.658400556445121,0.082958984375,-0.006673675478668884,0.00025,0.008154739,5.618168354034424,110,0.2,0.030187666416168213,0.9954596161842346,12.09368252158165
27,13,963,26624,-5.655226367712021,0.043212890625,-0.005039159589796327,0.00025,0.005717939,11.338086128234863,120,0.2,0.028398215770721436,0.9942967891693115,19.37201323509216
29,14,971,28672,-5.652233776450157,0.0466796875,-0.005394842688110657,0.00025,0.007661733,7.225130558013916,130,0.2,0.1690158247947693,0.993244469165802,13.094649356603622
33,15,925,30720,-5.6478062063455585,0.057763671875,-0.005971159925684333,0.00025,0.0055643283,7.173849582672119,140,0.2,0.23174363374710083,0.991523802280426,11.649828708171844
35,16,925,32768,-5.6455646276474,0.053369140625,-0.003901191633485723,0.00025,0.0049093254,5.72674036026001,150,0.2,0.25890886783599854,0.9928246736526489,13.051364463567733
38,17,894,34816,-5.650540214776993,0.048095703125,-0.0037406570452731104,0.00025,0.0050099017,4.130579471588135,160,0.2,0.20971697568893433,0.9948033690452576,10.306011697649955
40,18,902,36864,-5.6510326027870175,0.084521484375,-0.00563433590286877,0.00025,0.0071633346,6.837247848510742,170,0.2,0.2652185559272766,0.9925574064254761,10.29681224822998
42,19,910,38912,-5.642051428556442,0.067236328125,-0.0042220023315167055,0.00025,0.007712779,4.262688159942627,180,0.2,0.2975786328315735,0.9900906085968018,8.73056492805481
44,20,919,40960,-5.628702554106712,0.055126953125,-0.0017832022305810824,0.00025,0.005632058,3.700728178024292,190,0.2,-0.05654573440551758,0.9870015382766724,7.667916935682297
46,21,923,43008,-5.617733412981034,0.0453125,-0.002658986931783147,0.00025,0.005622465,3.844611644744873,200,0.2,0.02864551544189453,0.9860560894012451,7.255209049582481
50,22,894,45056,-5.6154806286096575,0.0580078125,-0.004937539690581616,0.00025,0.004764827,3.8635971546173096,210,0.2,0.04307454824447632,0.9845317602157593,6.9299477487802505
52,23,905,47104,-5.614842376112938,0.069873046875,-0.0008280106965685263,0.00025,0.006993026,3.463710069656372,220,0.2,0.02386295795440674,0.9857282638549805,6.789459511637688
53,24,915,49152,-5.6189653992652895,0.058837890625,-0.002058540139114484,0.00025,0.0036257952,3.566560983657837,230,0.2,-0.0032366514205932617,0.987125039100647,7.463915872573852
55,25,921,51200,-5.631899636983872,0.04140625,-0.002534801395086106,0.00025,0.005383836,2.3249266147613525,240,0.2,0.07669490575790405,0.9913610219955444,5.32743898332119
57,26,930,53248,-5.6298489540815355,0.069482421875,-0.004443207614531275,0.00025,0.005318526,2.1039507389068604,250,0.2,0.06864172220230103,0.9858787059783936,4.596027608215809
58,27,939,55296,-5.63010683953762,0.05390625,0.0005178259627427906,0.00025,0.0063241636,3.2264597415924072,260,0.2,0.05628770589828491,0.9932933449745178,7.295903298258781
60,28,945,57344,-5.650794041156769,0.069189453125,0.00198871745087672,0.00025,0.007505556,5.200682163238525,270,0.2,-0.04397428035736084,0.9950509071350098,9.859961479902267
62,29,953,59392,-5.6490627229213715,0.06611328125,-0.0030884550636983477,0.00025,0.0072040427,2.5884315967559814,280,0.2,0.028452038764953613,0.9924854040145874,6.3747768849134445
63,30,961,61440,-5.631232869625092,0.03017578125,0.00015971089160302654,0.00025,0.003970461,2.5913875102996826,290,0.2,0.03553009033203125,0.9868441820144653,6.248201075196266
