time/time_elapsed,time/iterations,train/reward,time/fps,time/total_timesteps,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/std,train/n_updates,train/clip_fraction,train/loss,train/approx_kl,train/clip_range,train/explained_variance,train/entropy_loss
1,1,-0.017590242,1662,2048,,,,,,,,,,,
2,2,0.08041766,1441,4096,0.07423040787689388,-0.005110226130636874,0.0003,0.9991168975830078,10,0.06630859375,0.021960318088531494,0.0063814837,0.2,0.16526496410369873,-4.254745987057686
4,3,-0.053546987,1374,6144,0.5729108533356339,-0.004061343759531155,0.0003,0.9978799819946289,20,0.05146484375,0.42601698637008667,0.0050392766,0.2,0.24871766567230225,-4.254943440854549
7,4,0.030305976,1130,8192,1.7078469622880221,-0.005607462349871639,0.0003,0.9934070706367493,30,0.06181640625,0.6822359561920166,0.0058006034,0.2,-0.012077689170837402,-4.245249119400978
9,5,0.031272765,1121,10240,0.007781113758392166,-0.0021513785191928036,0.0003,0.9934029579162598,40,0.081689453125,-0.0025381087325513363,0.0077944566,0.2,0.1003274917602539,-4.237518313527107
11,6,-0.1551,1115,12288,0.013458669825922698,-0.007531884966010693,0.0003,0.9785687327384949,50,0.16298828125,0.0268789641559124,0.014202047,0.2,0.14597171545028687,-4.218074195086956
13,7,0.06563936,1071,14336,1.1968902043066918,-0.00488615437207045,0.0003,0.9731066226959229,60,0.0427734375,0.4217386245727539,0.0029441048,0.2,0.27797800302505493,-4.1847015276551245
15,8,0.8695139,1082,16384,3.2372033305466177,-0.00414209872687934,0.0003,0.9756749272346497,70,0.041455078125,2.217205762863159,0.0044609355,0.2,0.13415628671646118,-4.180311146378517
16,9,-0.17967372,1098,18432,1.4381866935640573,-0.006081946713675279,0.0003,0.9800047874450684,80,0.077978515625,0.5653241872787476,0.0099390205,0.2,0.4166327118873596,-4.189876694977284
18,10,-0.13186169,1114,20480,1.709262833930552,-0.004515607398934663,0.0003,0.9822718501091003,90,0.056640625,0.7066537737846375,0.006097369,0.2,0.3927665948867798,-4.199661317467689
20,11,0.003960215,1125,22528,2.814440505579114,-0.003348962523159571,0.0003,0.9858556389808655,100,0.05166015625,1.520562767982483,0.007068718,0.2,0.5065498948097229,-4.206535640358925
21,12,-0.41799593,1134,24576,3.2567000444978476,-0.003008400929684285,0.0003,0.9801711440086365,110,0.039404296875,1.4416505098342896,0.0052734977,0.2,0.3699713945388794,-4.2048813357949255
23,13,-0.08226225,1142,26624,3.3548460613936184,-0.0043514262302778665,0.0003,0.9857928156852722,120,0.06318359375,1.6238423585891724,0.0076936763,0.2,0.43971967697143555,-4.2037871986627575
24,14,0.26698846,1151,28672,3.530182757228613,-0.005299604768515565,0.0003,0.9864265322685242,130,0.061328125,1.7773622274398804,0.008187179,0.2,0.6545426845550537,-4.2141886606812475
26,15,0.49552807,1158,30720,3.9933740250766276,-0.0021626334768370726,0.0003,0.9861578941345215,140,0.054150390625,1.2953938245773315,0.006386022,0.2,0.5897122025489807,-4.2136573269963264
28,16,0.6883335,1139,32768,5.454964042454958,-9.225903195329011e-05,0.0003,0.9882838129997253,150,0.03154296875,2.4201979637145996,0.004252875,0.2,0.4142962098121643,-4.217645262181759
30,17,-0.84882665,1127,34816,4.620779535919428,-0.0021822575057740324,0.0003,0.9861388802528381,160,0.047705078125,2.167097806930542,0.0062850863,0.2,0.10825866460800171,-4.2194018617272375
32,18,0.8737884,1121,36864,5.539492392912507,-0.0036738852722919546,0.0003,0.9921694397926331,170,0.064697265625,2.8471927642822266,0.009061798,0.2,0.49049168825149536,-4.22523853033781
34,19,0.48996553,1123,38912,7.604737818986178,-0.006720219591807108,0.0003,0.9875536561012268,180,0.088427734375,3.9804487228393555,0.008759387,0.2,0.36281687021255493,-4.226586586236953
36,20,0.5100285,1129,40960,7.318375325948,-0.001474501338088885,0.0003,0.9819160103797913,190,0.0697265625,4.029594898223877,0.0063119484,0.2,0.29594337940216064,-4.206760549545288
37,21,-1.2823696,1136,43008,4.084812971204519,-0.003699296043487266,0.0003,0.9722387790679932,200,0.05732421875,2.1645052433013916,0.0056883316,0.2,0.34517329931259155,-4.186101476848125
39,22,-0.6379048,1142,45056,6.532709383964539,-0.007246017685974948,0.0003,0.9762933850288391,210,0.064990234375,2.69726824760437,0.0067200083,0.2,0.3760652542114258,-4.176466615498066
41,23,0.04227516,1140,47104,8.158626858144999,-0.002733010297379224,0.0003,0.9803677201271057,220,0.072216796875,2.836366891860962,0.007129809,0.2,0.24850726127624512,-4.191165633499622
45,24,0.8273092,1085,49152,14.249662508070468,7.25281352060847e-06,0.0003,0.977868378162384,230,0.037451171875,10.67790699005127,0.0018629369,0.2,0.3702600598335266,-4.192159852385521
47,25,-0.32131734,1071,51200,6.005533742159605,-0.004690284843672998,0.0003,0.9697141051292419,240,0.075390625,3.329190492630005,0.007935341,0.2,0.5213217735290527,-4.175933547317982
50,26,-0.49489462,1056,53248,7.600111217796803,-0.0040361992723774165,0.0003,0.9720953106880188,250,0.064501953125,4.132144451141357,0.006682205,0.2,0.6110861301422119,-4.166186022758484
51,27,-0.72228897,1063,55296,9.501949529349805,-0.004271060823521111,0.0003,0.9661571383476257,260,0.063623046875,3.9077107906341553,0.007853116,0.2,0.3289247155189514,-4.16267651617527
53,28,-1.3440806,1068,57344,7.201170659065246,-0.0023573793849209325,0.0003,0.9785037636756897,270,0.07431640625,2.963111400604248,0.007929125,0.2,0.002707540988922119,-4.176077276468277
55,29,1.1823076,1071,59392,6.6581084005534645,-0.0032304098684107886,0.0003,0.9745847582817078,280,0.071142578125,1.8669919967651367,0.0087652225,0.2,0.4163910746574402,-4.186887766420841
57,30,-0.55982083,1075,61440,6.475818342715502,-0.0005768049413745757,0.0003,0.9825218319892883,290,0.065625,3.0895707607269287,0.0064636134,0.2,0.38109344244003296,-4.1906091824173926
58,31,1.376449,1078,63488,8.17717257142067,-0.004386388846614864,0.0003,0.9725648760795593,300,0.085595703125,3.0990612506866455,0.0075449212,0.2,0.3269643783569336,-4.18807922899723
60,32,-0.29756555,1080,65536,6.171909222006798,0.0003216926037566736,0.0003,0.9752664566040039,310,0.073046875,2.6004769802093506,0.0066019,0.2,0.06058502197265625,-4.178436413407326
62,33,-0.44272903,1080,67584,6.994296583533287,-8.950927294790745e-05,0.0003,0.9772041440010071,320,0.0515625,1.7958952188491821,0.004033472,0.2,0.35066598653793335,-4.184895952045918
64,34,0.54797053,1081,69632,7.916640666872263,-0.004314505909133004,0.0003,0.9891000390052795,330,0.0662109375,3.0025620460510254,0.006779981,0.2,0.32994168996810913,-4.205967864394188
66,35,2.8438652,1083,71680,9.456214460730553,0.0032771935118944386,0.0003,0.9911019206047058,340,0.0798828125,7.2044172286987305,0.008535234,0.2,0.2596616744995117,-4.2261246487498285
68,36,-0.87783396,1072,73728,5.579070039093494,-8.851144084474072e-05,0.0003,0.9932319521903992,350,0.0671875,3.4028961658477783,0.00653434,0.2,0.1428602933883667,-4.234419506788254
70,37,-0.047745284,1076,75776,7.208836545795203,-0.0029192461886850653,0.0003,0.9973244071006775,360,0.091943359375,2.049551010131836,0.008420868,0.2,0.4161413908004761,-4.242313013970852
72,38,0.16148989,1077,77824,9.4583900898695,0.0019065153290284797,0.0003,1.0073927640914917,370,0.0779296875,3.7339322566986084,0.008485125,0.2,0.2785235643386841,-4.26345532387495
73,39,-1.1526705,1080,79872,11.12394445464015,2.080720296362415e-05,0.0003,1.010915756225586,380,0.051220703125,5.249362468719482,0.006242157,0.2,0.2497275471687317,-4.282926408946514
75,40,0.27368492,1084,81920,5.45397036075592,0.0005256016083876602,0.0003,1.0083286762237549,390,0.07734375,3.359307050704956,0.0075740432,0.2,-0.0020869970321655273,-4.289320753514767
