time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/clip_range,train/learning_rate,train/explained_variance,train/value_loss,train/loss,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/std,train/clip_fraction,train/approx_kl
2048,1,1,1597,,,,,,,,,,,
4096,2,2,1505,0.2,0.00025,0.057833194732666016,0.5517552161589265,0.1745384931564331,-0.005570447276113555,-4.256350874900818,10,1.000216007232666,0.062353515625,0.008423499
6144,3,4,1465,0.2,0.00025,0.09234893321990967,2.538002210855484,0.9457212686538696,-0.003756418856210075,-4.25610439479351,20,0.9990561604499817,0.016162109375,0.0025949196
8192,4,5,1454,0.2,0.00025,-0.020647048950195312,11.415698584914207,6.187391757965088,-0.0015338996658101679,-4.25032776594162,30,0.995884895324707,0.001953125,0.0021143914
10240,5,7,1450,0.2,0.00025,0.08218097686767578,2.8082194320857523,1.4247115850448608,-0.004051877060555853,-4.2408466815948485,40,0.9943581223487854,0.050927734375,0.0053796815
12288,6,8,1447,0.2,0.00025,0.004133760929107666,28.725110352039337,12.216394424438477,-0.004716332038515248,-4.242884355783462,50,0.9966958165168762,0.027001953125,0.003619566
14336,7,10,1430,0.2,0.00025,0.049970805644989014,73.78206839561463,29.971351623535156,-0.0009243074877304025,-4.244965004920959,60,0.9944866299629211,0.0068359375,0.0030086397
16384,8,11,1423,0.2,0.00025,0.08216381072998047,14.346750584244727,7.031935691833496,-0.0012632195313926787,-4.239980378746987,70,0.9945268630981445,0.00673828125,0.0017118284
18432,9,12,1423,0.2,0.00025,0.17382562160491943,101.8429901599884,46.01586151123047,-0.0023308140953304246,-4.241882237792015,80,0.995836079120636,0.00595703125,0.0017169421
20480,10,14,1422,0.2,0.00025,0.2712050676345825,69.71677505970001,25.720911026000977,-0.001428993085573893,-4.245664644241333,90,0.996425449848175,0.016552734375,0.005340346
22528,11,16,1389,0.2,0.00025,0.6782433986663818,11.594321751594544,6.391380310058594,-0.004183971528254915,-4.242196440696716,100,0.9931966662406921,0.0169921875,0.004830968
24576,12,17,1384,0.2,0.00025,0.4464758634567261,53.083549320697784,20.316368103027344,-0.001343245383759495,-4.237559336423874,110,0.9946279525756836,0.006494140625,0.004343107
26624,13,19,1366,0.2,0.00025,0.31935936212539673,95.44292957782746,34.451820373535156,-0.004607799221412278,-4.243058630824089,120,0.9960187077522278,0.030078125,0.0043300255
28672,14,21,1355,0.2,0.00025,0.12374740839004517,32.932795560359956,15.124731063842773,-0.003916130054858513,-4.237135025858879,130,0.9893948435783386,0.033203125,0.004119607
30720,15,22,1356,0.2,0.00025,0.28502756357192993,144.39164052009582,79.60424041748047,-0.0020615385816199704,-4.219968548417091,140,0.9869149327278137,0.045556640625,0.00704984
32768,16,24,1360,0.2,0.00025,0.2545534372329712,135.03138360977172,60.40503692626953,-0.002458759574801661,-4.216157242655754,150,0.986219584941864,0.01357421875,0.005358462
34816,17,25,1364,0.2,0.00025,-0.0009257793426513672,21.254628002643585,8.206378936767578,-0.0032007710164180026,-4.214443773031235,160,0.9865613579750061,0.07119140625,0.0034188526
36864,18,27,1364,0.2,0.00025,0.456865131855011,67.40341098308564,56.48363494873047,-0.0026636717142537237,-4.211421704292297,170,0.9820797443389893,0.033447265625,0.0035538878
38912,19,28,1366,0.2,0.00025,0.3840552568435669,96.10532109737396,46.30234146118164,-0.003314287168905139,-4.200904136896133,180,0.9823999404907227,0.027978515625,0.0034006992
40960,20,29,1368,0.2,0.00025,0.16425961256027222,34.10666872262955,11.483059883117676,-0.003111411262943875,-4.204418113827705,190,0.9842011332511902,0.026708984375,0.0037010722
43008,21,31,1366,0.2,0.00025,0.522192120552063,71.19610098600387,35.44266128540039,-0.0029328189004445447,-4.214642789959908,200,0.9888026118278503,0.03662109375,0.004769372
45056,22,32,1368,0.2,0.00025,0.6238106489181519,23.662030017375947,11.406781196594238,-0.0022982159032835627,-4.227305135130882,210,0.9914405941963196,0.051123046875,0.0076892474
47104,23,34,1370,0.2,0.00025,0.020120322704315186,15.993432176113128,8.639676094055176,-0.003946236010233406,-4.229225915670395,220,0.9893096089363098,0.05263671875,0.005660204
49152,24,35,1366,0.2,0.00025,0.5110201835632324,38.40580092668533,18.19572639465332,-0.0027625445356534327,-4.2285040527582165,230,0.9933574795722961,0.02216796875,0.0047221472
51200,25,37,1368,0.2,0.00025,0.37692880630493164,76.27119636535645,37.129024505615234,-0.0017266210263187532,-4.2406213819980625,240,0.9958722591400146,0.017431640625,0.0042294622
53248,26,38,1370,0.2,0.00025,0.014613211154937744,23.641054254770278,9.236336708068848,-0.0010616415936965495,-4.243778344988823,250,0.9957625269889832,0.042578125,0.0050268704
55296,27,40,1372,0.2,0.00025,0.6053211688995361,22.9465882062912,15.272098541259766,-0.005552934911975171,-4.24728282392025,260,0.9994791150093079,0.0419921875,0.0050739883
57344,28,41,1373,0.2,0.00025,0.49724578857421875,50.527435672283175,25.421249389648438,-0.0036305906280176712,-4.254443410038948,270,0.9986299872398376,0.049560546875,0.006980387
59392,29,43,1373,0.2,0.00025,0.053660809993743896,80.6648926973343,29.566551208496094,0.00019372381793800742,-4.253660333156586,280,0.9997199177742004,0.01142578125,0.0035530766
61440,30,44,1374,0.2,0.00025,0.5344435572624207,23.23161827325821,18.286882400512695,-0.0031471350841457022,-4.25021775662899,290,0.995816707611084,0.02568359375,0.0039369343
