time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/reward,train/entropy_loss,train/n_updates,train/clip_fraction,train/std,train/value_loss,train/explained_variance,train/loss,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/approx_kl
2048,0,3203,1,-0.10670583,,,,,,,,,,,
4096,1,2817,2,-0.038519897,-1.4149799898266793,10,0.021484375,0.9902858734130859,1.1940224641934036,0.034344255924224854,0.3796493709087372,0.2,-0.0021304938025423327,0.00025,0.0030031456
6144,2,2696,3,0.0082988655,-1.4081261157989502,20,0.011083984375,0.9883564710617065,8.339326496422292,0.017328977584838867,3.632145881652832,0.2,-0.0011211151897441596,0.00025,0.0022343644
8192,3,2646,4,0.2650957,-1.414743073284626,30,0.014453125,1.0023523569107056,0.08961384677095338,0.0,0.022561926394701004,0.2,-0.0009164863033220172,0.00025,0.0031874382
10240,3,2620,5,0.011873132,-1.4253334909677506,40,0.07373046875,1.0062624216079712,0.03386684301658534,0.0,-0.011380452662706375,0.2,-0.00551922224694863,0.00025,0.0073107546
12288,4,2605,6,-0.06211028,-1.42600511983037,50,0.002685546875,1.0078281164169312,6.438200616836548,0.037104010581970215,2.638091564178467,0.2,-0.0010660715110134334,0.00025,0.0022672801
14336,5,2593,7,0.05921691,-1.427683800458908,60,0.01591796875,1.0092076063156128,6.50459756553173,0.051612913608551025,1.711277961730957,0.2,-0.001287246256833896,0.00025,0.0021750699
16384,6,2584,8,-3.889397,-1.4308472506701946,70,0.029541015625,1.0127160549163818,0.5954416874796152,0.0,0.3391830623149872,0.2,-0.0013178867404349149,0.00025,0.003765347
18432,7,2578,9,0.15605122,-1.4321508906781673,80,0.000341796875,1.0145395994186401,10.956893602013588,0.12446695566177368,8.022826194763184,0.2,-0.0007992656086571514,0.00025,0.0013026851
20480,7,2571,10,0.4834118,-1.433516576141119,90,0.00400390625,1.0145001411437988,46.650814175605774,0.07653564214706421,35.81061553955078,0.2,-0.0010227573875454254,0.00025,0.0024261693
22528,8,2567,11,-0.08288111,-1.43306645154953,100,0.027392578125,1.0128614902496338,0.45348040144890545,0.0,0.198576420545578,0.2,-0.001116344818728976,0.00025,0.005236537
24576,9,2563,12,0.7085912,-1.4323770478367805,110,0.0001953125,1.0141723155975342,11.268186968564986,0.28647464513778687,4.846775054931641,0.2,-0.0006317165520158596,0.00025,0.0008960251
26624,10,2561,13,-2.3276782,-1.4329017266631126,120,0.0,1.0136672258377075,36.94377493262291,0.101162850856781,12.605116844177246,0.2,-0.00021634916047332808,0.00025,0.00017302966
28672,11,2546,14,0.64324874,-1.4301669098436833,130,0.000390625,1.0078083276748657,10.857995435595512,0.16022443771362305,5.043600559234619,0.2,-0.00023811813443899154,0.00025,0.0017751509
30720,12,2543,15,0.12174961,-1.4293824456632138,140,0.000634765625,1.0137816667556763,41.45936799645424,0.15593856573104858,18.41830062866211,0.2,-0.001119310646026861,0.00025,0.0003761278
32768,12,2541,16,-0.34709856,-1.432954655587673,150,0.03994140625,1.0129772424697876,21.088045400381088,0.2250259518623352,8.054863929748535,0.2,-0.003760072730074171,0.00025,0.0062110745
34816,13,2540,17,0.9692383,-1.4290678419172764,160,0.03359375,1.0058374404907227,11.726481166481971,0.30095362663269043,5.163095474243164,0.2,-0.004382357007125392,0.00025,0.0055066375
36864,14,2538,18,-0.5341834,-1.4260070115327834,170,0.0326171875,1.0081799030303955,33.692356675863266,0.22717440128326416,14.230015754699707,0.2,-0.003179764750530012,0.00025,0.005875328
38912,15,2495,19,-0.87817585,-1.4283825010061264,180,0.03388671875,1.0094399452209473,50.22975409030914,0.11337459087371826,22.45813751220703,0.2,-0.002109849124099128,0.00025,0.006853276
40960,16,2495,20,1.8818432,-1.4282851561903953,190,0.00859375,1.0091395378112793,24.126040321588516,-0.0023061037063598633,11.141693115234375,0.2,-0.0012865956116002053,0.00025,0.0036530022
43008,17,2497,21,-3.7777212,-1.427648338675499,200,0.016357421875,1.0083681344985962,56.20687561035156,0.09039241075515747,13.948535919189453,0.2,-0.0020134131860686465,0.00025,0.0042890394
45056,18,2496,22,0.6183245,-1.4259544640779496,210,0.055517578125,1.0056463479995728,68.24333859682083,0.05362826585769653,27.568588256835938,0.2,-0.0034745691809803247,0.00025,0.005199178
47104,18,2497,23,-2.8296096,-1.4199747145175934,220,0.016845703125,0.9949340224266052,27.36047031879425,0.002612292766571045,11.355759620666504,0.2,-0.0013076519564492628,0.00025,0.0019710187
49152,19,2497,24,-0.25842088,-1.4128987170755862,230,0.0369140625,0.9931226372718811,64.29043260812759,0.03932255506515503,18.290678024291992,0.2,-0.0024228363850852474,0.00025,0.0036564805
51200,20,2498,25,6.2072654,-1.4119117133319379,240,0.0083984375,0.9924730062484741,73.44465880393982,0.04898190498352051,31.536752700805664,0.2,-0.0005111298902193085,0.00025,0.0046110777
