train/reward,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/clip_fraction,train/n_updates,train/clip_range,train/explained_variance,train/value_loss,train/loss,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/std,train/learning_rate
0.6181606,22,30,45056,1454,0.043359375,210,0.2,0.2149341106414795,59.63082030415535,17.62441635131836,-2.809794308245182,-0.002434093173360452,0.0064691277,0.9859201312065125,0.00025
-2.4140189,23,32,47104,1441,0.062548828125,220,0.2,0.0036957263946533203,23.982461526989937,11.545822143554688,-2.8119004532694816,0.00047482909430982543,0.007007192,0.9896336793899536,0.00025
-0.26876575,24,34,49152,1442,0.06201171875,230,0.2,0.22367459535598755,62.22067435979843,54.84012985229492,-2.8174507237970827,-0.004222169061540626,0.004370973,0.9912323951721191,0.00025
5.6570363,25,35,51200,1445,0.0734375,240,0.2,0.2004537582397461,68.67260373830796,62.95777893066406,-2.8220669917762278,0.000650933054566849,0.0060128495,0.9921951293945312,0.00025
2.9993908,26,36,53248,1448,0.0603515625,250,0.2,0.0016781091690063477,57.70950428247452,18.961366653442383,-2.823701745271683,-0.0018157924685510806,0.0041009234,0.9952812790870667,0.00025
-0.99378794,27,38,55296,1451,0.029931640625,260,0.2,0.4059297442436218,23.59444058984518,14.255278587341309,-2.8268162459135056,-0.001407513582671527,0.0051658684,0.9943479299545288,0.00025
-2.4276,28,39,57344,1453,0.068798828125,270,0.2,0.21832972764968872,63.74685160219669,67.10951232910156,-2.8276711106300354,-0.00234512593378895,0.0069266027,0.9961105585098267,0.00025
-0.85921156,29,40,59392,1456,0.040185546875,280,0.2,-1.609325408935547e-05,64.79552562236786,37.27885818481445,-2.833511108905077,-0.0005965954173007048,0.004424602,0.9991679787635803,0.00025
0.23808724,30,42,61440,1458,0.0482421875,290,0.2,0.5177832841873169,18.27350471764803,5.719241142272949,-2.836042022705078,-0.002066388856474077,0.005802676,1.0000109672546387,0.00025
0.3570865,31,43,63488,1460,0.02197265625,300,0.2,0.25171977281570435,65.47720877528191,19.190624237060547,-2.8450226351618766,-0.0022442445682827384,0.0023974008,1.0096428394317627,0.00025
0.6196801,32,44,65536,1462,0.040478515625,310,0.2,0.09772992134094238,73.03625197410584,39.8596305847168,-2.845118047297001,-0.0007152747348300181,0.004399973,1.000835657119751,0.00025
-2.2930894,33,46,67584,1464,0.06103515625,320,0.2,0.5677697062492371,9.90669551193714,5.051915645599365,-2.8365210257470608,-0.0012055875020450912,0.0068407427,1.0004651546478271,0.00025
-0.27144372,34,47,69632,1465,0.058642578125,330,0.2,0.19612646102905273,67.76309423446655,62.28187561035156,-2.835473423451185,-0.0008905980095732958,0.0052751824,0.9974155426025391,0.00025
-0.5462839,35,48,71680,1467,0.02529296875,340,0.2,0.12682276964187622,79.86286325454712,44.14470291137695,-2.8291180923581125,-0.0003081412796746008,0.0036352444,0.99525386095047,0.00025
-0.3508632,36,50,73728,1469,0.083056640625,350,0.2,0.4551069736480713,11.533485148847102,5.024834156036377,-2.827251643687487,-0.0008007637952687219,0.007343767,0.9934101104736328,0.00025
-0.6700438,37,51,75776,1471,0.042041015625,360,0.2,0.22749394178390503,72.48232002854347,20.971660614013672,-2.8210732631385325,0.0008430505564319901,0.0068619307,0.989936113357544,0.00025
-1.428102,38,52,77824,1468,0.075048828125,370,0.2,0.17159801721572876,79.56027171611785,58.41236877441406,-2.8274110063910483,-0.0020603215249138883,0.008064485,0.9997379779815674,0.00025
-3.283218,39,54,79872,1470,0.06103515625,380,0.2,0.2559604048728943,13.371250423789025,7.767824649810791,-2.835741849988699,-0.0039309090323513375,0.0057264026,0.9990924596786499,0.00025
-0.8022646,40,55,81920,1471,0.054443359375,390,0.2,0.31409400701522827,67.66200866103172,39.13184356689453,-2.8310340218245984,-0.0013930532819358631,0.006290773,0.9953435659408569,0.00025
