time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/clip_range,train/learning_rate,train/explained_variance,train/value_loss,train/loss,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/std,train/clip_fraction,train/approx_kl
2048,1,1,1656,,,,,,,,,,,
4096,2,2,1550,0.2,0.00025,0.017046868801116943,3.748560091853142,1.5506107807159424,-0.0058175307349301875,-4.264467930793762,10,1.003251552581787,0.037939453125,0.0029591038
6144,3,4,1518,0.2,0.00025,0.026913702487945557,2.924783031642437,1.4307078123092651,-0.003953271810314618,-4.267673048377037,20,1.00419282913208,0.04580078125,0.0046794675
8192,4,5,1507,0.2,0.00025,0.05295604467391968,0.27538371114060284,0.09398223459720612,-0.00311836524924729,-4.276836338639259,30,1.0076014995574951,0.0322265625,0.0029474883
10240,5,6,1499,0.2,0.00025,0.20597147941589355,1.392348774150014,0.7497169375419617,-0.003208987446851097,-4.286574172973633,40,1.0118387937545776,0.022265625,0.0026760618
12288,6,8,1494,0.2,0.00025,0.4935339689254761,0.34808599054813383,0.06044483929872513,-0.0028439678804716094,-4.289501723647118,50,1.0053552389144897,0.040234375,0.007983681
14336,7,9,1491,0.2,0.00025,0.31229084730148315,2.007613230496645,0.8364626169204712,-0.004435654284316115,-4.265211707353592,60,1.0019396543502808,0.033837890625,0.0053939065
16384,8,11,1471,0.2,0.00025,0.017229020595550537,13.877970933914185,7.1967949867248535,-0.0003649680525995791,-4.266041043400764,70,1.0053683519363403,0.0091796875,0.0032577342
18432,9,12,1468,0.2,0.00025,-0.01382744312286377,15.492039781808852,5.9947967529296875,-0.005016993117169477,-4.269092020392418,80,1.0015093088150024,0.057568359375,0.006420397
20480,10,13,1467,0.2,0.00025,0.3048366904258728,8.089351737499237,3.318976402282715,-0.002056616710615344,-4.2606588214635845,90,1.0010061264038086,0.016650390625,0.0027583924
22528,11,15,1467,0.2,0.00025,0.2361963987350464,13.253640457987785,7.381290435791016,-0.002536210374091752,-4.261833465099334,100,1.0026918649673462,0.0140625,0.0035446505
24576,12,16,1467,0.2,0.00025,0.33243876695632935,18.848806810379028,10.136468887329102,-0.0012297691035200841,-4.263298484683037,110,1.0011507272720337,0.01015625,0.0027443762
26624,13,18,1467,0.2,0.00025,0.7147767543792725,5.930241116881371,3.0235180854797363,-0.00384429897821974,-4.257793867588044,120,0.9999212622642517,0.016552734375,0.00505259
28672,14,19,1467,0.2,0.00025,0.5764515399932861,7.753739708662033,2.9573118686676025,-0.0053421685239300135,-4.260778954625129,130,1.0026426315307617,0.062548828125,0.008148652
30720,15,20,1467,0.2,0.00025,0.48824918270111084,11.566169849038124,4.449358940124512,-0.004665056655358058,-4.266101938486099,140,1.0035533905029297,0.0296875,0.0041349116
32768,16,22,1467,0.2,0.00025,0.37104761600494385,20.89794003367424,10.777883529663086,-0.0014879726295475848,-4.269180709123612,150,1.0061633586883545,0.044775390625,0.005474778
34816,17,23,1468,0.2,0.00025,0.25554847717285156,15.00109880566597,8.445374488830566,-0.0024097738569253124,-4.275854775309563,160,1.0060582160949707,0.0271484375,0.005892785
36864,18,25,1468,0.2,0.00025,0.36635714769363403,21.629280883073807,6.699972629547119,-0.002842923847492784,-4.278005242347717,170,1.009426236152649,0.040380859375,0.005094831
38912,19,26,1468,0.2,0.00025,0.19488084316253662,34.19223221540451,22.143537521362305,-0.005641835700953379,-4.2861422508955,180,1.0100241899490356,0.0666015625,0.0069524813
40960,20,27,1468,0.2,0.00025,0.26260125637054443,31.098059260845183,18.503477096557617,0.0004339335398981348,-4.286919754743576,190,1.0109151601791382,0.010302734375,0.0068096654
43008,21,29,1468,0.2,0.00025,0.4126967787742615,17.6064130961895,6.684869289398193,-0.0034499499612138606,-4.290558031201362,200,1.011954665184021,0.052294921875,0.005323305
45056,22,30,1467,0.2,0.00025,0.32760751247406006,29.123287016153334,13.371723175048828,-0.0013756307627772913,-4.295238971710205,210,1.0138527154922485,0.03154296875,0.0035707993
47104,23,32,1463,0.2,0.00025,0.26629114151000977,33.33408387899399,15.579476356506348,-0.0025734231690876185,-4.2905434489250185,220,1.0080353021621704,0.035498046875,0.0046606567
49152,24,33,1463,0.2,0.00025,0.1330907940864563,36.47553640604019,19.878494262695312,-0.0012331191712291912,-4.280911937355995,230,1.009189248085022,0.01650390625,0.0023213313
51200,25,34,1464,0.2,0.00025,0.19930630922317505,20.251143056154252,9.5133056640625,-0.004236438722000457,-4.28461292386055,240,1.0091334581375122,0.035888671875,0.0064469436
53248,26,36,1464,0.2,0.00025,0.21095150709152222,38.73863060474396,22.476449966430664,-0.001389244943857193,-4.284955990314484,250,1.0100911855697632,0.022509765625,0.0033078184
55296,27,37,1464,0.2,0.00025,0.18131321668624878,39.370847260952,16.35663414001465,-0.0016314245731336996,-4.291054427623749,260,1.01396644115448,0.0353515625,0.005312154
57344,28,39,1464,0.2,0.00025,0.00333482027053833,30.43649080991745,20.011516571044922,-0.0016469726644572802,-4.287322476506233,270,1.0031057596206665,0.034716796875,0.0067032706
59392,29,40,1464,0.2,0.00025,0.26620519161224365,20.177510982751848,7.471315383911133,-0.0019112226902507246,-4.259515461325646,280,1.001591444015503,0.0255859375,0.0044873855
61440,30,41,1464,0.2,0.00025,0.1887243390083313,31.185767352581024,23.888212203979492,-0.001151936428504996,-4.259680238366127,290,1.000941276550293,0.0216796875,0.0063865082
