time/total_timesteps,time/time_elapsed,time/iterations,train/reward,time/fps,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/value_loss,train/loss,train/clip_range,train/approx_kl,train/entropy_loss,train/explained_variance,train/learning_rate,train/std
38912,34,19,0.83748966,1122,0.063037109375,0.000463929632678628,180,23.470497491955758,9.650397300720215,0.2,0.005914099,-4.30227784216404,0.09877300262451172,0.00025,1.0184438228607178
40960,37,20,0.7068386,1079,0.049462890625,-0.0022427003816119393,190,23.909612798690794,19.222867965698242,0.2,0.0057778494,-4.316247275471687,0.07886385917663574,0.00025,1.021310806274414
43008,41,21,-1.7274338,1047,0.058203125,-0.003337049538822612,200,13.247033044695854,9.387514114379883,0.2,0.008383009,-4.316617718338966,0.10139185190200806,0.00025,1.0195945501327515
45056,42,22,0.30814293,1054,0.042822265625,-0.0014272968983277678,210,24.269504326581956,8.056891441345215,0.2,0.008209428,-4.315898914635182,0.1424870491027832,0.00025,1.0207958221435547
47104,44,23,0.069606036,1061,0.06337890625,-0.004648111046117264,220,31.07503691315651,28.31894874572754,0.2,0.0061055915,-4.320571866631508,0.1265096664428711,0.00025,1.0224782228469849
49152,46,24,0.109922156,1064,0.07275390625,0.0003608082261052914,230,32.441648399829866,14.416257858276367,0.2,0.007886952,-4.3233259350061415,0.08928036689758301,0.00025,1.0220614671707153
51200,47,25,-0.06668948,1067,0.056103515625,-0.0039948628022102636,240,13.884985661506652,10.08627986907959,0.2,0.009668695,-4.3341667100787165,0.08379757404327393,0.00025,1.0302112102508545
53248,49,26,-4.6135693,1072,0.04873046875,-0.0009092009713640437,250,25.90426558852196,13.189247131347656,0.2,0.0073705916,-4.359541371464729,0.14974451065063477,0.00025,1.0403932332992554
55296,51,27,-3.9902582,1073,0.034033203125,-0.0010193680762313306,260,32.08528015613556,11.48612117767334,0.2,0.004206788,-4.370747388899327,0.18489307165145874,0.00025,1.0366159677505493
57344,53,28,1.3282696,1078,0.057275390625,-0.0006479527364717796,270,24.059759369492532,11.799932479858398,0.2,0.0045975423,-4.358750002086163,0.011773347854614258,0.00025,1.0336486101150513
59392,54,29,0.5360806,1082,0.075146484375,-0.004617911655805074,280,18.5693737924099,7.043275833129883,0.2,0.008569669,-4.347149799764156,0.23326337337493896,0.00025,1.0287636518478394
61440,56,30,0.40573797,1085,0.093701171875,-0.003766276259557344,290,26.730509665608405,6.208770275115967,0.2,0.010364674,-4.338973571360111,0.23425936698913574,0.00025,1.0275020599365234
63488,58,31,3.2368836,1088,0.071240234375,-0.003076060723833507,300,30.953111374378203,17.942670822143555,0.2,0.0070905564,-4.328199400007724,0.2319076657295227,0.00025,1.0209455490112305
65536,60,32,-2.3691149,1091,0.05751953125,-0.001017733439221047,310,28.017603412270546,15.02613639831543,0.2,0.0034814184,-4.310151523351669,0.05639272928237915,0.00025,1.0174709558486938
67584,61,33,2.256708,1093,0.055224609375,-0.0023767062200931834,320,23.18365180492401,11.299695014953613,0.2,0.0062301303,-4.308409270644188,0.28156137466430664,0.00025,1.0189898014068604
69632,63,34,-0.18136011,1095,0.053759765625,-0.001091032597469166,330,31.977526170015334,17.78511619567871,0.2,0.0055641774,-4.315442271530628,0.2541695237159729,0.00025,1.022172212600708
71680,65,35,7.1332955,1092,0.050146484375,-0.0007328161489567719,340,36.827252730727196,24.36715316772461,0.2,0.004471604,-4.321491628885269,0.25092023611068726,0.00025,1.0212832689285278
73728,67,36,-1.7317617,1093,0.056494140625,0.0022255239193327723,350,21.151652643084525,14.995572090148926,0.2,0.006585683,-4.306708374619484,9.149312973022461e-05,0.00025,1.013099193572998
75776,69,37,-1.2715876,1096,0.078759765625,-0.004640340411424404,360,27.348238474130632,8.788949012756348,0.2,0.007963143,-4.2959631934762,0.37816715240478516,0.00025,1.015450119972229
77824,70,38,0.27949703,1097,0.03720703125,-0.00225987208832521,370,33.93573593199253,17.97149085998535,0.2,0.0061438214,-4.294095493853092,0.4657735228538513,0.00025,1.0104256868362427
79872,72,39,-1.7548237,1099,0.05400390625,-0.0013934722432168201,380,34.11949800252914,11.274503707885742,0.2,0.0064975074,-4.292201103270054,0.24820679426193237,0.00025,1.0144051313400269
81920,74,40,-0.45592144,1102,0.15126953125,0.0004014465768705122,390,20.82367046773434,10.42509651184082,0.2,0.016080428,-4.293968078494072,0.3236824870109558,0.00025,1.011232852935791
