time/total_timesteps,time/time_elapsed,time/iterations,train/reward,time/fps,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/value_loss,train/loss,train/clip_range,train/approx_kl,train/entropy_loss,train/explained_variance,train/learning_rate,train/std
2048,1,1,0.001017665,1580,,,,,,,,,,,
4096,2,2,1.092613,1378,0.071484375,-0.005495209745276952,10,1.6113717072643339,0.9480668306350708,0.2,0.008195849,-4.256760822236538,0.2026519775390625,0.00025,0.9987576603889465
6144,4,3,-0.036449984,1271,0.040966796875,-0.0068524970891303385,20,7.229765922576189,2.8479323387145996,0.2,0.006129593,-4.2478226840496065,0.14542728662490845,0.00025,0.9949559569358826
8192,6,4,1.2568986,1265,0.036376953125,-0.003952982643386349,30,19.61347125172615,13.660581588745117,0.2,0.0067182314,-4.247521603107453,0.168989360332489,0.00025,0.9992413520812988
10240,8,5,2.8055065,1260,0.056005859375,-0.004971450362063479,40,14.132507312297822,4.250977516174316,0.2,0.006081106,-4.2665009766817095,0.06035202741622925,0.00025,1.006886601448059
12288,9,6,-0.19582853,1258,0.048193359375,-0.004529604475828819,50,8.635816483199596,4.708559036254883,0.2,0.0062812017,-4.286451585590839,0.5161893367767334,0.00025,1.0119298696517944
14336,11,7,0.5078872,1256,0.036083984375,-0.0024186779410229065,60,11.809250149130822,6.141056537628174,0.2,0.0040850434,-4.292211209237576,0.5526187419891357,0.00025,1.0149418115615845
16384,13,8,2.0195696,1255,0.06494140625,-0.0044796085960115304,70,3.8827998358756304,1.6012613773345947,0.2,0.008248283,-4.3058607712388035,0.327778160572052,0.00025,1.0170992612838745
18432,14,9,-0.5070166,1250,0.05048828125,-0.004327645401644986,80,7.5021928802132605,2.9460716247558594,0.2,0.0074903932,-4.305605693161487,0.03886479139328003,0.00025,1.016021728515625
20480,16,10,-0.29551047,1245,0.064208984375,-0.007031146893859841,90,7.660286880284548,4.391122341156006,0.2,0.007416102,-4.297815173864365,0.3960587978363037,0.00025,1.0106441974639893
22528,18,11,0.082673445,1236,0.052978515625,-0.003833374098758213,100,8.958522538840771,2.79170560836792,0.2,0.006223439,-4.276561824977398,0.27298861742019653,0.00025,1.0020860433578491
24576,19,12,-0.79674584,1233,0.061572265625,-0.0002430357810226269,110,8.025456065684557,3.235649585723877,0.2,0.0069541996,-4.270139619708061,0.20852124691009521,0.00025,1.0067487955093384
26624,21,13,-0.7949276,1225,0.077490234375,-0.0031781648576725274,120,6.6728442393243315,3.1834826469421387,0.2,0.009036759,-4.2782219588756565,-0.02438187599182129,0.00025,1.0074061155319214
28672,25,14,0.664072,1140,0.060400390625,-0.0040083569183479995,130,7.682230056077242,5.0069146156311035,0.2,0.008023539,-4.284621129930019,0.22749263048171997,0.00025,1.0116156339645386
30720,26,15,0.6304284,1142,0.0322265625,-4.8803504614625123e-05,140,9.087932080775499,2.9055652618408203,0.2,0.004246396,-4.286884428560734,0.20180785655975342,0.00025,1.0117464065551758
32768,28,16,-5.783656,1140,0.070458984375,-0.0026444992152391935,150,8.423599912971259,7.2200775146484375,0.2,0.0045075123,-4.282022239267826,0.10531306266784668,0.00025,1.0050489902496338
34816,30,17,0.06994736,1127,0.073388671875,-0.003515558251820039,160,9.450228001177312,5.0736002922058105,0.2,0.0074533536,-4.2784725174307825,-0.019302964210510254,0.00025,1.0093977451324463
36864,32,18,3.1786332,1120,0.0640625,-0.003075491102936212,170,13.387855738401413,5.6425933837890625,0.2,0.008411729,-4.289985126256942,0.12846142053604126,0.00025,1.0124307870864868
