time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/reward,train/clip_range,train/std,train/learning_rate,train/value_loss,train/explained_variance,train/loss,train/n_updates,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/approx_kl
40960,1543,26,20,0.052055836,0.2,0.9931034445762634,0.00025,0.009222643437533406,0.15982431173324585,-0.003940756432712078,190,-2.8163823813199995,0.074609375,8.858403307385743e-05,0.008710591
43008,1546,27,21,0.0028016407,0.2,0.9997843503952026,0.00025,0.010670885299623479,0.13929414749145508,-0.027843166142702103,200,-2.8317342422902585,0.026220703125,-0.001363955411943607,0.003942173
45056,1541,29,22,-0.07095174,0.2,1.0012552738189697,0.00025,0.010995220135373528,0.11902660131454468,-0.0015913499519228935,210,-2.8406267926096915,0.035107421875,-0.0007313705995329655,0.0062831226
47104,1543,30,23,-0.0025094212,0.2,1.0020511150360107,0.00025,0.004528834429220296,0.29415714740753174,-0.04052348434925079,220,-2.8404558755457403,0.038525390625,-0.0004291805700631812,0.004212656
49152,1546,31,24,0.00353511,0.2,1.0102605819702148,0.00025,0.007278072391636669,0.21526044607162476,-0.03272222727537155,230,-2.8509024448692797,0.026416015625,-0.0011709528684150428,0.004395413
51200,1549,33,25,0.071284495,0.2,1.0168685913085938,0.00025,0.006522919044437003,0.24239712953567505,-0.032255616039037704,240,-2.868303143978119,0.032568359375,-0.0014350406068842857,0.0039366437
53248,1550,34,26,-0.0032143209,0.2,1.021530270576477,0.00025,0.007858338387450203,0.1625322699546814,-0.028103923425078392,250,-2.8762269139289858,0.045849609375,-0.0007079059403622523,0.0051734727
55296,1552,35,27,-0.23270744,0.2,1.0260363817214966,0.00025,0.011278750616475009,0.22256475687026978,-0.021887946873903275,260,-2.88555561080575,0.021875,-0.0019333699492563028,0.003427105
57344,1553,36,28,-0.023460558,0.2,1.030193567276001,0.00025,0.0071052115657948885,0.13546264171600342,-0.020764056593179703,270,-2.8945919163525105,0.0484375,-0.0002427774132229388,0.005698764
59392,1555,38,29,-0.029685304,0.2,1.0311706066131592,0.00025,0.005269195372966351,0.26254236698150635,-0.041092921048402786,280,-2.89806055277586,0.073193359375,-0.0011617882890277542,0.006292953
61440,1556,39,30,-0.0041387905,0.2,1.0368744134902954,0.00025,0.005197408865933539,0.19842886924743652,-0.0499165840446949,290,-2.9063707374036314,0.060546875,0.00040615540638100356,0.00703173
63488,1554,40,31,-0.01558777,0.2,1.0419729948043823,0.00025,0.012088733718701405,0.1889936923980713,-0.04884839057922363,300,-2.9158171735703946,0.07197265625,-0.003834991260373499,0.007682006
65536,1553,42,32,0.008920613,0.2,1.0305309295654297,0.00025,0.012337144535558764,0.2920476794242859,-0.019994841888546944,310,-2.9103494241833685,0.03671875,-0.0016399231091781985,0.0052513494
67584,1552,43,33,0.07522698,0.2,1.0363306999206543,0.00025,0.010706966000725515,0.2116062045097351,0.0006465688347816467,320,-2.903365535289049,0.058251953125,-0.0005166747578186914,0.006254544
69632,1553,44,34,0.10478384,0.2,1.0344605445861816,0.00025,0.006542689027264714,0.23955613374710083,-0.03921036422252655,330,-2.907238156348467,0.062841796875,-0.002721169400319923,0.0043129493
71680,1554,46,35,0.027726315,0.2,1.0346068143844604,0.00025,0.012674348212749464,0.3940298557281494,-0.014835843816399574,340,-2.904918760061264,0.03828125,-0.0018590470499475487,0.0038156277
73728,1555,47,36,-0.012093257,0.2,1.0354554653167725,0.00025,0.014582114160293713,0.2811623811721802,-0.025624113157391548,350,-2.905587175488472,0.056689453125,-0.004537693146266975,0.0065530846
75776,1556,48,37,0.0019494678,0.2,1.036442518234253,0.00025,0.0194273922854336,0.3487582206726074,-0.018405243754386902,360,-2.9094098642468453,0.041259765625,-0.0031843829710851423,0.007442691
77824,1554,50,38,0.08417313,0.2,1.031577467918396,0.00025,0.010074754321249203,0.45235592126846313,-0.0008439468219876289,370,-2.905149233341217,0.05439453125,-0.0026453397265868263,0.0056693973
79872,1555,51,39,0.020587064,0.2,1.036689043045044,0.00025,0.008415529593185056,0.19335496425628662,-0.03125348687171936,380,-2.9039900809526444,0.065283203125,-0.00021080504375277088,0.0053204847
81920,1556,52,40,-0.027498476,0.2,1.0363073348999023,0.00025,0.007454170252458425,0.3546234369277954,-0.029237814247608185,390,-2.910846147686243,0.099609375,-0.002164181867556181,0.009730056
