time/iterations,train/reward,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/std,train/value_loss,train/loss,train/entropy_loss,train/approx_kl,train/n_updates,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/explained_variance
1,-0.024950525,3325,0,2048,,,,,,,,,,,
2,-2.6868765,2947,1,4096,0.00025,0.9916288256645203,0.08383189202286304,0.04019917547702789,-1.41314579769969,0.0046748347,10,0.0396484375,0.2,-0.0034521691501140594,-1.1920928955078125e-07
3,-3.0641012,2845,2,6144,0.00025,0.9925456047058105,11.266297510266304,4.602087497711182,-1.4108773373067378,0.00015167834,20,0.0,0.2,-6.345446163322777e-05,0.04464024305343628
4,-0.69503295,2796,2,8192,0.00025,0.9955747127532959,12.129687598347664,4.516193389892578,-1.4130858063697815,0.005466313,30,0.022216796875,0.2,-0.002208637705189176,0.11426335573196411
5,-14.450924,2764,3,10240,0.00025,0.9951794743537903,53.32986664772034,15.935297012329102,-1.414395845681429,0.0055755908,40,0.010986328125,0.2,-0.0022442525601945817,0.04422551393508911
6,-0.4434357,2746,4,12288,0.00025,0.9908162355422974,80.0622923374176,25.695871353149414,-1.4120117180049419,0.0009302106,50,0.00068359375,0.2,-0.0009922463636030444,-0.003170490264892578
7,0.47682118,2728,5,14336,0.00025,0.9914945960044861,20.07095647454262,7.218240737915039,-1.410256277769804,0.003214445,60,0.01171875,0.2,-0.0009671293795690872,0.11088782548904419
8,3.2654188,2719,6,16384,0.00025,0.989726722240448,95.29216456413269,53.57207107543945,-1.4095671258866787,0.006583938,70,0.053369140625,0.2,-0.004148681319202296,0.033623456954956055
9,0.939819,2710,6,18432,0.00025,0.9923022985458374,22.769910848140718,11.110719680786133,-1.4100556410849094,0.00086630334,80,0.001416015625,0.2,-0.0002269973250804469,-0.010827183723449707
10,1.5494138,2706,7,20480,0.00025,0.9905591011047363,99.95372095108033,36.28429412841797,-1.4107553780078887,0.0018391015,90,0.00185546875,0.2,-0.0010601960646454244,0.03099644184112549
11,-1.6942176,2700,8,22528,0.00025,0.9930018186569214,78.81857812404633,24.55332374572754,-1.4103461496531964,0.000949325,100,0.004638671875,0.2,-0.00016130056174006312,-0.0015245676040649414
12,0.79804343,2697,9,24576,0.00025,0.992854654788971,42.36401810646057,17.84764862060547,-1.412217055261135,0.004110245,110,0.018505859375,0.2,-0.002015175730048213,0.02872985601425171
13,4.115761,2693,9,26624,0.00025,0.9929736852645874,112.71747722625733,44.575130462646484,-1.4119274832308293,0.00033962895,120,0.0,0.2,-0.0003340463954373263,0.01754295825958252
14,2.096388,2689,10,28672,0.00025,0.9909468293190002,22.18008342385292,14.03305721282959,-1.4107086695730686,0.0015600824,130,0.017822265625,0.2,-0.0007356675443588756,-0.006153583526611328
15,-9.151292,2686,11,30720,0.00025,0.9943039417266846,106.9256281375885,39.744789123535156,-1.411179991811514,0.0034838975,140,0.0123046875,0.2,-0.0012632532190764323,0.010753273963928223
16,0.1783999,2683,12,32768,0.00025,0.9988327026367188,78.06428482532502,36.984596252441406,-1.4146674938499928,0.0046709487,150,0.011474609375,0.2,-0.0013120101270033047,-0.004562735557556152
17,1.6598827,2680,12,34816,0.00025,0.9939262270927429,53.74591779708862,22.058115005493164,-1.415777677297592,0.0011343344,160,0.009130859375,0.2,-0.0011857803168823012,0.0060040950775146484
18,7.1943593,2679,13,36864,0.00025,0.9959425926208496,116.00141017436981,51.81785583496094,-1.4140137679874898,0.0036933252,170,0.01025390625,0.2,-0.0014293489235569722,0.003846406936645508
19,0.5817416,2678,14,38912,0.00025,0.9906201362609863,17.651077264547347,6.099013328552246,-1.4135815776884555,0.0009801493,180,0.029736328125,0.2,-0.001677256308903452,-0.011263012886047363
20,1.0329623,2677,15,40960,0.00025,0.9904046058654785,115.9967928647995,38.90657043457031,-1.4092403024435043,0.0029582772,190,0.01396484375,0.2,-0.0011556643148651347,0.006503939628601074
21,-3.1811175,2676,16,43008,0.00025,0.9914629459381104,77.22303879261017,55.806427001953125,-1.4089544467628001,0.00367223,200,0.044384765625,0.2,-0.0035862351971445603,0.0020204782485961914
22,-0.7236442,2674,16,45056,0.00025,0.9935336112976074,55.30319010019302,21.0451602935791,-1.411340945959091,0.0032796592,210,0.009521484375,0.2,-0.0012400964857079088,0.008696913719177246
23,0.6127731,2671,17,47104,0.00025,0.9928041696548462,115.29995324611664,47.147369384765625,-1.412488552182913,0.0022660843,220,0.005859375,0.2,-0.0008197179471608251,0.010508418083190918
24,1.0601002,2671,18,49152,0.00025,0.9887588024139404,17.49115646481514,7.826274394989014,-1.4091494157910347,0.004253437,230,0.023876953125,0.2,-0.0006014467726345174,-0.00012218952178955078
25,7.9299583,2670,19,51200,0.00025,0.9835001826286316,125.32339153289794,73.89006805419922,-1.405070548504591,0.0018014188,240,0.0107421875,0.2,-0.001819993238314055,0.008476078510284424
