time/iterations,time/time_elapsed,time/total_timesteps,train/reward,time/fps,train/value_loss,train/std,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/loss,train/n_updates,train/clip_range,train/clip_fraction,train/explained_variance,train/learning_rate
1,0,2048,-0.053040672,3124,,,,,,,,,,,
2,1,4096,-0.023427857,2584,0.7390463063493371,1.0053982734680176,0.001781249,0.00011562783329281956,-1.4217528507113457,0.22896119952201843,10,0.2,0.001171875,0.0,0.00025
3,2,6144,-1.7501245,2460,0.10431946427561342,1.0182621479034424,0.0062375115,-0.004051731713116169,-1.431803934276104,0.020492251962423325,20,0.2,0.0470703125,0.0,0.00025
4,3,8192,-0.05573978,2393,3.0826025895774363,1.0219192504882812,0.004199839,-0.0014629367069574073,-1.4392314210534096,0.8660163879394531,30,0.2,0.020068359375,-0.022687315940856934,0.00025
5,4,10240,-0.047783684,2331,9.801210522651672,1.017878532409668,0.0061368924,-0.003041381575167179,-1.437804775685072,4.1285624504089355,40,0.2,0.0458984375,0.02114236354827881,0.00025
6,5,12288,-0.006380286,2324,0.036054794199299064,1.019948124885559,0.0028597228,-0.000980286960839294,-1.4391620591282845,0.0026775896549224854,50,0.2,0.016162109375,0.0,0.00025
7,6,14336,0.028028207,2304,0.06028651045635343,1.0301024913787842,0.0004537803,0.0002004460315220058,-1.4436984784901141,0.010186851024627686,60,0.2,0.003564453125,-1.1920928955078125e-07,0.00025
8,7,16384,1.856735,2238,0.1178790013305843,1.0314425230026245,0.0068353033,-0.001970840607827995,-1.4505080305039884,0.07083360850811005,70,0.2,0.039892578125,0.0,0.00025
9,8,18432,0.8318318,2255,6.813028919696808,1.032266616821289,0.0051664463,-0.0012472132206312382,-1.4504197664558887,4.0361504554748535,80,0.2,0.022021484375,0.11552995443344116,0.00025
10,9,20480,1.3460224,2267,33.45741857290268,1.0321027040481567,0.0006595551,-0.0006986208201851696,-1.4509915187954903,12.334898948669434,90,0.2,0.000732421875,0.05333256721496582,0.00025
11,9,22528,-1.5274465,2279,58.48615739345551,1.0319703817367554,0.0036498958,-0.0013527667746529915,-1.45039102435112,18.50244140625,100,0.2,0.013916015625,-0.00807487964630127,0.00025
12,10,24576,0.7346017,2291,31.97378824353218,1.0296623706817627,0.0063710567,-0.0022669028548989445,-1.449526010453701,20.77825927734375,110,0.2,0.02763671875,0.0069907307624816895,0.00025
13,11,26624,3.8867137,2301,93.36921935081482,1.0301754474639893,0.0033079395,-0.002569069054152351,-1.4483283147215844,38.49877166748047,120,0.2,0.011181640625,0.02287834882736206,0.00025
14,12,28672,2.073363,2307,19.978157550096512,1.025730013847351,0.003633959,-0.0005634318644297309,-1.4467234194278717,9.14307975769043,130,0.2,0.01083984375,-3.0994415283203125e-05,0.00025
15,13,30720,-9.127158,2316,95.94674878120422,1.0281953811645508,0.0032343075,-0.0007224051427328959,-1.4453514963388443,68.51848602294922,140,0.2,0.007861328125,0.01901763677597046,0.00025
16,14,32768,0.18458846,2322,78.60272262096404,1.0301697254180908,0.0027663107,-0.000294726050196914,-1.4475715629756452,33.044368743896484,150,0.2,0.004248046875,-0.005472064018249512,0.00025
17,14,34816,1.7089747,2327,54.21746188402176,1.0331089496612549,0.0026682892,-0.00096389488899149,-1.4498860135674476,40.572444915771484,160,0.2,0.014013671875,0.0002434253692626953,0.00025
18,15,36864,7.4195914,2333,123.1932238817215,1.0379867553710938,0.00033669895,-0.0009368094411911443,-1.4535303756594657,68.65464782714844,170,0.2,0.00458984375,0.002628028392791748,0.00025
19,16,38912,0.60252565,2338,18.607468962669373,1.0405703783035278,0.0048214435,-0.0023800797265721486,-1.4577484749257565,10.298535346984863,180,0.2,0.0275390625,-0.0016009807586669922,0.00025
20,17,40960,1.0768975,2343,123.57745442390441,1.0440231561660767,0.0045151077,-0.00020211201044730842,-1.460219906270504,91.24250030517578,190,0.2,0.011181640625,0.002499103546142578,0.00025
21,18,43008,-3.452446,2348,83.7649713754654,1.046587347984314,0.0016074249,-0.000450409873155877,-1.4626116141676904,28.769195556640625,200,0.2,0.00673828125,-0.0003955364227294922,0.00025
22,19,45056,-0.7443913,2343,60.918936741352084,1.043325424194336,0.001451919,-0.00017189245991175995,-1.4632149375975132,27.947900772094727,210,0.2,0.003466796875,0.0003116130828857422,0.00025
23,20,47104,0.6235793,2328,136.11007657051087,1.049729347229004,0.0034752144,-0.0017987776431255043,-1.4637819565832615,61.417694091796875,220,0.2,0.019482421875,0.0021951794624328613,0.00025
24,21,49152,1.1128863,2246,18.445815801620483,1.0474046468734741,0.002257449,-0.0019347226596437394,-1.4680023297667504,8.320365905761719,230,0.2,0.03212890625,-0.0010669231414794922,0.00025
25,22,51200,8.213455,2250,132.4788079738617,1.041778802871704,0.002854039,-0.0004900274943793193,-1.462265809625387,59.48324203491211,240,0.2,0.00390625,0.004631400108337402,0.00025
