time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/loss,train/n_updates,train/clip_range,train/explained_variance,train/std,train/value_loss
1,1,1387,2048,,,,,,,,,,,
3,2,1334,4096,-5.676032364368439,0.050146484375,-0.008190151266171597,0.00025,0.005642994,0.14683851599693298,10,0.2,0.0315403938293457,0.9993661642074585,0.4606169916689396
4,3,1324,6144,-5.670182231068611,0.033740234375,-0.005129386368207633,0.00025,0.0049292264,1.2734137773513794,20,0.2,0.13981491327285767,0.9984771609306335,2.821186811476946
6,4,1315,8192,-5.669032865762711,0.014697265625,-0.004170003416948021,0.00025,0.004324197,1.2892909049987793,30,0.2,0.20367026329040527,0.997633159160614,3.231190188229084
7,5,1306,10240,-5.667236864566803,0.025244140625,-0.0032557357277255504,0.00025,0.005460223,3.360201597213745,40,0.2,0.3170839548110962,0.9982827305793762,5.186660549044609
9,6,1298,12288,-5.662661209702492,0.07001953125,-0.008112547514610925,0.00025,0.0068962644,0.7515785098075867,50,0.2,0.1049497127532959,0.9961496591567993,1.6837163299322129
11,7,1300,14336,-5.663838249444962,0.0470703125,-0.003976268008409533,0.00025,0.0076173763,1.1074002981185913,60,0.2,0.34099751710891724,0.9981639981269836,1.8398347645998
12,8,1300,16384,-5.666141077876091,0.07001953125,-0.006030459713656455,0.00025,0.005993655,0.33721667528152466,70,0.2,0.06268274784088135,0.9979966878890991,0.7278410358354449
14,9,1300,18432,-5.676118782162666,0.047998046875,-0.00614804511424154,0.00025,0.006356706,0.3298390805721283,80,0.2,0.4411134123802185,1.0007083415985107,0.7162504121661186
15,10,1301,20480,-5.681737050414085,0.053076171875,-0.006371177153778262,0.00025,0.0055546947,0.3910781145095825,90,0.2,0.5948513150215149,1.0016016960144043,0.9986060336232185
17,11,1286,22528,-5.679471743106842,0.065673828125,-0.005594785884022712,0.00025,0.007749767,0.30021965503692627,100,0.2,0.05458962917327881,0.9990208148956299,0.7193864420056343
19,12,1287,24576,-5.670066598057747,0.058837890625,-0.0037590034684399144,0.00025,0.004845451,1.8547651767730713,110,0.2,0.08076941967010498,0.9984477758407593,3.605831432342529
20,13,1288,26624,-5.672664555907249,0.048583984375,-0.0047607890039216725,0.00025,0.007063281,2.005828857421875,120,0.2,0.3968893885612488,0.9999352693557739,3.886445862054825
22,14,1289,28672,-5.664494046568871,0.057275390625,-0.0035107094678096472,0.00025,0.007969695,0.7344440221786499,130,0.2,0.318459153175354,0.9948398470878601,1.5500485934317112
23,15,1291,30720,-5.6636600464582445,0.05869140625,-0.004923399590188638,0.00025,0.0071920916,0.5880501866340637,140,0.2,0.28278863430023193,0.9998157024383545,1.4228770215064288
25,16,1292,32768,-5.675029119849205,0.087744140625,-0.0027659415907692166,0.00025,0.008846364,0.8776497840881348,150,0.2,0.26003581285476685,0.9996721744537354,1.9240815810859204
26,17,1291,34816,-5.6692140936851505,0.10576171875,-0.002169263912946917,0.00025,0.0075260005,0.6722859144210815,160,0.2,0.017136216163635254,0.996783971786499,1.7840821340680122
28,18,1287,36864,-5.663889437913895,0.067919921875,-0.0027786080696387216,0.00025,0.006707371,0.2898980975151062,170,0.2,0.035227298736572266,0.9983319640159607,0.5816370528191328
30,19,1286,38912,-5.675798976421357,0.08720703125,0.00039359169895760717,0.00025,0.009067996,0.16865721344947815,180,0.2,0.017763137817382812,1.0015802383422852,0.38182724434882404
31,20,1286,40960,-5.687294629216194,0.117822265625,-0.0070661480844137255,0.00025,0.010239497,0.19602572917938232,190,0.2,0.40023452043533325,1.0063170194625854,0.48624303452670575
33,21,1286,43008,-5.702978891134262,0.08681640625,-0.0061295874882489445,0.00025,0.00890772,0.1876329481601715,200,0.2,0.08167374134063721,1.0069390535354614,0.4957914365455508
35,22,1286,45056,-5.703839606046676,0.097607421875,-0.001225501569570042,0.00025,0.008760185,0.2965618371963501,210,0.2,0.046831369400024414,1.0088316202163696,0.6016636969521642
36,23,1281,47104,-5.7026143014431,0.073291015625,-0.0005833665127283894,0.00025,0.0076026823,0.6894046068191528,220,0.2,0.0066130757331848145,1.005615234375,1.1190114602446557
38,24,1278,49152,-5.694076135754585,0.05703125,-0.002679790210095234,0.00025,0.007438524,0.3577382564544678,230,0.2,-0.013920307159423828,1.004188895225525,0.9444430850446224
41,25,1222,51200,-5.696102711558342,0.07294921875,-0.0019349804148077964,0.00025,0.003867806,0.5248739123344421,240,0.2,-0.014173507690429688,1.0086673498153687,1.1166537538170815
43,26,1222,53248,-5.709626799821853,0.0607421875,-0.004066083431825973,0.00025,0.0049421294,0.3867553472518921,250,0.2,-0.03262197971343994,1.0089876651763916,0.8350652683526277
45,27,1217,55296,-5.706115770339966,0.08359375,-0.004375355612137355,0.00025,0.008144258,0.39474835991859436,260,0.2,0.0002270340919494629,1.0062944889068604,0.8150837745517492
47,28,1217,57344,-5.696449634432793,0.0978515625,-0.0034682171215536075,0.00025,0.011506585,0.46764078736305237,270,0.2,-0.013568878173828125,1.004093050956726,1.072554798796773
49,29,1210,59392,-5.681909069418907,0.12216796875,-0.001146956961019896,0.00025,0.010708649,0.3636051118373871,280,0.2,-0.04812467098236084,0.9998586773872375,0.7527717310935259
50,30,1210,61440,-5.681534233689308,0.04423828125,-0.0020967534786905163,0.00025,0.0060080206,0.313623309135437,290,0.2,-0.006337404251098633,1.004380464553833,0.8081918239593506
