time/total_timesteps,time/iterations,time/time_elapsed,train/reward,time/fps,train/n_updates,train/clip_fraction,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/loss,train/approx_kl,train/clip_range,train/explained_variance,train/learning_rate,train/std
28672,14,29,-10.683308,974,130,0.018310546875,182.64049162864686,-0.0016988134244456886,-4.280258044600487,65.06014251708984,0.0032338165,0.2,0.2735166549682617,0.00025,1.0068451166152954
30720,15,32,-0.6551409,948,140,0.046533203125,31.362285655736923,-0.0022636821508058348,-4.286262086033821,17.60845947265625,0.00603964,0.2,0.016735434532165527,0.00025,1.0113131999969482
32768,16,35,-0.040968698,925,150,0.035595703125,148.29046301841737,-0.004362502336152829,-4.287438586354256,50.43478775024414,0.005600891,0.2,0.30207717418670654,0.00025,1.0086045265197754
34816,17,37,-0.5370903,935,160,0.02646484375,267.9031955242157,-0.0005761864362284541,-4.289215736091137,119.80582427978516,0.003565535,0.2,0.09023767709732056,0.00025,1.0123016834259033
36864,18,39,1.0041171,936,170,0.039111328125,28.783960348367692,-0.00012510542728705332,-4.286661939322949,17.198875427246094,0.004331975,0.2,0.588098406791687,0.00025,1.010034441947937
38912,19,42,-6.6295633,912,180,0.044677734375,337.0427451133728,-0.004599464783677831,-4.282364997267723,134.78184509277344,0.0062398426,0.2,0.16529631614685059,0.00025,1.0079668760299683
40960,20,44,1.4929731,918,190,0.0580078125,193.95759913921356,-0.001011429422942456,-4.282119724154472,91.53236389160156,0.004623182,0.2,0.0010132193565368652,0.00025,1.0105504989624023
43008,21,46,0.27369902,923,200,0.042626953125,172.07273950576783,-0.0018540584889706225,-4.281288275122643,83.93870544433594,0.006064396,0.2,0.31022053956985474,0.00025,1.0042964220046997
45056,22,48,2.6876416,933,210,0.014501953125,345.39757838249204,-0.0008857257897034287,-4.271621276438236,163.6484832763672,0.0034021,0.2,0.20411264896392822,0.00025,1.0049010515213013
47104,23,49,2.7548587,942,220,0.02958984375,62.50537861585617,0.0014308186960988677,-4.286849443614483,27.310447692871094,0.0037702506,0.2,3.814697265625e-06,0.00025,1.0116511583328247
49152,24,51,0.35953856,951,230,0.01533203125,337.3145342350006,-0.0008510682207997888,-4.293158723413944,115.42191314697266,0.004318716,0.2,0.23064088821411133,0.00025,1.0123324394226074
51200,25,53,1.1969815,959,240,0.025341796875,354.000537109375,3.0009704641997814e-05,-4.295386752486229,210.66879272460938,0.0032873116,0.2,0.12495291233062744,0.00025,1.0146117210388184
53248,26,55,4.90916,966,250,0.0333984375,31.06448604464531,-0.0016593470354564488,-4.30679862499237,15.085747718811035,0.0022777403,0.2,0.49884384870529175,0.00025,1.0185447931289673
55296,27,56,10.146263,972,260,0.014697265625,357.8688150405884,-0.001418940586154349,-4.312789139151573,191.4770050048828,0.0017413592,0.2,0.1895340085029602,0.00025,1.0186809301376343
57344,28,58,1.1355395,979,270,0.066162109375,203.35623195171357,-0.001530399834155105,-4.31137033700943,157.05987548828125,0.0079423515,0.2,0.0006592273712158203,0.00025,1.017875075340271
59392,29,60,2.7358541,985,280,0.03076171875,178.144286775589,-0.002373616473050788,-4.309424801170826,88.03949737548828,0.0038536927,0.2,0.3466815948486328,0.00025,1.0172098875045776
61440,30,61,-0.07136652,991,290,0.017431640625,371.14353489875793,-0.000994450216239784,-4.305059315264225,160.62930297851562,0.002177717,0.2,0.20004785060882568,0.00025,1.0148941278457642
63488,31,63,-0.20167497,995,300,0.0234375,67.86514891386032,-0.0003272601956268772,-4.31013633608818,21.040328979492188,0.003671876,0.2,-1.7762184143066406e-05,0.00025,1.0186980962753296
65536,32,65,0.20332973,998,310,0.02197265625,352.0084472179413,-0.0019889080605935304,-4.313564370572567,213.0891876220703,0.006152962,0.2,0.30048978328704834,0.00025,1.0193618535995483
67584,33,67,-1.9496074,993,320,0.007275390625,362.1370978832245,-0.0008897986001102254,-4.315149009227753,306.43408203125,0.005373203,0.2,0.156114399433136,0.00025,1.0195244550704956
69632,34,69,3.4228709,997,330,0.05322265625,29.48612385392189,-0.0029594154431833884,-4.322602091729641,15.791253089904785,0.0063287504,0.2,0.6091681718826294,0.00025,1.023271083831787
71680,35,71,-11.196991,998,340,0.005810546875,371.1234910964966,-0.0009081203650566749,-4.326594440639019,190.59901428222656,0.003413757,0.2,0.31454241275787354,0.00025,1.0243648290634155
73728,36,74,0.016920695,983,350,0.0314453125,202.8470831155777,-0.0006578827233170159,-4.329008613526821,97.47608947753906,0.00565776,0.2,0.010043919086456299,0.00025,1.0251225233078003
75776,37,77,0.00475022,979,360,0.02021484375,189.3174646139145,-0.0010244821962260176,-4.331588570773602,229.81600952148438,0.0043847705,0.2,0.39240503311157227,0.00025,1.0237444639205933
77824,38,79,0.35587868,982,370,0.052734375,410.6956701755524,-0.0025550031874445266,-4.3400420024991035,153.8123321533203,0.0051992163,0.2,0.19684505462646484,0.00025,1.033791184425354
79872,39,80,0.5931123,986,380,0.03564453125,76.55932436585427,0.0005211339550442063,-4.341253584623336,47.320621490478516,0.0015409819,0.2,-1.2755393981933594e-05,0.00025,1.0215392112731934
81920,40,82,-0.15266661,990,390,0.035205078125,402.2631020069122,-0.002912358057801612,-4.3219885125756266,90.9756088256836,0.0058649215,0.2,0.3145185708999634,0.00025,1.0228291749954224
