time/total_timesteps,time/iterations,time/time_elapsed,train/reward,time/fps,train/n_updates,train/clip_fraction,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/loss,train/approx_kl,train/clip_range,train/explained_variance,train/learning_rate,train/std
2048,1,1,-0.043278486,1214,,,,,,,,,,,
4096,2,3,-0.63672036,1130,10,0.0345703125,3.9444626707583668,-0.003829592546389904,-4.2617605328559875,2.6107966899871826,0.00465523,0.2,-0.021599292755126953,0.00025,1.002680778503418
6144,3,6,0.5429962,952,20,0.028857421875,6.492611238360405,-0.002459520437696483,-4.2718607321381565,5.101912975311279,0.004556369,0.2,0.024463295936584473,0.00025,1.0072156190872192
8192,4,8,0.016440427,981,30,0.0634765625,8.019211012870073,-0.004054481987259351,-4.267887972295284,3.4734208583831787,0.0059623304,0.2,0.019930899143218994,0.00025,1.0019652843475342
10240,5,10,0.35630274,975,40,0.080517578125,3.494444680958986,-0.006377778603928163,-4.25922843515873,1.6333521604537964,0.0079590995,0.2,0.19102466106414795,0.00025,0.9990388751029968
12288,6,14,-1.137928,867,50,0.0798828125,2.637353048287332,-0.004821353083389113,-4.261946067214012,1.276139736175537,0.0063230484,0.2,0.1581748127937317,0.00025,1.003962755203247
14336,7,17,-2.0577867,834,60,0.03076171875,18.224904106557368,-0.0040904601773945615,-4.269914104044437,7.30935001373291,0.005460212,0.2,0.008761763572692871,0.00025,1.0053287744522095
16384,8,19,-0.066067584,861,70,0.0220703125,105.12859246730804,-0.0019696859133546242,-4.272437916696072,37.603736877441406,0.0051020123,0.2,-0.015014290809631348,0.00025,1.0054570436477661
18432,9,20,-4.377932,886,80,0.013037109375,172.18276929855347,-0.000275906827300787,-4.271201050281524,91.37195587158203,0.0019657342,0.2,0.016273319721221924,0.00025,1.0040570497512817
20480,10,22,0.13936676,908,90,0.0337890625,21.076014348864554,-0.0006035030033672229,-4.271984949707985,15.176090240478516,0.005846652,0.2,0.41972023248672485,0.00025,1.0058631896972656
22528,11,24,-14.576628,927,100,0.02578125,243.52542066574097,-0.000635868553945329,-4.273535381257534,145.1085968017578,0.00454353,0.2,0.1020161509513855,0.00025,1.0053151845932007
24576,12,25,0.3784376,945,110,0.0224609375,148.8790714263916,-0.0004071271090651862,-4.278616590797901,60.44041061401367,0.0022151945,0.2,0.001135110855102539,0.00025,1.0094685554504395
26624,13,27,0.0046600853,961,120,0.010400390625,133.52753036022187,-0.0008611316865426488,-4.2836511641740795,79.32937622070312,0.0018864239,0.2,0.3572847247123718,0.00025,1.0086952447891235
