train/reward,time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/explained_variance,train/clip_range,train/entropy_loss,train/approx_kl,train/std,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/value_loss,train/clip_fraction,train/loss
-0.007802283,2,2048,796,1,,,,,,,,,,,
-1.1851281,5,4096,760,2,0.0,0.2,-12.771158862113953,0.0049702614,1.0003360509872437,0.00025,-0.002421005954965949,10,0.2628426500596106,0.0455078125,0.00810183584690094
-1.1407658,8,6144,747,3,0.0,0.2,-12.782227915525436,0.009709547,1.0026600360870361,0.00025,-0.008198481604631524,20,1.713500542193651,0.127734375,0.6803832650184631
-0.03270267,11,8192,743,4,-0.002346634864807129,0.2,-12.768860411643981,0.008159385,0.9970741271972656,0.00025,-0.004668713305727578,30,1.9194022879004478,0.063037109375,0.8885376453399658
-7.8433614,13,10240,742,5,-0.0479966402053833,0.2,-12.745653790235519,0.00789248,0.9979345798492432,0.00025,-0.011672473154612817,40,21.37254387140274,0.0697265625,9.759921073913574
-0.18414943,16,12288,741,6,-0.00016963481903076172,0.2,-12.758199042081833,0.0062908754,0.9995724558830261,0.00025,-0.007325886993203312,50,24.11552813053131,0.05107421875,9.436589241027832
0.21654505,20,14336,716,7,0.04230612516403198,0.2,-12.780441612005234,0.007716997,1.0025238990783691,0.00025,-0.01333521971173468,60,5.23366115540266,0.075830078125,2.1719765663146973
1.2561967,22,16384,718,8,-0.04905581474304199,0.2,-12.800752156972885,0.007850729,1.0044658184051514,0.00025,-0.009884978699847124,70,25.22557206749916,0.06982421875,10.203083038330078
0.3518531,25,18432,720,9,0.06534785032272339,0.2,-12.817234462499618,0.006380701,1.0060667991638184,0.00025,-0.001963361623347737,80,4.302750125527382,0.065869140625,2.0173392295837402
1.4396844,28,20480,721,10,-0.02605593204498291,0.2,-12.833544367551804,0.008521286,1.0085912942886353,0.00025,-0.009182058282021899,90,29.352401047945023,0.074169921875,21.18762969970703
-0.5072101,31,22528,723,11,0.06839525699615479,0.2,-12.849565374851228,0.008968489,1.0088399648666382,0.00025,-0.0030164222029270605,100,16.243463784456253,0.07451171875,9.98694133758545
0.08368234,34,24576,716,12,-0.13672614097595215,0.2,-12.859727734327317,0.005450369,1.0120748281478882,0.00025,-0.012876183615298941,110,9.467721338570119,0.062451171875,1.9836939573287964
2.6892502,37,26624,717,13,0.00601726770401001,0.2,-12.87841489315033,0.008042276,1.0123636722564697,0.00025,-0.00830885122413747,120,33.770226049423215,0.08125,16.04373550415039
0.7435104,39,28672,718,14,0.08854806423187256,0.2,-12.89269425868988,0.010081429,1.0157619714736938,0.00025,-0.011395215539960191,130,5.501535932719707,0.095361328125,2.7114503383636475
-6.600926,42,30720,719,15,0.049627602100372314,0.2,-12.913016092777251,0.0052630915,1.0163811445236206,0.00025,-0.00765407281141961,140,52.46726176738739,0.04052734375,27.851638793945312
0.23430918,45,32768,720,16,0.029515624046325684,0.2,-12.913086026906967,0.0054446342,1.015744686126709,0.00025,-0.006275571143487468,150,27.589132112264632,0.04013671875,9.819806098937988
0.34991437,48,34816,721,17,-0.0352022647857666,0.2,-12.9216018140316,0.0049258387,1.018924593925476,0.00025,-0.008703951278585009,160,30.996371585130692,0.033837890625,17.653898239135742
4.8610306,51,36864,722,18,0.003186941146850586,0.2,-12.944090020656585,0.006241981,1.0204265117645264,0.00025,-0.004252228187397122,170,95.09524652957916,0.04814453125,38.616817474365234
0.116926275,53,38912,723,19,0.2020648717880249,0.2,-12.975934225320817,0.009304562,1.0266225337982178,0.00025,-0.010670596832642331,180,6.970697259902954,0.095751953125,4.532582759857178
2.6576242,56,40960,723,20,0.02333235740661621,0.2,-13.006712585687637,0.0040496243,1.0264501571655273,0.00025,-0.005725020504905842,190,96.32578008174896,0.041748046875,37.39034652709961
-1.7811716,59,43008,724,21,0.08160752058029175,0.2,-13.000079679489136,0.007112396,1.025023102760315,0.00025,-0.006869874766562134,200,43.969647192955016,0.04326171875,23.682937622070312
-0.05421272,62,45056,724,22,-0.0043487548828125,0.2,-12.982467806339264,0.007286223,1.0229419469833374,0.00025,-0.01013434141059406,210,49.00308216810227,0.057861328125,31.220138549804688
-0.04188551,64,47104,725,23,0.005906343460083008,0.2,-12.979128038883209,0.007986445,1.0242490768432617,0.00025,-0.007883648583083413,220,84.3458970785141,0.092626953125,29.6544132232666
0.51824164,67,49152,725,24,0.5731894969940186,0.2,-13.011756080389024,0.009717646,1.0306215286254883,0.00025,-0.011843230845988728,230,3.5861932896077633,0.12646484375,0.9349777698516846
7.8469567,70,51200,726,25,0.10307985544204712,0.2,-13.038387370109557,0.005866956,1.0296918153762817,0.00025,-0.006324299205152784,240,81.12373809814453,0.049169921875,56.51498031616211
