time/fps,time/iterations,train/reward,time/time_elapsed,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/learning_rate,train/n_updates,train/explained_variance,train/loss,train/value_loss,train/std,train/policy_gradient_loss,train/clip_range,train/approx_kl
3324,1,-0.03498174,0,2048,,,,,,,,,,,
2926,2,-1.4701486,1,4096,-1.4193327240645885,0.0404296875,0.00025,10,0.0,0.029168490320444107,0.06522662814240902,0.9988614320755005,-0.002955120601109229,0.2,0.0047426866
2822,3,-3.0083485,2,6144,-1.4185014478862286,0.002392578125,0.00025,20,0.00016826391220092773,5.966556072235107,12.980325770378112,1.0012091398239136,-0.0007730635697953403,0.2,0.00061827456
2775,4,-0.4081232,2,8192,-1.4208858549594878,0.01123046875,0.00025,30,-0.006298184394836426,4.513864517211914,11.122064104676246,1.001538872718811,-0.0014585847311536781,0.2,0.0028491076
2745,5,-10.070467,3,10240,-1.4194706246256827,0.032080078125,0.00025,40,0.029600560665130615,16.989614486694336,28.88668778538704,0.9986615180969238,-0.0010558606940321625,0.2,0.0049263947
2726,6,-0.024376903,4,12288,-1.41746876090765,0.004541015625,0.00025,50,-0.005678534507751465,22.043750762939453,41.379333353042604,0.9986372590065002,-0.0010859485613764265,0.2,0.0038471022
2693,7,0.009601787,5,14336,-1.4214106529951096,0.01455078125,0.00025,60,-0.05051088333129883,6.014113903045654,5.748801584658213,1.0037535429000854,-0.002091552352067083,0.2,0.0033788094
2675,8,1.1494447,6,16384,-1.4221986711025238,0.035595703125,0.00025,70,-1.1920928955078125e-07,0.14162975549697876,0.21259194889571517,1.0034393072128296,-0.002643388116848655,0.2,0.0040465994
2671,9,0.070298,6,18432,-1.4245158769190311,0.02294921875,0.00025,80,0.4557262063026428,1.149043321609497,2.047996786236763,1.0072752237319946,-0.0013247103546746076,0.2,0.002636971
2668,10,0.6871931,7,20480,-1.428382971137762,0.072705078125,0.00025,90,0.13178181648254395,3.81717848777771,6.5858075872063635,1.011209487915039,-0.0036048370238859206,0.2,0.0053778035
2665,11,-1.3050295,8,22528,-1.4306834407150746,0.000146484375,0.00025,100,0.05795568227767944,9.179021835327148,15.227252751588821,1.0128132104873657,-0.000332217309914995,0.2,0.00043784195
2662,12,0.33750433,9,24576,-1.4320728808641434,0.002783203125,0.00025,110,0.1259772777557373,6.486266613006592,12.775766626000404,1.0142667293548584,-0.0005639165581669658,0.2,0.0012082641
2659,13,3.1537237,10,26624,-1.4326100639998913,4.8828125e-05,0.00025,120,0.04352009296417236,60.93746566772461,67.89272758960723,1.0131105184555054,-0.0007891236615250819,0.2,0.0002106858
2657,14,1.8353863,10,28672,-1.432767154276371,0.017919921875,0.00025,130,0.15173017978668213,5.950054168701172,12.140368661284446,1.0145906209945679,-0.0024396792985498907,0.2,0.0036012821
2656,15,-7.250996,11,30720,-1.433444768190384,0.00068359375,0.00025,140,0.07091349363327026,30.816923141479492,61.92375047206879,1.014973521232605,-0.0008354471443453804,0.2,0.0009455845
2655,16,0.15126702,12,32768,-1.4337083831429482,0.022900390625,0.00025,150,-0.007979035377502441,35.53399658203125,58.826011824607846,1.0143458843231201,-0.0027012784717953763,0.2,0.0053175627
2654,17,0.92202127,13,34816,-1.435270617902279,0.0048828125,0.00025,160,0.03473943471908569,14.374543190002441,38.89503037333488,1.018533706665039,-0.0011344709142576902,0.2,0.0026421037
2653,18,6.1800876,13,36864,-1.4367628276348114,0.011474609375,0.00025,170,0.026942014694213867,39.07722473144531,84.66773567199706,1.0173814296722412,-0.001383350968535524,0.2,0.0023235227
2653,19,0.56676924,14,38912,-1.4376278296113014,0.046533203125,0.00025,180,0.013318538665771484,5.295559883117676,13.201898795366287,1.0206804275512695,-0.005513589893234893,0.2,0.0062440247
2652,20,1.0064671,15,40960,-1.4423314169049264,0.0087890625,0.00025,190,0.009602844715118408,60.56538391113281,89.95073881149293,1.0263785123825073,-0.0011475569335743785,0.2,0.0029145065
2652,21,-3.0472353,16,43008,-1.445394976437092,0.002685546875,0.00025,200,2.384185791015625e-05,23.356855392456055,72.46664732694626,1.026987075805664,-0.00042619360756361856,0.2,0.0018789009
2651,22,-0.54670095,16,45056,-1.4472727350890637,0.011328125,0.00025,210,0.012834727764129639,5.4483160972595215,50.447324419021605,1.0306984186172485,-0.0009458897809963673,0.2,0.0030182223
2651,23,0.5689776,17,47104,-1.4501703925430776,0.012158203125,0.00025,220,0.025518357753753662,61.727779388427734,100.53580446243286,1.0309139490127563,-0.0005899785668589175,0.2,0.0017858543
2650,24,1.0029765,18,49152,-1.4490591756999494,0.00263671875,0.00025,230,-0.006684303283691406,7.200119495391846,15.39529914855957,1.0302791595458984,-0.000946213306451682,0.2,0.0011083643
2650,25,7.383877,19,51200,-1.4509913891553878,0.005029296875,0.00025,240,0.0174405574798584,49.98067855834961,109.21178607940674,1.0340884923934937,-0.0003571863169781864,0.2,0.00095399405
