time/iterations,time/time_elapsed,train/reward,time/total_timesteps,time/fps,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/entropy_loss,train/loss,train/value_loss,train/approx_kl,train/clip_fraction,train/std,train/clip_range
12,17,0.633738,24576,1434,0.006121397018432617,-0.0010477782518137247,0.0003,110,-2.8651147298514843,26.83281707763672,42.94406018853188,0.0062158816,0.06806640625,1.0128473043441772,0.2
13,18,-0.05501749,26624,1433,0.5330334901809692,-0.0017385283019393683,0.0003,120,-2.854335767775774,7.199231147766113,17.92719303369522,0.0062171347,0.044482421875,1.003333568572998,0.2
14,20,-4.3360076,28672,1432,0.45598334074020386,-0.001177397293940885,0.0003,130,-2.848172576725483,37.50438690185547,47.29750769138336,0.0037159682,0.02431640625,1.0074617862701416,0.2
15,21,0.09517014,30720,1431,0.42278701066970825,-0.0012297380002564751,0.0003,140,-2.848863362520933,4.3593549728393555,11.341355239599944,0.0036994824,0.03876953125,1.0029016733169556,0.2
16,22,-0.15537554,32768,1425,0.5549246668815613,-0.00025446174549870193,0.0003,150,-2.8416333623230456,39.51671600341797,51.45375973880291,0.0045566577,0.03916015625,0.9992567300796509,0.2
17,24,-0.64903134,34816,1424,0.17554157972335815,-0.0016222490681684575,0.0003,160,-2.8400114670395853,23.35003089904785,51.24416321516037,0.0037222374,0.03681640625,1.0025787353515625,0.2
18,25,-0.058468707,36864,1424,0.8412835597991943,0.00026496602513361724,0.0003,170,-2.8409052580595016,4.710658550262451,8.98470638692379,0.009679629,0.103369140625,0.9989033937454224,0.2
19,27,-2.1079752,38912,1424,0.47570353746414185,-0.001897967820696067,0.0003,180,-2.8370925366878508,24.291370391845703,62.87037708759308,0.0050341627,0.029833984375,1.0014190673828125,0.2
20,28,0.8431834,40960,1424,0.013853907585144043,-0.000618348283751402,0.0003,190,-2.8383776620030403,21.97466468811035,47.0738144159317,0.008729389,0.07734375,0.999997615814209,0.2
21,30,0.046191107,43008,1424,0.7826513648033142,-0.0014175687945680692,0.0003,200,-2.8387942731380464,8.957932472229004,24.321741837263108,0.005844412,0.03388671875,0.9999219179153442,0.2
22,31,-0.2711627,45056,1423,0.644488513469696,-0.0023534582731372213,0.0003,210,-2.8327962294220925,26.532920837402344,56.842641818523404,0.0065509044,0.059765625,0.9968544840812683,0.2
23,33,2.171083,47104,1423,0.17314648628234863,0.0005946713645244017,0.0003,220,-2.824675387144089,7.302873134613037,14.961363863945007,0.0105126,0.104638671875,0.9945695400238037,0.2
24,34,0.2313245,49152,1422,0.5382906198501587,-0.0006327030198008288,0.0003,230,-2.8186308525502684,23.892183303833008,62.227332681417465,0.0040843505,0.0359375,0.9855397343635559,0.2
25,36,1.3720583,51200,1422,0.2646823525428772,0.0011279723374173045,0.0003,240,-2.8030628956854344,48.58108901977539,79.94210250973701,0.0031568287,0.028076171875,0.9809734225273132,0.2
26,37,3.35622,53248,1421,0.8184589147567749,-0.001691341630066745,0.0003,250,-2.8010080985724928,6.526756286621094,11.418679785728454,0.006385935,0.070068359375,0.9813989400863647,0.2
27,38,1.242048,55296,1421,0.4521157741546631,-0.0014735259515873621,0.0003,260,-2.802553890645504,58.39984130859375,83.24635121822357,0.0063345386,0.0333984375,0.9857279062271118,0.2
28,40,1.9468026,57344,1421,-0.0003345012664794922,-0.0010833956199348903,0.0003,270,-2.8308510065078734,21.92853355407715,69.82665473818778,0.0042404328,0.051123046875,1.0042030811309814,0.2
29,41,1.7122501,59392,1421,0.688551664352417,-0.002319260787044186,0.0003,280,-2.84198564812541,37.74079513549805,37.96743139326573,0.007845109,0.076416015625,0.9992085099220276,0.2
30,43,0.7348383,61440,1421,0.42022258043289185,-0.0016742212625104002,0.0003,290,-2.842190246284008,25.28420639038086,93.25149037837983,0.006379007,0.043408203125,1.0040942430496216,0.2
31,44,0.44251478,63488,1421,0.0,-0.0008228330232668668,0.0003,300,-2.8287560902535915,5.056163311004639,23.782523316144943,0.0041992133,0.044970703125,0.9849360585212708,0.2
32,46,0.20154577,65536,1419,0.4923931956291199,-0.00044980201928410677,0.0003,310,-2.8050367012619972,50.93119812011719,86.83956854343414,0.004723301,0.032763671875,0.9806573390960693,0.2
33,47,-0.058188662,67584,1419,0.26607346534729004,0.0008891243152902462,0.0003,320,-2.799123813211918,35.45357894897461,98.45994890928269,0.0090650935,0.058251953125,0.9788815975189209,0.2
34,49,2.6238794,69632,1419,0.7092570066452026,-0.00026490093223401344,0.0003,330,-2.7897024266421795,4.527495384216309,14.525581721961498,0.0032858904,0.02421875,0.9745699167251587,0.2
35,50,-3.6021285,71680,1418,0.39461421966552734,0.003582418480073102,0.0003,340,-2.7836080849170686,31.343233108520508,103.61260480880738,0.0039707636,0.060888671875,0.9729605317115784,0.2
36,51,-0.6912939,73728,1418,-2.384185791015625e-07,-6.118419696576893e-05,0.0003,350,-2.7806569024920464,56.93034362792969,73.97844908237457,0.004870517,0.028271484375,0.9692057967185974,0.2
37,53,0.37610143,75776,1418,0.6230708360671997,-0.0015998182032490149,0.0003,360,-2.772639449685812,12.333159446716309,45.094386890530586,0.0077388403,0.04296875,0.9677098989486694,0.2
38,55,1.0483928,77824,1413,0.4075879454612732,-0.0008689796333783307,0.0003,370,-2.771245190501213,74.65638732910156,100.17563918232918,0.004724367,0.0130859375,0.9667432904243469,0.2
39,56,0.675138,79872,1413,0.0,-0.0019870509073371067,0.0003,380,-2.7603370055556296,11.101604461669922,24.476248088479043,0.005286826,0.036865234375,0.9590317606925964,0.2
40,57,-0.19931893,81920,1413,0.412392795085907,0.0002202256378950551,0.0003,390,-2.755008863657713,29.621522903442383,94.34715613126755,0.0022789307,0.0244140625,0.9618970155715942,0.2
