time/iterations,time/time_elapsed,train/reward,time/total_timesteps,time/fps,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/entropy_loss,train/loss,train/value_loss,train/approx_kl,train/clip_fraction,train/std,train/clip_range
1,1,0.017399099,2048,1899,,,,,,,,,,,
2,2,-0.27107736,4096,1515,0.23039954900741577,-0.003924242371431319,0.0003,10,-2.8461182564496994,0.05893959105014801,0.11609584302641451,0.006256499,0.065966796875,1.0097243785858154,0.2
3,4,0.32718045,6144,1482,0.27937018871307373,-0.004513440337905195,0.0003,20,-2.8557714343070986,0.09034472703933716,0.40479937396012244,0.009834589,0.090576171875,1.0093919038772583,0.2
4,5,-0.059568483,8192,1463,0.038607895374298096,-0.0013116866059135646,0.0003,30,-2.855508219450712,1.036709189414978,2.9024081474170087,0.0032407893,0.038916015625,1.0068265199661255,0.2
5,7,0.14774758,10240,1454,-0.2316746711730957,-0.003195755888009444,0.0003,40,-2.8472660794854163,0.571495532989502,1.269093712605536,0.0076754955,0.059423828125,1.0045981407165527,0.2
6,8,-1.0893457,12288,1449,0.10194283723831177,-0.002862172831373755,0.0003,50,-2.842143014073372,2.929826498031616,7.728682866692543,0.0039876425,0.018408203125,1.000588059425354,0.2
7,9,-0.63084227,14336,1445,0.11360007524490356,-0.00047659184783697126,0.0003,60,-2.843706326186657,2.6633715629577637,6.889060670137406,0.0021782469,0.02724609375,1.0067678689956665,0.2
8,11,-0.027762052,16384,1443,0.15634536743164062,-0.0022636497087660246,0.0003,70,-2.854393756389618,16.25409507751465,29.370771451294424,0.0034063356,0.0185546875,1.0097870826721191,0.2
9,12,-2.3718019,18432,1439,0.14015358686447144,-0.0010664975372492336,0.0003,80,-2.860159657895565,9.45911693572998,22.954066371917726,0.008279035,0.056982421875,1.0131808519363403,0.2
10,14,0.07006543,20480,1437,0.771041989326477,-0.004582879612280521,0.0003,90,-2.860639202594757,1.612990140914917,4.05491169206798,0.006970366,0.0681640625,1.010205626487732,0.2
11,15,-7.0286694,22528,1436,0.2570347189903259,-0.0011350519547704608,0.0003,100,-2.8633142627775667,19.433910369873047,33.626308393478396,0.005265658,0.024853515625,1.0137577056884766,0.2
