time/time_elapsed,train/reward,time/fps,time/iterations,time/total_timesteps,train/clip_fraction,train/loss,train/clip_range,train/value_loss,train/std,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/entropy_loss
0,-0.0891147,3185,1,2048,,,,,,,,,,,
1,-1.8421625,2531,2,4096,0.054541015625,0.3106105327606201,0.2,0.6230487806722522,0.9941068291664124,10,0.00025,-0.004329312464687973,0.007050662,0.0,-1.4151084892451764
2,-2.9731119,2085,3,6144,0.001513671875,11.94420051574707,0.2,25.24668318629265,0.9954538941383362,20,0.00025,-0.00044901797809870914,0.0021317229,-0.00118255615234375,-1.4133503049612046
4,-0.42353323,1780,4,8192,0.009814453125,4.331634521484375,0.2,11.012137192487717,0.9888311624526978,30,0.00025,-0.0014767485765332822,0.004004945,0.0017161369323730469,-1.4110983692109584
5,-10.852893,1903,5,10240,0.036962890625,16.927995681762695,0.2,42.64021303653717,0.9870703220367432,40,0.00025,-0.0032919471988861913,0.005549635,0.06481784582138062,-1.4067258842289447
6,-0.42233,1990,6,12288,0.0158203125,16.585018157958984,0.2,46.07010326385498,0.9823417663574219,50,0.00025,-0.0016241271558101289,0.0034203697,0.013603448867797852,-1.4036992326378823
6,0.44585946,2058,7,14336,0.00927734375,5.890824317932129,0.2,15.26932275891304,0.9858746528625488,60,0.00025,-0.002383089318755083,0.004165643,0.21322548389434814,-1.4029540538787841
7,3.121897,2111,8,16384,0.015087890625,37.901611328125,0.2,88.01870124340057,0.9863218665122986,70,0.00025,-0.0018677406857023015,0.0050200336,0.05711245536804199,-1.4047828011214734
8,0.963866,2156,9,18432,0.014453125,9.762903213500977,0.2,20.416995412111284,0.9913896322250366,80,0.00025,-0.001507161042536609,0.0029475503,-0.005943655967712402,-1.4069578647613525
9,1.5745822,2196,10,20480,0.020947265625,41.24187088012695,0.2,89.84768958091736,0.9940512180328369,90,0.00025,-0.0016452495532575996,0.0042951144,0.03825777769088745,-1.4119640953838826
10,-1.8081967,2228,11,22528,0.02626953125,20.811901092529297,0.2,81.20283334255218,0.9933354258537292,100,0.00025,-0.0018870256637455896,0.0036092885,0.002442002296447754,-1.4128240019083023
10,0.855253,2255,12,24576,0.008154296875,20.444326400756836,0.2,47.285020077228545,0.9905879497528076,110,0.00025,-0.0006258321314817295,0.0031550997,0.04228663444519043,-1.411121416091919
11,4.3691196,2281,13,26624,0.05224609375,49.456787109375,0.2,130.14036331176757,0.9902956485748291,120,0.00025,-0.004182069218950346,0.005644259,0.02810037136077881,-1.4096724167466164
12,2.2489593,2302,14,28672,0.010205078125,10.594315528869629,0.2,25.292865777015685,0.9903945326805115,130,0.00025,-0.0013577850768342614,0.0010186284,-0.0038727521896362305,-1.4092281617224216
13,-9.721147,2318,15,30720,0.01259765625,52.39048385620117,0.2,121.84063043594361,0.9935031533241272,140,0.00025,-0.0015867351365159265,0.0032237952,0.016555070877075195,-1.4107967294752597
14,0.18690382,2335,16,32768,0.010400390625,48.45210266113281,0.2,90.85226008892059,0.9975197911262512,150,0.00025,-0.0005598204443231225,0.0030345242,0.00024169683456420898,-1.4143957190215588
14,1.7496517,2334,17,34816,0.01484375,42.396488189697266,0.2,61.70848172903061,0.9971714019775391,160,0.00025,-0.0018924835603684187,0.002136089,0.009589612483978271,-1.4164455607533455
15,7.518872,2344,18,36864,0.007177734375,61.2594108581543,0.2,129.59378070831298,0.9969087243080139,170,0.00025,-0.0018698933454288635,0.0028926488,0.007323503494262695,-1.415908195823431
16,0.5908868,2323,19,38912,0.009423828125,8.062823295593262,0.2,19.02520983815193,0.9959898591041565,180,0.00025,-0.0006360427127219736,0.0028242702,-0.0010291337966918945,-1.4154701925814153
18,1.0422908,2240,20,40960,0.0095703125,82.11109161376953,0.2,126.33153524398804,0.9927816390991211,190,0.00025,0.0002815737519995309,0.0009845679,0.013461172580718994,-1.4135032549500466
19,-3.3878782,2158,21,43008,0.053857421875,46.74860382080078,0.2,80.0329122543335,0.990749716758728,200,0.00025,-0.003067566137178801,0.005641655,-0.0022808313369750977,-1.410641498863697
20,-0.75537914,2175,22,45056,0.0267578125,17.7028865814209,0.2,58.35986930131912,0.9924148321151733,210,0.00025,-0.001537826657295227,0.0041954955,0.010048627853393555,-1.4107068605720996
21,0.6333911,2192,23,47104,0.009716796875,49.02659606933594,0.2,131.2131488800049,0.9908608794212341,220,0.00025,-0.0009416400105692446,0.0016765335,0.008251309394836426,-1.4110592037439347
22,1.0977062,2207,24,49152,0.027587890625,9.492417335510254,0.2,18.683693927526473,0.9879483580589294,230,0.00025,-0.002009448471653741,0.0030935844,0.0013704895973205566,-1.4097398556768894
23,8.131278,2221,25,51200,0.015380859375,61.56154251098633,0.2,133.80063738822938,0.9901271462440491,240,0.00025,-5.598765565082431e-05,0.0033250384,0.00783395767211914,-1.4070641502738
