time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/entropy_loss,train/learning_rate,train/value_loss,train/loss,train/clip_fraction,train/clip_range,train/approx_kl,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/std
1492,1,1,2048,,,,,,,,,,,
1213,3,2,4096,-5.66792121231556,0.00025,5.437433630228043,1.865104079246521,0.029345703125,0.2,0.004428091,10,-0.02563035488128662,-0.006981845200061798,0.9958289861679077
1253,4,3,6144,-5.655387771129608,0.00025,9.865123295783997,2.5758249759674072,0.03173828125,0.2,0.004168598,20,0.03802114725112915,-0.003758012645994313,0.9933978915214539
1275,6,4,8192,-5.64697505235672,0.00025,3.436451494693756,1.031572699546814,0.05546875,0.2,0.007552512,30,0.10739392042160034,-0.0030653194145997984,0.992998480796814
1287,7,5,10240,-5.650278326869011,0.00025,7.934745973348617,2.7925734519958496,0.035400390625,0.2,0.0068907593,40,0.04523342847824097,-0.003944986812712159,0.9947391748428345
1295,9,6,12288,-5.647639203071594,0.00025,3.8200264424085617,1.6479771137237549,0.0400390625,0.2,0.0038551711,50,0.18829506635665894,-0.006126767478417605,0.9899609088897705
1300,11,7,14336,-5.634232088923454,0.00025,8.659950742125512,4.259181976318359,0.056201171875,0.2,0.0072755245,60,0.14502239227294922,-0.008395433651458006,0.9900456666946411
1305,12,8,16384,-5.639348840713501,0.00025,4.182309451699257,1.739926815032959,0.04521484375,0.2,0.007662644,70,0.2616703510284424,-0.006238223312539049,0.9913583993911743
1309,14,9,18432,-5.637553605437279,0.00025,15.480274838209152,8.21444320678711,0.066455078125,0.2,0.0077216206,80,0.05754661560058594,-0.0053455499859410335,0.9894142746925354
1313,15,10,20480,-5.632961940765381,0.00025,14.026106733083726,6.5574774742126465,0.04453125,0.2,0.0062629683,90,0.18298965692520142,-0.0030809291929472238,0.9888942837715149
1316,17,11,22528,-5.620363834500313,0.00025,17.85565631389618,8.362878799438477,0.0435546875,0.2,0.0063155866,100,0.16823261976242065,-0.005209064943483099,0.9825705289840698
1318,18,12,24576,-5.607494041323662,0.00025,23.977858662605286,9.895846366882324,0.038525390625,0.2,0.0047900565,110,0.1933434009552002,-0.0043995598651235925,0.984844446182251
1318,20,13,26624,-5.621866783499717,0.00025,7.819758886098862,4.23537540435791,0.032958984375,0.2,0.005110097,120,0.2814801335334778,-0.0025149954679363875,0.9881369471549988
1314,21,14,28672,-5.627257162332535,0.00025,13.711333650350571,5.976048946380615,0.046826171875,0.2,0.007719597,130,0.6372583508491516,-0.005951306771021336,0.9869897365570068
1314,23,15,30720,-5.628475007414818,0.00025,5.2461218878626825,3.0312821865081787,0.048876953125,0.2,0.006135558,140,0.8516201376914978,-0.003642034291988239,0.9905698299407959
1316,24,16,32768,-5.63521263897419,0.00025,5.191372357308865,2.1382226943969727,0.038720703125,0.2,0.0074080247,150,0.769524872303009,-0.0024846908825566063,0.9891948699951172
1316,26,17,34816,-5.635363760590553,0.00025,7.830642676353454,4.114975929260254,0.0640625,0.2,0.0063054278,160,0.7884846329689026,-0.007139657522202469,0.9902830123901367
1317,27,18,36864,-5.641299298405647,0.00025,10.821309712529182,5.012695789337158,0.041259765625,0.2,0.0073463013,170,0.7255487442016602,-0.00310893926944118,0.9923944473266602
1318,29,19,38912,-5.647238203883171,0.00025,7.991166016459465,4.266378879547119,0.051806640625,0.2,0.006078294,180,0.8406170606613159,-0.0030124978016829117,0.9920359253883362
1319,31,20,40960,-5.655013671517372,0.00025,10.193373727798463,5.396794319152832,0.028369140625,0.2,0.0052550784,190,0.6168140172958374,-0.0030425234479480425,0.9981556534767151
1320,32,21,43008,-5.670277038216591,0.00025,8.917097899317742,4.581479549407959,0.058837890625,0.2,0.007927371,200,0.8442630171775818,-0.005440449313027784,0.9987708330154419
1321,34,22,45056,-5.662484055757522,0.00025,7.661321133375168,3.323420763015747,0.045703125,0.2,0.0053122677,210,0.8735083341598511,-0.005431428388692439,0.993899941444397
1321,35,23,47104,-5.6523595482110975,0.00025,5.962835231423378,2.347228527069092,0.07373046875,0.2,0.007223112,220,0.9108365774154663,-0.005601295379165094,0.9950122833251953
1322,37,24,49152,-5.658185109496117,0.00025,9.204100692272187,4.347116470336914,0.0603515625,0.2,0.006198756,230,0.3704829812049866,-0.003218298604770098,0.9967923760414124
1322,38,25,51200,-5.657306030392647,0.00025,7.404566463828087,2.910194158554077,0.081787109375,0.2,0.00967161,240,0.1353732943534851,-0.005581340205390006,0.9935049414634705
1322,40,26,53248,-5.649690499901771,0.00025,10.237063080072403,4.0852203369140625,0.061962890625,0.2,0.0059056934,250,0.25761574506759644,-0.004384049735381268,0.9937149286270142
1319,41,27,55296,-5.649718192219734,0.00025,7.5043213903903965,3.239204168319702,0.0576171875,0.2,0.007932165,260,0.854587972164154,-0.004559403832536191,0.99356609582901
1319,43,28,57344,-5.65389532148838,0.00025,9.10831140577793,4.422764778137207,0.059423828125,0.2,0.009681708,270,0.5639549493789673,-0.0058189964416669685,0.9947695732116699
1319,45,29,59392,-5.652728083729744,0.00025,9.986513128876686,4.427630424499512,0.061279296875,0.2,0.00839136,280,0.4593644142150879,0.00013531604781746864,0.993852972984314
1320,46,30,61440,-5.650699558854103,0.00025,15.60916897058487,6.840853214263916,0.070068359375,0.2,0.0112040285,290,-0.05374431610107422,-0.003632187645416707,0.9941466450691223
