train/learning_rate,train/entropy_loss,time/iterations,train/std,time/fps,train/reward,time/time_elapsed,train/n_updates,train/policy_loss,train/explained_variance,time/total_timesteps,train/value_loss
0.0007,-1.4033379554748535,100,0.9844549894332886,2057,0.1055034,0,99,0.22497260570526123,0.0,500,0.05125310271978378
0.0007,-1.4088551998138428,200,0.9902758598327637,2104,-1.240099,0,199,-1.1339614391326904,0.0,1000,1.0294361114501953
0.0007,-1.4116461277008057,300,0.9928239583969116,2122,3.309061,0,299,-5.127288818359375,0.0,1500,14.75658893585205
0.0007,-1.4170844554901123,400,0.9984560012817383,2135,0.0,0,399,-0.24968969821929932,0.0,2000,0.05178019404411316
0.0007,-1.4312173128128052,500,1.0123131275177002,2139,-0.00021714056,1,499,0.025418004021048546,0.0,2500,0.0006028576171956956
0.0007,-1.4519981145858765,600,1.0339142084121704,2137,-0.00285584,1,599,-0.0015926609048619866,0.0,3000,9.02274223335553e-06
0.0007,-1.4825899600982666,700,1.0660808086395264,2138,-0.00012641201,1,699,-0.0009083297336474061,-1.1920928955078125e-07,3500,6.985051641095197e-06
0.0007,-1.5206632614135742,800,1.105921745300293,2131,0.037474636,1,799,0.11374020576477051,0.0,4000,0.009508251212537289
0.0007,-1.549065351486206,900,1.1395632028579712,2136,0.0,2,899,-0.013187753967940807,-1.1920928955078125e-07,4500,0.00011306845408398658
0.0007,-1.585209846496582,1000,1.1811730861663818,2134,0.0037251054,2,999,0.007851215079426765,0.0,5000,4.324449400883168e-05
0.0007,-1.6105225086212158,1100,1.2109709978103638,2137,0.0007241885,2,1099,0.060945551842451096,0.0,5500,0.0019435191061347723
0.0007,-1.6233116388320923,1200,1.2265980243682861,2137,2.083913,2,1199,-0.718834400177002,0.23632919788360596,6000,0.20361754298210144
0.0007,-1.6210647821426392,1300,1.2245286703109741,2139,-0.0011205426,3,1299,-2.09798002243042,-0.11951708793640137,6500,3.5259499549865723
0.0007,-1.6171077489852905,1400,1.218402624130249,2139,-0.26496038,3,1399,3.38531756401062,-0.1132047176361084,7000,7.817514896392822
0.0007,-1.6128871440887451,1500,1.214694857597351,2141,-0.40004197,3,1499,-2.8041036128997803,-0.011765241622924805,7500,5.850606441497803
0.0007,-1.5991322994232178,1600,1.1974256038665771,2143,6.0199933,3,1599,-4.056508541107178,0.0,8000,9.56719970703125
0.0007,-1.6045992374420166,1700,1.204248070716858,2142,-0.04615433,3,1699,-0.006805980112403631,1.1920928955078125e-07,8500,0.1393105685710907
0.0007,-1.618102788925171,1800,1.220686912536621,2142,0.031244528,4,1799,0.018344372510910034,0.0,9000,0.00022847802028991282
0.0007,-1.6357418298721313,1900,1.2424099445343018,2129,-0.010834382,4,1899,0.000778250687289983,0.0,9500,5.123973210174881e-07
0.0007,-1.6659399271011353,2000,1.2805992364883423,2130,0.0,4,1999,-0.013656087219715118,0.0,10000,0.00013799006410408765
0.0007,-1.706165075302124,2100,1.333381175994873,2130,0.0,4,2099,0.0010769141372293234,-1.1920928955078125e-07,10500,4.858243300986942e-07
0.0007,-1.7615509033203125,2200,1.409377932548523,2130,0.0,5,2199,-6.649793067481369e-05,0.0,11000,2.1860697696496345e-09
0.0007,-1.8194183111190796,2300,1.4933056831359863,2130,0.0,5,2299,0.0031160437501966953,0.0,11500,5.412074642663356e-06
0.0007,-1.8780734539031982,2400,1.5837386846542358,2131,0.0,5,2399,1.3819526145653072e-07,0.0,12000,7.335825401451855e-15
0.0007,-1.9431326389312744,2500,1.690155267715454,2133,0.0,5,2499,0.0018281001830473542,0.0,12500,1.2655224281843402e-06
0.0007,-2.001150608062744,2600,1.7911571264266968,2134,0.0,6,2599,7.67480571539636e-07,0.0,13000,2.3382481389479237e-13
0.0007,-2.0636916160583496,2700,1.906355857849121,2136,0.0,6,2699,-0.00019226760196033865,-1.1920928955078125e-07,13500,1.3146359556515108e-08
0.0007,-2.0955777168273926,2800,1.9680050611495972,2136,0.0,6,2799,-0.0059341443702578545,0.0,14000,3.599799674702808e-05
0.0007,-2.1370792388916016,2900,2.052051067352295,2137,0.0,6,2899,-0.088516004383564,0.0,14500,0.002951453672721982
0.0007,-2.175625801086426,3000,2.12933087348938,2137,0.004440121,7,2999,-0.007263937499374151,0.0,15000,0.0009827178437262774
0.0007,-2.2037131786346436,3100,2.1924779415130615,2138,0.0,7,3099,-0.010926731862127781,0.0,15500,3.5833123547490686e-05
0.0007,-2.226949453353882,3200,2.2435302734375,2139,-0.0006002636,7,3199,-0.02035810425877571,1.1920928955078125e-07,16000,6.771733751520514e-05
0.0007,-2.2545957565307617,3300,2.307401180267334,2139,0.0,7,3299,-0.0010192983318120241,0.0,16500,4.353966505732387e-05
0.0007,-2.292445421218872,3400,2.3969271183013916,2139,0.0,7,3399,0.016642894595861435,-1.1920928955078125e-07,17000,0.0001710521464701742
0.0007,-2.342564105987549,3500,2.5196709632873535,2140,0.0,8,3499,-0.017762312665581703,0.0,17500,0.00013314414536580443
0.0007,-2.3934860229492188,3600,2.6513209342956543,2140,0.0,8,3599,0.0007475180318579078,0.0,18000,1.3536114806811383e-07
0.0007,-2.4463562965393066,3700,2.8007311820983887,2141,0.0,8,3699,0.05523965507745743,1.1920928955078125e-07,18500,0.0003124226350337267
0.0007,-2.5065155029296875,3800,2.968496561050415,2142,-0.0006992585,8,3799,-0.005963514093309641,5.960464477539063e-08,19000,7.40015957489959e-06
0.0007,-2.533207416534424,3900,3.0471978187561035,2142,-0.0004853235,9,3899,-0.07625771313905716,0.0,19500,0.0014804943930357695
0.0007,-2.5559144020080566,4000,3.1195640563964844,2142,-0.07496714,9,3999,-0.072259321808815,0.0,20000,0.0025264776777476072
0.0007,-2.565131664276123,4100,3.146388053894043,2143,0.35559568,9,4099,-3.8875908851623535,-0.014716148376464844,20500,3.0885231494903564
0.0007,-2.5611965656280518,4200,3.1325230598449707,2143,0.2381743,9,4199,1.4016544818878174,0.0,21000,1.3532531261444092
0.0007,-2.5643935203552246,4300,3.1436638832092285,2141,-0.036759872,10,4299,2.286522388458252,0.0,21500,1.3450329303741455
0.0007,-2.5651917457580566,4400,3.146937847137451,2141,2.1639414,10,4399,-9.46853256225586,0.08553403615951538,22000,16.98428726196289
0.0007,-2.5611181259155273,4500,3.1351518630981445,2141,0.36882946,10,4499,-3.789471387863159,0.0,22500,5.512869358062744
0.0007,-2.5709033012390137,4600,3.1647260189056396,2141,-0.4288844,10,4599,-9.229928970336914,0.0,23000,16.3183650970459
0.0007,-2.568082332611084,4700,3.155238151550293,2142,0.8193436,10,4699,-2.8704090118408203,0.003794431686401367,23500,2.431236743927002
0.0007,-2.5628714561462402,4800,3.1380789279937744,2142,0.06668121,11,4799,0.7138804793357849,0.05994558334350586,24000,1.7190029621124268
0.0007,-2.5664453506469727,4900,3.1500329971313477,2143,0.1461789,11,4899,6.668557643890381,-0.02381432056427002,24500,9.103699684143066
0.0007,-2.5799217224121094,5000,3.1936676502227783,2142,-0.32529983,11,4999,1.2740157842636108,0.0,25000,0.22793400287628174
0.0007,-2.577025890350342,5100,3.1842455863952637,2143,-0.87675875,11,5099,6.019682884216309,-0.07335019111633301,25500,4.678024768829346
0.0007,-2.578126907348633,5200,3.188187837600708,2143,-1.4345382,12,5199,4.971863746643066,0.01034313440322876,26000,4.458370208740234
