time/iterations,time/time_elapsed,train/reward,time/total_timesteps,time/fps,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/entropy_loss,train/loss,train/value_loss,train/approx_kl,train/clip_fraction,train/std,train/clip_range
20,30,-0.21503806,40960,1352,0.05619245767593384,-0.0008715341144124977,0.0003,190,-2.8697704404592512,0.6906728148460388,1.3926260076463222,0.0047971793,0.042333984375,1.017852783203125,0.2
21,31,-0.03154088,43008,1358,0.10823839902877808,-0.002704061316035222,0.0003,200,-2.8707246340811254,0.5288947820663452,1.4470013415440917,0.00785936,0.078857421875,1.0156997442245483,0.2
22,33,-0.7331014,45056,1359,0.14360129833221436,-0.0036097353149671108,0.0003,210,-2.8612473733723163,0.605694055557251,1.1225326703861356,0.0050152885,0.0818359375,1.0068495273590088,0.2
23,34,-0.026722696,47104,1365,0.13725554943084717,-0.0011428226134739816,0.0003,220,-2.8504518710076807,0.5293493270874023,1.4321354715153576,0.0077345767,0.085546875,1.0070515871047974,0.2
24,35,0.62302136,49152,1371,0.27365243434906006,-0.0002640512058860622,0.0003,230,-2.8440226152539254,0.4449286162853241,1.4130769012495876,0.007397633,0.067724609375,0.9969709515571594,0.2
25,37,-0.2557173,51200,1376,0.21796327829360962,-0.00011146831820951775,0.0003,240,-2.8354896821081637,0.9755234122276306,1.790978556126356,0.0052060843,0.041162109375,1.0031843185424805,0.2
26,38,-0.11611622,53248,1381,0.2252177596092224,-0.003413381955033401,0.0003,250,-2.843645542114973,1.2351917028427124,2.39612565562129,0.005184512,0.061572265625,1.0011186599731445,0.2
27,39,-0.41761786,55296,1385,0.12105464935302734,-0.00033317283086944374,0.0003,260,-2.8341277830302714,1.0961799621582031,2.607221930846572,0.0042811316,0.031103515625,0.9982542991638184,0.2
28,41,-1.1205633,57344,1389,0.1813322901725769,-0.0012961646250914782,0.0003,270,-2.834662624448538,2.7406368255615234,5.7787427805364135,0.002829081,0.0349609375,0.9965251088142395,0.2
29,42,0.767884,59392,1394,0.3478671908378601,-0.0028055811053491198,0.0003,280,-2.8291061662137507,0.7292098999023438,2.0005158014595508,0.006926317,0.064111328125,0.9925434589385986,0.2
30,43,0.26533538,61440,1398,0.40213680267333984,0.0011020778852980583,0.0003,290,-2.8286611340939998,0.6134082674980164,1.6308474376797677,0.009195757,0.071142578125,0.9982787370681763,0.2
31,45,0.007880866,63488,1401,0.46496689319610596,-0.0034321563492994756,0.0003,300,-2.8414407044649126,1.2657917737960815,2.0328755170106887,0.006465525,0.061083984375,1.0056734085083008,0.2
32,46,0.54216605,65536,1405,0.5117340087890625,-0.0034097005613148213,0.0003,310,-2.858209788799286,1.31510329246521,2.391370137035847,0.0051161447,0.05419921875,1.0135056972503662,0.2
33,47,0.107521854,67584,1408,0.205682635307312,-2.919179096352309e-05,0.0003,320,-2.87017490118742,0.6307743787765503,2.3203138317912817,0.007912222,0.08623046875,1.0199294090270996,0.2
34,49,0.14764667,69632,1411,0.1112486720085144,-1.5700305812060834e-05,0.0003,330,-2.8779386788606645,0.5671437382698059,1.552213996462524,0.0064160326,0.068798828125,1.021385908126831,0.2
35,50,0.620306,71680,1414,0.2801968455314636,0.005712356625008397,0.0003,340,-2.884071323275566,1.5489531755447388,2.015436513721943,0.008522583,0.119677734375,1.025443434715271,0.2
36,52,0.2976007,73728,1416,0.156965970993042,-9.089142549782992e-05,0.0003,350,-2.8844825364649296,0.5170639753341675,2.180115299113095,0.009025628,0.13125,1.0218815803527832,0.2
37,54,0.06506396,75776,1399,0.25852930545806885,-0.0009613454400096089,0.0003,360,-2.8770224317908286,0.4405710995197296,1.6270166389644145,0.0043720813,0.068212890625,1.0194438695907593,0.2
38,55,0.9702289,77824,1397,0.133522629737854,-0.002630767854861915,0.0003,370,-2.8690292656421663,1.0839332342147827,2.548931455984712,0.010533355,0.083837890625,1.012754201889038,0.2
39,57,0.44290808,79872,1399,0.0024784207344055176,0.001728715145145543,0.0003,380,-2.8589616417884827,1.0394985675811768,1.870387063547969,0.008453724,0.1017578125,1.0075008869171143,0.2
40,58,0.28059563,81920,1402,0.11151129007339478,-0.0009538334765238687,0.0003,390,-2.8435350112617015,0.9325425028800964,1.8798300236463548,0.010001141,0.086865234375,1.000366449356079,0.2
