time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/loss,train/n_updates,train/clip_range,train/explained_variance,train/std,train/value_loss
1,1,1318,2048,,,,,,,,,,,
3,2,1263,4096,-5.672914454340935,0.057373046875,-0.005610721569973975,0.00025,0.006747487,0.19299495220184326,10,0.2,0.07694381475448608,0.9974987506866455,0.3960472339764237
4,3,1260,6144,-5.681753069162369,0.04873046875,-0.005040889809606597,0.00025,0.009741023,0.20670348405838013,20,0.2,0.06932014226913452,1.0060780048370361,0.4128862545825541
6,4,1238,8192,-5.693208548426628,0.037646484375,-0.005180349532747641,0.00025,0.004756057,0.3722377419471741,30,0.2,0.11935746669769287,1.002319097518921,0.5473088283091784
8,5,1245,10240,-5.688281705975532,0.048779296875,-0.002410442373366095,0.00025,0.0056695696,0.5929303765296936,40,0.2,-0.01372373104095459,1.0042777061462402,1.4557065572589636
9,6,1252,12288,-5.692376670241356,0.094091796875,-0.010427607336896471,0.00025,0.007084558,0.3148110806941986,50,0.2,0.32577967643737793,1.003753662109375,0.742183861322701
11,7,1258,14336,-5.688025888800621,0.04853515625,-0.005558842392929364,0.00025,0.005967524,1.1149245500564575,60,0.2,0.08320605754852295,1.002177119255066,1.810772804915905
13,8,1243,16384,-5.680559650063515,0.018212890625,-0.0021224778436589988,0.00025,0.0036046722,0.6911970376968384,70,0.2,0.033584654331207275,1.0010263919830322,1.3803240966051817
15,9,1227,18432,-5.682439678907395,0.036767578125,-0.0021896511781960724,0.00025,0.004824931,0.7101142406463623,80,0.2,0.08168959617614746,1.0022454261779785,1.7574109837412835
16,10,1233,20480,-5.693333607912064,0.024267578125,-0.0025685375214379745,0.00025,0.0052604107,1.0400607585906982,90,0.2,0.0019603371620178223,1.007314920425415,2.3315445676445963
18,11,1218,22528,-5.709641301631928,0.034326171875,-0.0032620595215121285,0.00025,0.003232165,1.5247232913970947,100,0.2,0.024390459060668945,1.0107346773147583,3.049510722607374
20,12,1216,24576,-5.719380649924278,0.02890625,-0.0011379719559045042,0.00025,0.0027087107,0.5448592901229858,110,0.2,-0.022580981254577637,1.0123865604400635,1.1882577452808618
21,13,1220,26624,-5.725718620419502,0.063134765625,-0.004284185171127319,0.00025,0.0049485974,0.5288134217262268,120,0.2,0.07169824838638306,1.0141983032226562,1.3166747294366359
23,14,1224,28672,-5.731574752926827,0.0404296875,-0.0036568686220562084,0.00025,0.0061638523,0.9496215581893921,130,0.2,-0.0366823673248291,1.0147581100463867,2.32018579095602
24,15,1229,30720,-5.744657883048058,0.04375,-0.004760823442484252,0.00025,0.006285453,0.9921556115150452,140,0.2,0.14744043350219727,1.0207886695861816,1.8382927697151898
26,16,1233,32768,-5.7602570950984955,0.051025390625,-0.004587448824895546,0.00025,0.0072582006,0.6080569624900818,150,0.2,0.021738409996032715,1.0239300727844238,1.3567092709243298
28,17,1237,34816,-5.773472234606743,0.09052734375,-0.007310858376149554,0.00025,0.008944936,1.161747932434082,160,0.2,0.006879866123199463,1.0251495838165283,2.4419701263308524
29,18,1236,36864,-5.777697414159775,0.109716796875,-0.005597883980954066,0.00025,0.009947706,0.5491858720779419,170,0.2,0.3139227628707886,1.027355432510376,1.0311231814324855
31,19,1238,38912,-5.778688934445381,0.05263671875,-0.004093665644177236,0.00025,0.006235293,1.306743860244751,180,0.2,0.03560781478881836,1.0241379737854004,2.5254949226975443
33,20,1238,40960,-5.777951514720916,0.076123046875,-0.0036469708807999267,0.00025,0.006708404,1.7444661855697632,190,0.2,0.029830753803253174,1.0286701917648315,4.0084347859025
34,21,1237,43008,-5.779343962669373,0.066845703125,-0.001708938431693241,0.00025,0.008455563,2.738190174102783,200,0.2,-0.0039844512939453125,1.0246330499649048,4.279564796388149
36,22,1227,45056,-5.77786962389946,0.0939453125,-0.0023810434999177233,0.00025,0.009519959,1.9763743877410889,210,0.2,0.037732839584350586,1.0280590057373047,4.209828191995621
38,23,1224,47104,-5.7879752069711685,0.03984375,-0.002388035217882134,0.00025,0.004446755,2.786452531814575,220,0.2,0.05316364765167236,1.0294355154037476,5.8869260430336
40,24,1224,49152,-5.792884102463722,0.11884765625,-0.008112149362568743,0.00025,0.010711661,1.89095938205719,230,0.2,0.08622890710830688,1.030617117881775,4.816428788006306
43,25,1188,51200,-5.788220173120498,0.079248046875,-0.0033246039150981233,0.00025,0.008219818,1.8441803455352783,240,0.2,-0.0044558048248291016,1.0270419120788574,4.971702146530151
45,26,1165,53248,-5.78483726978302,0.1013671875,-0.0009669433726230636,0.00025,0.009224875,2.3261654376983643,250,0.2,0.11578816175460815,1.028853178024292,4.734926518797875
47,27,1159,55296,-5.80561189353466,0.065087890625,-0.0030916505202185363,0.00025,0.00820578,3.0401155948638916,260,0.2,0.02062535285949707,1.0371384620666504,4.297336746752262
49,28,1156,57344,-5.815802147984504,0.1126953125,-0.00258095892786514,0.00025,0.008395395,1.6218253374099731,270,0.2,-0.011794686317443848,1.0350563526153564,3.0947319574654104
51,29,1153,59392,-5.814326113462448,0.071875,-0.0035693718353286387,0.00025,0.0072509823,1.3045296669006348,280,0.2,0.009871125221252441,1.0378293991088867,3.98081830739975
53,30,1148,61440,-5.832458674907684,0.04921875,-0.0027727833279641346,0.00025,0.004771312,2.2995312213897705,290,0.2,0.016346752643585205,1.0441148281097412,4.383337017893791
