time/total_timesteps,time/time_elapsed,time/iterations,train/reward,time/fps,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/value_loss,train/loss,train/clip_range,train/approx_kl,train/entropy_loss,train/explained_variance,train/learning_rate,train/std
61440,52,30,-0.349608,1159,0.08427734375,-0.007534100585326086,290,29.643936452269553,14.4154634475708,0.2,0.009055527,-4.355036437511444,0.11247134208679199,0.00025,1.0327926874160767
63488,54,31,-0.33036903,1155,0.0958984375,-0.002470376369456062,300,37.33784066736698,29.257503509521484,0.2,0.0096489405,-4.366607065498829,0.15533095598220825,0.00025,1.040178894996643
65536,57,32,0.7366792,1131,0.05625,-0.002830712843569927,310,37.70091729462147,9.834821701049805,0.2,0.0068104416,-4.370766495168209,0.1439458131790161,0.00025,1.0378447771072388
67584,59,33,3.043664,1133,0.097021484375,-0.0039354060354526155,320,46.48714302182198,30.596994400024414,0.2,0.009162665,-4.367893385887146,0.04249382019042969,0.00025,1.03880774974823
69632,61,34,3.0075443,1133,0.137353515625,0.005686172563582659,330,12.89636338800192,6.046345233917236,0.2,0.01101275,-4.363407035171986,0.011751234531402588,0.00025,1.0347527265548706
71680,63,35,0.82929057,1135,0.07373046875,-0.0021772308406070805,340,31.547145959734916,30.01634979248047,0.2,0.01074921,-4.3625556692481045,-0.01586174964904785,0.00025,1.037937045097351
73728,64,36,-0.44001403,1135,0.074072265625,-0.0022491392111987805,350,38.7290070861578,18.33608627319336,0.2,0.007627769,-4.368961897492409,0.02574777603149414,0.00025,1.0360054969787598
75776,66,37,0.4069265,1138,0.111572265625,-0.0037854677619179712,360,41.025215056538585,31.13177490234375,0.2,0.012044385,-4.355758680403232,0.017080187797546387,0.00025,1.032522439956665
77824,68,38,6.225851,1141,0.141650390625,-9.042267629411072e-06,370,44.171409705281256,17.04256820678711,0.2,0.013661901,-4.364134722948075,0.0020241737365722656,0.00025,1.042724847793579
79872,69,39,0.6636874,1144,0.102685546875,-0.0036831079876719743,380,18.862447330355643,7.539473056793213,0.2,0.012079059,-4.395042595267296,0.00833362340927124,0.00025,1.0505919456481934
81920,71,40,-0.4926931,1147,0.142626953125,-0.004134090173465665,390,38.82544738650322,21.145536422729492,0.2,0.008540567,-4.39486286342144,0.01241832971572876,0.00025,1.0437716245651245
