train/reward,time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/explained_variance,train/clip_range,train/entropy_loss,train/approx_kl,train/std,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/value_loss,train/clip_fraction,train/loss
-0.21486442,2,2048,762,1,,,,,,,,,,,
-1.2335113,5,4096,695,2,5.960464477539063e-08,0.2,-12.790875643491745,0.008048785,1.0043479204177856,0.00025,-0.005298874925938435,10,0.8373104549944401,0.0890625,0.23373202979564667
-3.4167793,8,6144,704,3,0.0001519322395324707,0.2,-12.804990416765213,0.0072482964,1.003104567527771,0.00025,-0.00951160433178302,20,12.63083828985691,0.083837890625,6.579441547393799
-0.14209019,11,8192,708,4,0.028453290462493896,0.2,-12.786679232120514,0.006502705,1.0006917715072632,0.00025,-0.0061548172670882195,30,5.655476899445057,0.0689453125,1.9512989521026611
-6.461427,14,10240,711,5,-0.006629824638366699,0.2,-12.775520938634873,0.00813392,1.0005435943603516,0.00025,-0.011639943630143534,40,26.59924344420433,0.054052734375,10.445910453796387
0.30726027,17,12288,716,6,0.0048822760581970215,0.2,-12.77611311674118,0.007585748,1.0011694431304932,0.00025,-0.00709025797987124,50,33.50395594835281,0.051123046875,15.61355209350586
0.21563232,19,14336,718,7,0.030485689640045166,0.2,-12.792634338140488,0.010667754,1.0037422180175781,0.00025,-0.011424125992925837,60,7.652164922654629,0.089111328125,3.2774789333343506
2.081264,22,16384,718,8,-0.014988422393798828,0.2,-12.807498449087143,0.0069834264,1.0047780275344849,0.00025,-0.006826349145558197,70,42.7257418513298,0.04814453125,20.781700134277344
1.4940729,25,18432,719,9,0.036390721797943115,0.2,-12.819690948724746,0.009737449,1.0064778327941895,0.00025,-0.006899953806714621,80,15.682538741827011,0.083984375,6.7397847175598145
1.6293948,28,20480,719,10,0.026164531707763672,0.2,-12.832132482528687,0.007925894,1.0070089101791382,0.00025,-0.007601662183878944,90,50.648137426376344,0.060205078125,28.557456970214844
-1.57168,31,22528,720,11,-0.03130507469177246,0.2,-12.83125656247139,0.0071401615,1.0068306922912598,0.00025,-0.004542538724490441,100,67.01701666116715,0.03330078125,34.64789962768555
0.32107443,34,24576,722,12,-0.005720257759094238,0.2,-12.83945506811142,0.0071234377,1.009564757347107,0.00025,-0.011571845033904538,110,24.892724031209944,0.06376953125,6.273289203643799
3.7285812,36,26624,722,13,0.00025159120559692383,0.2,-12.859071946144104,0.007653397,1.00987708568573,0.00025,-0.007627322445478058,120,72.31697034835815,0.060595703125,38.413211822509766
2.096385,39,28672,722,14,0.0348055362701416,0.2,-12.863808047771453,0.007614144,1.0108437538146973,0.00025,-0.005877812760445522,130,17.327294248342515,0.049169921875,12.054224014282227
-9.432401,42,30720,722,15,0.019190549850463867,0.2,-12.870483821630478,0.006307318,1.0117024183273315,0.00025,-0.008816851518349721,140,91.53149387836456,0.05244140625,57.53529357910156
-0.08659124,45,32768,722,16,-0.03168141841888428,0.2,-12.871170109510421,0.006904973,1.0107992887496948,0.00025,-0.005547534460492898,150,66.81708911657333,0.033544921875,34.86378860473633
0.5826828,48,34816,722,17,-0.015988707542419434,0.2,-12.86773716211319,0.006211361,1.0107773542404175,0.00025,-0.007083685579709708,160,53.68231282234192,0.033154296875,19.067075729370117
4.8665414,50,36864,722,18,0.028550803661346436,0.2,-12.868043112754822,0.0076568853,1.0114047527313232,0.00025,-0.007843977207085118,170,116.6749026298523,0.049951171875,58.01700973510742
0.58568877,54,38912,720,19,0.10700011253356934,0.2,-12.870757043361664,0.010940485,1.0113599300384521,0.00025,-0.011522843723651022,180,11.435883063077927,0.1134765625,5.297928333282471
1.3990995,56,40960,720,20,0.034352660179138184,0.2,-12.873780179023743,0.009783293,1.0122499465942383,0.00025,-0.009136196176405065,190,85.46050970554352,0.07734375,43.95014572143555
-2.4631207,59,43008,720,21,0.011247694492340088,0.2,-12.888200718164445,0.008865766,1.0145014524459839,0.00025,-0.006214460614137352,200,59.73051359653473,0.06572265625,46.679351806640625
-0.28732878,62,45056,721,22,0.01380687952041626,0.2,-12.906016665697098,0.0071286513,1.0163593292236328,0.00025,-0.010463371485820971,210,32.5992253601551,0.070947265625,17.234529495239258
0.32716176,65,47104,721,23,0.0399477481842041,0.2,-12.913454312086106,0.008088379,1.0160737037658691,0.00025,-0.009898444858845324,220,102.7031367778778,0.083056640625,58.95383071899414
0.52689296,68,49152,721,24,0.05485880374908447,0.2,-12.910722160339356,0.012019331,1.015869379043579,0.00025,-0.007913783891126513,230,13.310286962985993,0.11796875,7.068089485168457
7.738781,70,51200,722,25,0.04887348413467407,0.2,-12.921615952253342,0.00737728,1.0187269449234009,0.00025,-0.007356711765169166,240,120.74512383937835,0.06103515625,63.870758056640625
