time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/loss,train/n_updates,train/clip_range,train/explained_variance,train/std,train/value_loss
1,1,1350,2048,,,,,,,,,,,
3,2,1277,4096,-5.675538736581802,0.048583984375,-0.008723318160627968,0.00025,0.0048035067,0.16462866961956024,10,0.2,0.03152340650558472,0.9995741248130798,0.46423951387405393
6,3,958,6144,-5.674105507135391,0.049609375,-0.006757760239997879,0.00025,0.005966254,1.334193229675293,20,0.2,0.10224217176437378,1.0001516342163086,2.9145282603800298
8,4,986,8192,-5.684056538343429,0.0357421875,-0.004083502531284466,0.00025,0.004296793,2.830777883529663,30,0.2,0.06909912824630737,1.0042848587036133,4.84056158810854
10,5,1023,10240,-5.691624337434769,0.04599609375,-0.0027168219807208517,0.00025,0.0042868117,5.348240852355957,40,0.2,0.039994239807128906,1.001936674118042,12.893530678749084
11,6,1043,12288,-5.687249648571014,0.030810546875,-0.0033160910534206778,0.00025,0.0051366277,3.3658199310302734,50,0.2,0.166826069355011,1.003528118133545,6.108814141154289
13,7,1059,14336,-5.69162303507328,0.027685546875,-0.001538368730689399,0.00025,0.004909265,2.2298922538757324,60,0.2,0.2689933180809021,1.0041542053222656,5.93143752515316
15,8,1065,16384,-5.6918069332838055,0.0357421875,-0.002901578824094031,0.00025,0.004142067,4.460628032684326,70,0.2,0.17287570238113403,1.0046300888061523,9.00154339671135
17,9,1072,18432,-5.6906335890293125,0.037548828125,-0.0032728870122809895,0.00025,0.0061650565,3.8731441497802734,80,0.2,0.2006092667579651,1.0026618242263794,10.178162869811057
19,10,1073,20480,-5.697691279649734,0.031494140625,-0.004007520506274886,0.00025,0.003554063,2.45806622505188,90,0.2,0.4295121431350708,1.0087255239486694,5.169670987129211
20,11,1074,22528,-5.709537923336029,0.03603515625,-0.0017462684867496137,0.00025,0.005937622,4.901943683624268,100,0.2,0.27076876163482666,1.0075054168701172,8.025993382930755
22,12,1076,24576,-5.701192927360535,0.053369140625,-0.004889632898266427,0.00025,0.0065222085,4.9913458824157715,110,0.2,0.3177432417869568,1.0045337677001953,10.33667957484722
24,13,1081,26624,-5.700093311071396,0.04931640625,-0.003729693469358608,0.00025,0.00588829,10.696632385253906,120,0.2,0.14218533039093018,1.0072722434997559,19.389308834075926
26,14,1088,28672,-5.705259031057357,0.036181640625,-0.005105637884116732,0.00025,0.004364918,6.015689849853516,130,0.2,0.28139305114746094,1.0075852870941162,14.16100709438324
28,15,1093,30720,-5.718761280179024,0.025244140625,-0.002425680744636338,0.00025,0.005367647,3.735112190246582,140,0.2,0.4096359610557556,1.015410304069519,11.82997249364853
29,16,1101,32768,-5.734937292337418,0.029150390625,-0.0029371731681749223,0.00025,0.0041454723,6.033391952514648,150,0.2,0.19808495044708252,1.0134203433990479,15.7662173807621
31,17,1098,34816,-5.716419440507889,0.03193359375,-0.0035878095513908193,0.00025,0.0064864,7.352502346038818,160,0.2,0.3674352169036865,1.0067954063415527,12.681352758407593
33,18,1100,36864,-5.702965673804283,0.041259765625,-0.00415759629686363,0.00025,0.005349666,3.652005195617676,170,0.2,0.5276617407798767,1.0071172714233398,9.872914904356003
35,19,1100,38912,-5.7115844815969465,0.063720703125,-0.003720203088596463,0.00025,0.0076325554,8.533492088317871,180,0.2,0.5256505012512207,1.0103697776794434,13.738438239693641
37,20,1098,40960,-5.7167954504489895,0.021484375,-0.0020403111760970206,0.00025,0.0051300647,6.6383843421936035,190,0.2,0.4581425189971924,1.0101760625839233,10.581216490268707
39,21,1098,43008,-5.709712520241737,0.06171875,-0.006039623174001463,0.00025,0.008016124,1.804426908493042,200,0.2,0.4403672218322754,1.0062129497528076,3.7410044834017753
40,22,1098,45056,-5.7053533613681795,0.05634765625,-0.0049193430168088526,0.00025,0.0050356574,1.5332962274551392,210,0.2,0.17792582511901855,1.0086928606033325,2.9825673311948777
42,23,1097,47104,-5.7057707041502,0.056689453125,-0.0035900298767955973,0.00025,0.0062560393,0.6326062083244324,220,0.2,0.012957215309143066,1.005100965499878,1.5906187530606986
44,24,1102,49152,-5.6951258957386015,0.049560546875,-0.006093634513672441,0.00025,0.0034398646,2.1562771797180176,230,0.2,0.37423044443130493,1.0038056373596191,4.560506752133369
46,25,1104,51200,-5.679079630970955,0.07802734375,-0.003303562666405924,0.00025,0.0051341825,0.7636688351631165,240,0.2,-0.06951320171356201,0.9985626339912415,1.540910479426384
48,26,1109,53248,-5.676084786653519,0.062060546875,-0.0038482166855828837,0.00025,0.008661593,0.9986498951911926,250,0.2,-0.039078354835510254,1.0026850700378418,1.893665187060833
49,27,1111,55296,-5.689882916212082,0.079931640625,-0.008271716986200772,0.00025,0.008675817,1.7255216836929321,260,0.2,0.4881049394607544,1.0046097040176392,4.372544667124748
51,28,1116,57344,-5.694322323799133,0.048974609375,-0.003976708912523464,0.00025,0.0055832644,1.2683806419372559,270,0.2,-0.06493854522705078,1.0047794580459595,2.633706036955118
53,29,1118,59392,-5.681155931949616,0.07041015625,-0.003922476559819188,0.00025,0.008221067,0.1359308660030365,280,0.2,0.028967082500457764,0.999285876750946,0.3766078351996839
54,30,1121,61440,-5.6749491661787035,0.096630859375,-0.0034205120318802074,0.00025,0.00666455,0.10109581798315048,290,0.2,-0.026486873626708984,1.001904010772705,0.2232434889767319
