time/total_timesteps,time/time_elapsed,time/iterations,train/reward,time/fps,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/value_loss,train/loss,train/clip_range,train/approx_kl,train/entropy_loss,train/explained_variance,train/learning_rate,train/std
2048,1,1,-0.055611137,1512,,,,,,,,,,,
4096,3,2,-0.119207054,1305,0.049658203125,-0.004000519208784681,10,0.728092395979911,0.6132785677909851,0.2,0.0058831507,-4.259934870898723,-0.044428348541259766,0.00025,1.001113772392273
6144,4,3,0.31670877,1251,0.053271484375,-0.005319886823417619,20,16.342925699055193,5.998009204864502,0.2,0.0063857804,-4.256636448204517,0.040002524852752686,0.00025,0.9976211190223694
8192,6,4,1.5051833,1235,0.022021484375,-0.0025735609466210007,30,60.118980914354324,29.3509464263916,0.2,0.005130013,-4.249434632062912,0.03471153974533081,0.00025,0.9968625903129578
10240,8,5,0.096004605,1226,0.03818359375,-0.0034314258591621183,40,13.97899811565876,4.785403251647949,0.2,0.0037806078,-4.256833040714264,0.2056211233139038,0.00025,1.0047460794448853
12288,10,6,-0.40696317,1219,0.04375,-0.004200653066800441,50,70.22714389562607,42.23740005493164,0.2,0.003686518,-4.276519440114498,0.08917236328125,0.00025,1.0096498727798462
14336,11,7,0.26570317,1215,0.0240234375,-0.0023276688953046687,60,51.06870608627796,15.686314582824707,0.2,0.0034481967,-4.284184257686138,0.11029672622680664,0.00025,1.0091897249221802
16384,13,8,-4.059315,1209,0.07236328125,-0.0065679956052917985,70,12.775077430903911,6.900987148284912,0.2,0.0056761755,-4.276719735562802,0.1616618037223816,0.00025,1.0045099258422852
18432,15,9,0.26771134,1206,0.0310546875,-0.001965351479884703,80,64.13253005743027,70.1064224243164,0.2,0.005050021,-4.277340988814831,0.18422788381576538,0.00025,1.0096303224563599
20480,17,10,3.0258358,1203,0.02421875,-0.0027256980582023973,90,121.80593810081481,53.70184326171875,0.2,0.003384029,-4.285362622141838,0.10014408826828003,0.00025,1.0098538398742676
22528,18,11,0.090737,1201,0.0421875,-0.0032748409124906176,100,16.118765686452388,6.370686054229736,0.2,0.008283721,-4.285973291099071,0.31880348920822144,0.00025,1.0093802213668823
24576,20,12,1.2464439,1190,0.037109375,-0.0015096747978532222,110,87.7262079358101,68.26422119140625,0.2,0.0051013753,-4.2886043906211855,0.2332921028137207,0.00025,1.0125921964645386
26624,22,13,-6.069645,1190,0.059521484375,-0.0026466395764146,120,106.89842665791511,75.25614929199219,0.2,0.0060139783,-4.2922522440552715,0.17506057024002075,0.00025,1.0098499059677124
28672,24,14,0.92783266,1147,0.072705078125,-0.003285351399972569,130,29.51774302124977,24.71105194091797,0.2,0.008294949,-4.2931655392050745,0.06347149610519409,0.00025,1.0133918523788452
30720,26,15,0.33015683,1138,0.061865234375,-0.002711529278894886,140,120.66327169537544,63.30226516723633,0.2,0.007075844,-4.300928744673729,0.16722804307937622,0.00025,1.0160154104232788
32768,28,16,0.013901559,1135,0.0630859375,-0.003269110360997729,150,124.59675557613373,70.8661880493164,0.2,0.007819438,-4.308680558204651,0.1918346881866455,0.00025,1.0185394287109375
