time/time_elapsed,train/reward,time/fps,time/iterations,time/total_timesteps,train/clip_fraction,train/loss,train/clip_range,train/value_loss,train/std,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/entropy_loss
0,-0.12909907,3153,1,2048,,,,,,,,,,,
1,-0.13069576,2060,2,4096,0.010986328125,0.5917582511901855,0.2,1.5263405047357081,1.0011106729507446,10,0.00025,-0.0006573344879143405,0.0035821814,0.025713086128234863,-1.419118694216013
3,-1.4668808,1889,3,6144,9.765625e-05,8.192008972167969,0.2,20.75203247666359,1.0030025243759155,20,0.00025,-3.812512732110917e-05,0.0020233667,0.014431238174438477,-1.4205814473330975
4,-0.104826815,1798,4,8192,0.005322265625,1.5047607421875,0.2,3.65149432271719,1.0087233781814575,30,0.00025,-0.0004511488790740259,0.0013738303,0.17435699701309204,-1.4255485862493515
5,-7.739577,1859,5,10240,0.02919921875,3.621077060699463,0.2,8.282230572402478,1.0111616849899292,40,0.00025,-0.0027594911865890027,0.0039663,0.048627376556396484,-1.4294202409684658
6,-0.06390581,1952,6,12288,0.004345703125,11.105218887329102,0.2,23.54112864136696,1.0128856897354126,50,0.00025,-0.0009437036467716097,0.0028037007,0.07747632265090942,-1.430844596773386
7,0.23921722,1980,7,14336,0.017041015625,1.6016749143600464,0.2,2.9089667700231074,1.0214051008224487,60,0.00025,-0.0035591335079516286,0.0030008308,0.011816859245300293,-1.435837136209011
8,1.6881139,2013,8,16384,0.026025390625,8.70656967163086,0.2,15.228129386901855,1.0259944200515747,70,0.00025,0.00011760677152778953,0.005681528,0.09488707780838013,-1.4425246506929397
9,0.17830378,2030,9,18432,0.011669921875,2.4566855430603027,0.2,6.192062419652939,1.025282382965088,80,0.00025,0.00021506442571990193,0.001781133,0.13643354177474976,-1.4432461209595204
9,0.64830595,2069,10,20480,0.0048828125,17.179716110229492,0.2,28.90013530254364,1.0275781154632568,90,0.00025,-0.00012886643526144326,0.0018164034,0.027810096740722656,-1.4454852759838104
10,-1.2726378,2107,11,22528,0.025830078125,4.911109447479248,0.2,11.837274637818336,1.0296378135681152,100,0.00025,-0.0020982857880881057,0.003917819,0.048725426197052,-1.4471401013433933
11,0.47760394,2066,12,24576,0.03828125,5.367062091827393,0.2,10.701821118593216,1.0317500829696655,110,0.00025,-0.002753826316620689,0.003731898,0.0074555277824401855,-1.4485766611993314
14,3.3956633,1842,13,26624,0.010791015625,28.657917022705078,0.2,65.46692734956741,1.027480125427246,120,0.00025,-0.0018290573330887127,0.0022873776,0.0069904327392578125,-1.4484747156500817
15,1.8565664,1856,14,28672,0.03603515625,7.554380416870117,0.2,15.28526816368103,1.022530436515808,130,0.00025,0.0006816527180490084,0.0053122602,0.012947499752044678,-1.443587812036276
18,-8.004771,1699,15,30720,0.009521484375,27.39541244506836,0.2,72.74831700325012,1.0199711322784424,140,0.00025,-0.0019074218871537596,0.0031388947,0.013641178607940674,-1.4401130855083466
19,0.15853788,1712,16,32768,0.001123046875,55.282920837402344,0.2,60.03088847398758,1.0226351022720337,150,0.00025,-0.0011929367159609684,0.0013645865,-0.023709535598754883,-1.4392058081924914
20,1.5366275,1670,17,34816,0.01748046875,25.952285766601562,0.2,40.4057865858078,1.0224366188049316,160,0.00025,-8.236867433879525e-05,0.005252879,0.005470216274261475,-1.4414546847343446
21,6.883651,1698,18,36864,0.005810546875,59.73347854614258,0.2,90.69796462059021,1.0225566625595093,170,0.00025,0.0002975882176542655,0.0033383109,0.0007949471473693848,-1.4411560952663423
22,0.5730979,1720,19,38912,0.017724609375,8.79228401184082,0.2,16.1768514752388,1.0262103080749512,180,0.00025,-0.001089744766068179,0.0033504737,-0.004296541213989258,-1.442905344069004
23,0.9951562,1750,20,40960,0.01337890625,54.40277862548828,0.2,104.78096392154694,1.0320771932601929,190,0.00025,-0.002432873539510183,0.0034831562,0.007377147674560547,-1.447097223252058
24,-3.142349,1772,21,43008,0.016552734375,37.43355178833008,0.2,73.18418490886688,1.0329831838607788,200,0.00025,-0.0020771149153006262,0.0040904554,-0.00912940502166748,-1.4509359642863273
25,-0.55136174,1781,22,45056,0.0587890625,20.930919647216797,0.2,51.63269357681274,1.03095281124115,210,0.00025,-0.0023920277832075953,0.004198245,0.006204128265380859,-1.4502776987850665
26,0.5376795,1801,23,47104,0.026806640625,61.058441162109375,0.2,112.83583376407623,1.0256881713867188,220,0.00025,-0.003165255521889776,0.006543854,0.011734306812286377,-1.4469058699905872
27,1.0231321,1818,24,49152,0.02021484375,6.987851619720459,0.2,14.301767188310624,1.0195744037628174,230,0.00025,-0.0013574559823609888,0.0029101293,-0.024945735931396484,-1.4432450868189335
27,7.432857,1839,25,51200,0.019189453125,51.402259826660156,0.2,101.11348900794982,1.0224109888076782,240,0.00025,-0.0012123399894335308,0.003919654,0.005841314792633057,-1.4389854557812214
