time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/value_loss,train/explained_variance,train/approx_kl,train/loss,train/std,train/learning_rate
1315,1,2048,1,,,,,,,,,,,
1243,3,4096,2,10,-5.673023077845573,-0.006267269144882448,0.048046875,0.2,0.6562457447871566,-0.006098270416259766,0.007499977,0.23716309666633606,0.9985532760620117,0.00025
1222,5,6144,3,20,-5.667300990223884,-0.005623431445565074,0.044580078125,0.2,4.729589101672173,0.02312755584716797,0.006005156,1.420920968055725,0.9965221285820007,0.00025
1208,6,8192,4,30,-5.661149165034294,-0.001605511663365178,0.014013671875,0.2,22.761414551734923,0.07147234678268433,0.0053430144,16.72386360168457,0.9965776205062866,0.00025
1203,8,10240,5,40,-5.66456216275692,-0.0036058275232790037,0.017333984375,0.2,11.91787701845169,-0.0126800537109375,0.0035432358,6.00816011428833,0.9974449872970581,0.00025
1199,10,12288,6,50,-5.668424078822136,-0.0032174532185308634,0.038134765625,0.2,24.306210029125214,0.028590142726898193,0.004381752,8.946002960205078,0.9994187355041504,0.00025
1195,11,14336,7,60,-5.681111747026444,-0.0024632773187477142,0.018017578125,0.2,12.681491589546203,-0.000903010368347168,0.0042142654,6.858041286468506,1.0036044120788574,0.00025
1195,13,16384,8,70,-5.690505841374398,-0.005469423238537274,0.020263671875,0.2,36.072990375757215,0.0021578073501586914,0.0038681275,27.197599411010742,1.003773808479309,0.00025
1193,15,18432,9,80,-5.690769144892693,-0.0016560600692173467,0.01142578125,0.2,31.459239315986633,-0.003949642181396484,0.004303551,15.54079532623291,1.0040991306304932,0.00025
1191,17,20480,10,90,-5.687328904867172,-0.003497681321459822,0.028662109375,0.2,6.718033728003502,0.0441243052482605,0.005035522,3.741868734359741,1.0008020401000977,0.00025
1191,18,22528,11,100,-5.6827940762043,-0.007878291857196018,0.048779296875,0.2,21.453069967031478,0.01473701000213623,0.0086291125,5.707529067993164,1.002706527709961,0.00025
1191,20,24576,12,110,-5.692841246724129,-0.008054274642199743,0.042431640625,0.2,28.051205438375472,-0.009166836738586426,0.0058641136,13.678640365600586,1.0057238340377808,0.00025
1169,22,26624,13,120,-5.692336642742157,-0.00615069909254089,0.040869140625,0.2,14.30983588695526,-0.01586449146270752,0.0073735155,9.542236328125,1.0008997917175293,0.00025
1169,24,28672,14,130,-5.676125809550285,-0.003955098683945835,0.01806640625,0.2,25.16277943253517,0.03850233554840088,0.004092904,12.898187637329102,0.999339759349823,0.00025
1168,26,30720,15,140,-5.667556014657021,-0.004141557443654164,0.07998046875,0.2,12.502281719446183,0.024493098258972168,0.009334985,5.40039587020874,0.9960936307907104,0.00025
1168,28,32768,16,150,-5.64836223423481,-0.005322746736055706,0.041650390625,0.2,30.227469289302825,-0.00477755069732666,0.0055367714,13.397292137145996,0.9898725748062134,0.00025
1170,29,34816,17,160,-5.6335265874862674,-0.0006193294655531644,0.021337890625,0.2,36.89653688669205,0.002020895481109619,0.0046997964,15.916910171508789,0.9903452396392822,0.00025
1171,31,36864,18,170,-5.629127416014671,-0.003349261138646398,0.044970703125,0.2,13.843913239240646,0.04535543918609619,0.006517751,6.494044780731201,0.9862263798713684,0.00025
1172,33,38912,19,180,-5.615055871009827,-0.0024651111103594302,0.043896484375,0.2,30.21702505350113,0.011114835739135742,0.003989381,14.592803001403809,0.9838383197784424,0.00025
1173,34,40960,20,190,-5.608924755454064,-0.0033344680196023546,0.0455078125,0.2,32.094221520423886,-0.0089796781539917,0.0071141142,26.64536476135254,0.9830517768859863,0.00025
1173,36,43008,21,200,-5.605750775337219,-0.004286013831733726,0.025244140625,0.2,21.75580507516861,0.04175060987472534,0.005102435,9.809556007385254,0.9822804927825928,0.00025
1173,38,45056,22,210,-5.605766677856446,-0.003795487617026083,0.069677734375,0.2,38.3103759765625,0.0185888409614563,0.010730757,16.478607177734375,0.9836128950119019,0.00025
1172,40,47104,23,220,-5.610541966557503,-0.0038570106495171784,0.044189453125,0.2,21.63859405517578,0.02453392744064331,0.0033769202,11.864571571350098,0.984083890914917,0.00025
1172,41,49152,24,230,-5.613668695092201,-0.0019152844557538628,0.053369140625,0.2,32.80776768922806,0.12295210361480713,0.0061619123,11.712501525878906,0.9856749773025513,0.00025
1173,43,51200,25,240,-5.617994514107704,-0.005061174769070931,0.061279296875,0.2,42.77479879856109,-0.007409214973449707,0.0076274103,19.81966209411621,0.9855672717094421,0.00025
1168,45,53248,26,250,-5.618715357780457,-0.006033714799559675,0.0767578125,0.2,20.477713966369627,0.043936967849731445,0.0089458525,10.975794792175293,0.9865909814834595,0.00025
1169,47,55296,27,260,-5.62420774102211,-0.002265826950315386,0.0365234375,0.2,38.44929842948913,0.10615980625152588,0.0053686225,24.86998748779297,0.9882016777992249,0.00025
1170,48,57344,28,270,-5.6171707063913345,0.0009522038148134015,0.050732421875,0.2,33.64375203847885,0.019828379154205322,0.004501436,14.463929176330566,0.98317551612854,0.00025
1169,50,59392,29,280,-5.611778700351715,-0.006212490290636197,0.047802734375,0.2,14.622314220666885,0.3144385814666748,0.007287228,7.691305160522461,0.9860500693321228,0.00025
1170,52,61440,30,290,-5.613526397943497,-0.0010817643633345142,0.04462890625,0.2,31.353419756889345,0.310255765914917,0.0053782933,21.49579620361328,0.9833473563194275,0.00025
