time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/value_loss,train/explained_variance,train/approx_kl,train/loss,train/std,train/learning_rate
1290,1,2048,1,,,,,,,,,,,
1225,3,4096,2,10,-5.67515175640583,-0.004498597435303964,0.03515625,0.2,0.3023090770468116,0.0041419267654418945,0.005664133,0.1480288803577423,0.9989622831344604,0.00025
1211,5,6144,3,20,-5.6729413032531735,-0.005856789273093454,0.022705078125,0.2,2.4198298580944537,0.015171587467193604,0.004045612,0.8405782580375671,0.9998239278793335,0.00025
1204,6,8192,4,30,-5.673978245258331,-0.007672783859015908,0.057373046875,0.2,12.482922062277794,0.0007458925247192383,0.007529747,8.821264266967773,0.9992895126342773,0.00025
1073,9,10240,5,40,-5.672046968340874,-0.00467054772307165,0.0388671875,0.2,9.476257219910622,-0.007218360900878906,0.005186451,5.256072521209717,0.9993386268615723,0.00025
1088,11,12288,6,50,-5.671383458375931,-0.0014920961737516336,0.023095703125,0.2,21.688345342874527,0.00694727897644043,0.0051854784,8.172365188598633,0.9982248544692993,0.00025
1099,13,14336,7,60,-5.663872510194778,-0.0027704436288331635,0.034130859375,0.2,5.106106096506119,0.02394014596939087,0.0048225163,2.6525185108184814,0.9960324168205261,0.00025
1110,14,16384,8,70,-5.660624155402184,-0.0032356067938962953,0.038037109375,0.2,13.921291396021843,0.016908764839172363,0.0072525498,6.509040355682373,0.9956374764442444,0.00025
1118,16,18432,9,80,-5.663774332404136,-0.005359261378180236,0.046044921875,0.2,12.128876557946205,0.047699570655822754,0.0058914092,4.372192859649658,0.9987022876739502,0.00025
1108,18,20480,10,90,-5.681128391623497,-0.007730326271848753,0.05810546875,0.2,7.338754266500473,0.04881078004837036,0.005847693,3.965881109237671,1.003770351409912,0.00025
1114,20,22528,11,100,-5.683820468187332,-0.0038944020641793033,0.035302734375,0.2,14.387328597903252,-0.005209684371948242,0.005288076,7.5780181884765625,0.999899685382843,0.00025
1119,21,24576,12,110,-5.673051652312279,-0.006686397743760608,0.0900390625,0.2,11.284429636597633,0.03302973508834839,0.008752432,6.628737926483154,0.9990419149398804,0.00025
1123,23,26624,13,120,-5.6776421755552295,-0.0027373603719752283,0.0357421875,0.2,10.175702968239785,0.013717234134674072,0.006356518,4.428965091705322,1.0022108554840088,0.00025
1128,25,28672,14,130,-5.685144546627998,-0.004927646869327873,0.072119140625,0.2,19.389022982120515,0.002704620361328125,0.0068731997,6.669908046722412,1.0018813610076904,0.00025
1131,27,30720,15,140,-5.683999246358871,-0.0056302145385416225,0.0544921875,0.2,10.12305507361889,0.03589576482772827,0.0064789606,4.811332702636719,1.0024758577346802,0.00025
1134,28,32768,16,150,-5.692430463433266,-0.0009183117130305618,0.03369140625,0.2,16.788581210374833,0.01875835657119751,0.0052092206,11.753117561340332,1.0072495937347412,0.00025
1137,30,34816,17,160,-5.706377622485161,-0.0013692445907508954,0.0279296875,0.2,25.839549547433855,0.03694730997085571,0.004657169,13.24895191192627,1.0096328258514404,0.00025
1139,32,36864,18,170,-5.70669050514698,-0.0034268975956365465,0.042724609375,0.2,11.722672349214553,-0.0005422830581665039,0.007987467,5.571928024291992,1.0058962106704712,0.00025
1140,34,38912,19,180,-5.689431965351105,-0.003069251519627869,0.0337890625,0.2,25.543922221660615,0.0073847174644470215,0.004825594,16.614137649536133,1.0016111135482788,0.00025
1142,35,40960,20,190,-5.680349287390709,-0.0044400534708984194,0.083251953125,0.2,22.397342574596404,-0.007353782653808594,0.008329245,10.39608383178711,1.0029964447021484,0.00025
1144,37,43008,21,200,-5.687390622496605,-0.002545199797896203,0.055615234375,0.2,13.750198835134507,0.05060386657714844,0.0057252105,7.129256248474121,1.0057650804519653,0.00025
1147,39,45056,22,210,-5.685772320628166,-0.0010085145418997853,0.045068359375,0.2,17.06437264084816,0.032723069190979004,0.0045515494,8.531119346618652,1.0004124641418457,0.00025
1148,41,47104,23,220,-5.672503882646561,-0.0035637187102111056,0.041259765625,0.2,13.134648686647415,0.03262603282928467,0.0046758484,7.147512912750244,0.9999158978462219,0.00025
1150,42,49152,24,230,-5.667241314053536,-0.0036230052006430923,0.060986328125,0.2,15.645971304178238,0.07248055934906006,0.0057326164,9.5458402633667,0.9965885281562805,0.00025
1151,44,51200,25,240,-5.648930260539055,-0.002176346117630601,0.058837890625,0.2,5.3705996230244635,-0.035921573638916016,0.0053833458,2.597916841506958,0.9912869930267334,0.00025
1147,46,53248,26,250,-5.631657460331917,-0.0019221582857426255,0.0505859375,0.2,1.6036701310425996,0.0015447735786437988,0.0036926118,0.6772743463516235,0.9890554547309875,0.00025
1149,48,55296,27,260,-5.632789960503578,-0.005087096526403911,0.04296875,0.2,1.6184017188847064,0.12491613626480103,0.0054671634,1.035245418548584,0.9923459887504578,0.00025
1150,49,57344,28,270,-5.64083371758461,0.0009514922538073733,0.0541015625,0.2,5.324716979265213,-0.026642322540283203,0.009077944,2.659205913543701,0.9914705753326416,0.00025
1151,51,59392,29,280,-5.64082051217556,-0.0017137817281764,0.041259765625,0.2,5.2915440768003466,0.07226741313934326,0.006101733,2.740288734436035,0.992988109588623,0.00025
1152,53,61440,30,290,-5.646837106347084,-0.0016445572924567386,0.031884765625,0.2,5.3696363180875775,0.06747668981552124,0.0036305843,2.907315254211426,0.9945402145385742,0.00025
