time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/clip_range,train/learning_rate,train/explained_variance,train/value_loss,train/loss,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/std,train/clip_fraction,train/approx_kl
2048,1,1,1539,,,,,,,,,,,
4096,2,2,1446,0.2,0.00025,0.033647358417510986,1.4040418595075608,0.8086734414100647,-0.002453714594594203,-4.256617906689644,10,1.00001060962677,0.021484375,0.003721356
6144,3,4,1417,0.2,0.00025,0.022506296634674072,41.26089744567871,21.06630516052246,-0.0015220681263599545,-4.255238908529281,20,0.9986798763275146,0.0021484375,0.002075057
8192,4,5,1405,0.2,0.00025,0.33037054538726807,11.830935709178448,8.203875541687012,-0.004556209209840745,-4.25462092757225,30,1.0004230737686157,0.034228515625,0.00509803
10240,5,7,1371,0.2,0.00025,0.2620002031326294,16.899921548366546,7.545487403869629,-0.0024869969303836113,-4.2584005266427996,40,1.000017762184143,0.01298828125,0.0043138796
12288,6,8,1372,0.2,0.00025,0.11937689781188965,181.6420934677124,74.37435150146484,-0.0008238221038482152,-4.256795278191566,50,1.0002671480178833,0.000830078125,0.002061938
14336,7,10,1373,0.2,0.00025,0.039112091064453125,15.044506204128265,8.244626998901367,-0.003175106141134165,-4.258215910196304,60,1.0011423826217651,0.02626953125,0.0029465903
16384,8,11,1373,0.2,0.00025,0.2668907642364502,104.25934662818909,42.957763671875,-0.001922969649604056,-4.262008655071258,70,1.0021535158157349,0.005859375,0.0031601053
18432,9,13,1374,0.2,0.00025,0.031154394149780273,144.13444142341615,57.586124420166016,-0.0015209302480798214,-4.259948217868805,80,0.9992002844810486,0.00927734375,0.0018949229
20480,10,14,1374,0.2,0.00025,0.6873396635055542,9.228097227215766,3.7323074340820312,-0.006129488241276704,-4.2516726613044735,90,0.9978957176208496,0.063427734375,0.008700084
22528,11,16,1375,0.2,0.00025,0.2716001272201538,83.08743109703065,45.6956672668457,-0.0016654517152346671,-4.2507051676511765,100,0.9983935356140137,0.014013671875,0.0032230248
24576,12,17,1375,0.2,0.00025,5.155801773071289e-05,103.00771617889404,53.25056076049805,-0.002898552939586807,-4.253823029994964,110,1.000479817390442,0.026171875,0.0055711763
26624,13,19,1374,0.2,0.00025,0.1945299506187439,94.07579114437104,53.07271957397461,-0.0016305117460433394,-4.257686457037925,120,0.9996800422668457,0.030419921875,0.005117663
28672,14,20,1374,0.2,0.00025,0.19511467218399048,184.9280664920807,64.78814697265625,-0.0002264195922180079,-4.256373915076256,130,1.0001654624938965,0.006640625,0.0025882344
30720,15,22,1374,0.2,0.00025,0.003096938133239746,31.708269488811492,15.948220252990723,-0.0032605717016849665,-4.259129324555397,140,1.0008533000946045,0.04521484375,0.004455031
32768,16,23,1374,0.2,0.00025,0.19821709394454956,182.260875415802,106.06954193115234,-0.001440499708405696,-4.259209802746772,150,1.0012494325637817,0.004296875,0.0018662575
34816,17,25,1375,0.2,0.00025,0.08580976724624634,212.8407178878784,115.10841369628906,-0.0015867615438764915,-4.261092856526375,160,1.0022517442703247,0.009033203125,0.004458951
36864,18,26,1374,0.2,0.00025,0.5777978301048279,19.866718733310698,5.939627170562744,-0.0021591733864624986,-4.250907877087593,170,0.9926743507385254,0.042236328125,0.0073443837
38912,19,28,1374,0.2,0.00025,0.1315213441848755,259.6035653114319,177.776611328125,-0.0017791822305298411,-4.234759905934334,180,0.992363452911377,0.013037109375,0.0038142162
40960,20,29,1374,0.2,0.00025,-2.1576881408691406e-05,178.02696199417113,88.44953918457031,7.972007151693105e-05,-4.236169838905335,190,0.9955262541770935,0.0251953125,0.0072954735
43008,21,31,1367,0.2,0.00025,0.16750037670135498,154.20352234840394,56.758087158203125,-0.002771081124956254,-4.2423479676246645,200,0.9939846396446228,0.02509765625,0.006515773
45056,22,32,1368,0.2,0.00025,0.15132129192352295,328.1758744239807,150.13648986816406,-0.0018920517090009526,-4.235658475756646,210,0.9918692708015442,0.010107421875,0.003559513
47104,23,34,1368,0.2,0.00025,0.0008217692375183105,47.0405086517334,29.3407039642334,-0.0017060592101188377,-4.232016998529434,220,0.9910551905632019,0.031005859375,0.003703259
49152,24,35,1369,0.2,0.00025,0.1916639804840088,254.30008201599122,168.48904418945312,-0.002069252691580914,-4.233087578415871,230,0.9924525618553162,0.005615234375,0.0026851406
51200,25,37,1369,0.2,0.00025,0.0844605565071106,293.60460929870607,118.6911849975586,-0.002141532975656446,-4.233278185129166,240,0.9919300079345703,0.0427734375,0.0050488464
53248,26,38,1369,0.2,0.00025,0.49834519624710083,16.134608674049378,7.9156174659729,-0.0015851794436457568,-4.22594453394413,250,0.9861137270927429,0.0583984375,0.008480733
55296,27,40,1370,0.2,0.00025,0.15791910886764526,226.48478212356568,89.69490051269531,-0.0036932025803253056,-4.210461565852166,260,0.9840942025184631,0.055810546875,0.0061480985
57344,28,41,1370,0.2,0.00025,4.8100948333740234e-05,204.06896691322328,92.0640640258789,-0.001989726228930522,-4.20861334502697,270,0.98380446434021,0.043212890625,0.005255009
59392,29,43,1370,0.2,0.00025,0.1982579231262207,159.54748673439025,67.48098754882812,-0.0005634861590806395,-4.203860503435135,280,0.9820645451545715,0.033203125,0.0028687122
61440,30,44,1371,0.2,0.00025,0.1295008659362793,316.5378561973572,132.9687957763672,-0.002483550869510509,-4.202234399318695,290,0.9823430180549622,0.0248046875,0.0053460225
