time/time_elapsed,time/iterations,train/reward,time/total_timesteps,time/fps,train/explained_variance,train/entropy_loss,train/std,train/n_updates,train/learning_rate,train/approx_kl,train/loss,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range
0,1,-0.01724511,2048,3308,,,,,,,,,,,
1,2,-0.14037481,4096,2950,0.0014913082122802734,-1.4195264145731925,1.000603199005127,10,0.00025,0.002260304,0.12219181656837463,0.32689008619636295,-2.6577466633170844e-05,0.00703125,0.2
2,3,-1.5786653,6144,2848,0.0,-1.4192608766257764,0.9988183379173279,20,0.00025,0.008151764,0.07918708771467209,0.13448550831526518,-0.003490141216025222,0.05810546875,0.2
2,4,-0.00021472067,8192,2792,-0.002064347267150879,-1.4186350241303445,1.0003612041473389,30,0.00025,0.004344683,1.936344861984253,3.617797540128231,-0.0003370511127286591,0.0064453125,0.2
3,5,-7.340156,10240,2765,-0.0018974542617797852,-1.4163656666874886,0.9939374923706055,40,0.00025,0.004215289,8.25546646118164,12.335765352845192,-0.0012183623344753868,0.01591796875,0.2
4,6,-0.091924295,12288,2653,-0.005444526672363281,-1.4144964903593062,0.9978829622268677,50,0.00025,0.0014020185,4.174840450286865,14.976018393039704,-0.0014075139071792365,0.003369140625,0.2
5,7,0.13579942,14336,2650,-0.02599513530731201,-1.4173594795167446,0.998201310634613,60,0.00025,0.0037451359,0.5932075381278992,2.726458515692502,-0.003368769848020747,0.0490234375,0.2
6,8,2.4741628,16384,2645,-0.007116198539733887,-1.418586641550064,1.0007903575897217,70,0.00025,0.0024285472,5.596511363983154,13.336681136488915,-0.0008117528544971719,0.008447265625,0.2
6,9,0.81819767,18432,2643,-0.015439391136169434,-1.4194218769669533,1.0002317428588867,80,0.00025,0.0019735377,5.968308925628662,11.702368316054343,-0.000844482026877813,0.004345703125,0.2
7,10,1.311908,20480,2644,0.0004253387451171875,-1.4187174305319785,0.9993979334831238,90,0.00025,0.00041884882,32.86298751831055,54.40361932516098,-0.000538246341602644,0.0,0.2
8,11,-1.3181156,22528,2642,-0.0007886886596679688,-1.4180805034935475,0.998688280582428,100,0.00025,0.00024252519,27.15182876586914,56.15985313653946,-5.7318554900120945e-05,0.0,0.2
9,12,0.22442497,24576,2627,0.0039174556732177734,-1.4188381634652614,1.0004034042358398,110,0.00025,0.004179325,17.50381088256836,27.513985013961793,-0.0021770272142020985,0.023876953125,0.2
10,13,3.0265508,26624,2626,-0.006128907203674316,-1.416786266118288,0.9960755705833435,120,0.00025,0.0033688645,34.92287826538086,62.52534894943237,-0.001152792706125183,0.0076171875,0.2
10,14,1.3124669,28672,2627,0.004026293754577637,-1.4125188142061234,0.9921557307243347,130,0.00025,0.0014837823,7.361290454864502,11.204775419831275,-0.0002647226065164432,0.000537109375,0.2
11,15,-4.99184,30720,2628,-0.0004076957702636719,-1.409807675331831,0.989499032497406,140,0.00025,0.003974664,16.996776580810547,51.448632943630216,-0.0015643002785509451,0.022021484375,0.2
12,16,0.007731152,32768,2628,1.2636184692382812e-05,-1.4091063432395459,0.9885692596435547,150,0.00025,0.004324211,19.879316329956055,29.986983829736708,-0.0026720212801592423,0.03095703125,0.2
13,17,0.026740814,34816,2618,0.0,-1.409366562217474,0.9917335510253906,160,0.00025,0.0011121335,2.3622887134552,7.85714218467474,2.607781207188964e-05,0.00390625,0.2
14,18,0.21975493,36864,2616,1.1920928955078125e-07,-1.4134941183030605,0.9998568296432495,170,0.00025,0.0037168185,0.11755760759115219,0.3432526169344783,-5.132124715601094e-06,0.012744140625,0.2
14,19,0.0067095384,38912,2616,0.0,-1.427587490528822,1.0194395780563354,180,0.00025,0.001287702,0.05854570493102074,0.1548451974755153,-0.00021402874772320503,0.006201171875,0.2
15,20,0.01236703,40960,2618,0.0,-1.4394800759851933,1.0202999114990234,190,0.00025,0.005218618,0.04658610373735428,0.09885618493426591,-0.002388099909876473,0.043408203125,0.2
16,21,-0.17500581,43008,2618,-1.1920928955078125e-07,-1.442463357001543,1.02647864818573,200,0.00025,0.0005362125,0.15135976672172546,0.25823621307499706,0.00011490411125123501,0.0,0.2
17,22,-0.107780226,45056,2617,1.1920928955078125e-07,-1.442072931677103,1.0167921781539917,210,0.00025,0.005575307,0.026271432638168335,0.147418850264512,-0.002379579583066516,0.032373046875,0.2
17,23,0.30675828,47104,2618,-0.015670299530029297,-1.436472262442112,1.0186302661895752,220,0.00025,0.0015826051,6.829587459564209,17.33240210711956,-0.0009136419641436078,0.001318359375,0.2
18,24,0.28920206,49152,2618,0.008071303367614746,-1.4384305626153946,1.0216501951217651,230,0.00025,0.0006408882,1.0690832138061523,2.4690516993403433,-0.0007642552081961185,0.0005859375,0.2
19,25,4.173546,51200,2620,0.0011374354362487793,-1.4422110721468926,1.0253801345825195,240,0.00025,0.00075700245,11.195754051208496,25.90606005191803,-0.000624592075473629,0.000634765625,0.2
