train/reward,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/std,train/clip_fraction,train/loss,train/value_loss,train/n_updates,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/entropy_loss
-0.05277103,2002,1,1,2048,,,,,,,,,,,
-0.11048987,1782,2,2,4096,0.9958452582359314,0.008935546875,0.07053539901971817,0.1778988937381655,10,0.00025,-1.1920928955078125e-07,-0.0002179229777539149,0.2,0.0047867484,-1.4172600604593755
-0.94899213,1936,3,3,6144,0.9928190112113953,0.028125,0.15805059671401978,0.39175522327423096,20,0.00025,0.0,-0.0011869230598676949,0.2,0.0038877097,-1.41380457803607
-0.0099189365,2034,4,4,8192,0.9910931587219238,0.021240234375,0.2390880584716797,0.904388508759439,30,0.00025,5.960464477539063e-08,-0.0009232335462002084,0.2,0.004875039,-1.4110633857548236
-0.16410692,2097,5,4,10240,0.9922122955322266,0.0,0.5549123287200928,1.046649801172316,40,0.00025,1.1920928955078125e-07,6.486311904154717e-05,0.2,6.815689e-05,-1.4098473593592644
-0.0773917,2128,6,5,12288,0.9848325252532959,0.056201171875,-0.0017089992761611938,0.05654366193339229,50,0.00025,0.0,-0.0033732458992744795,0.2,0.0048982985,-1.4078572414815427
0.10544803,2146,7,6,14336,0.9881439805030823,0.00625,0.4183422327041626,0.462924007512629,60,0.00025,0.0,-0.0006269018122111447,0.2,0.0027932455,-1.4065856657922269
0.23323038,2174,8,7,16384,0.989780604839325,0.00283203125,9.798378944396973,18.51085632443428,70,0.00025,-0.011087894439697266,-0.0012046337389620021,0.2,0.0031242706,-1.4079541139304639
0.10822927,2197,9,8,18432,0.9813393354415894,0.003662109375,0.21165750920772552,0.6129597552120686,80,0.00025,0.0,-1.1939791147597133e-05,0.2,0.003276884,-1.403820812702179
0.7268028,2215,10,9,20480,0.9750473499298096,0.0466796875,0.1834353506565094,0.36289198622107505,90,0.00025,0.0,-0.002336120934342034,0.2,0.0075225392,-1.3966870717704296
-0.9418222,2230,11,10,22528,0.9771999716758728,0.007421875,10.683029174804688,17.222205165028573,100,0.00025,0.09301793575286865,-0.0026473724268726074,0.2,0.0029508495,-1.3948923163115978
0.28663343,2243,12,10,24576,0.974764347076416,0.00361328125,3.5015668869018555,8.725648081302642,110,0.00025,-0.19494867324829102,-0.0020176153237116525,0.2,0.00051733747,-1.3942665830254555
3.2665687,2252,13,11,26624,0.9734704494476318,0.003759765625,24.222946166992188,41.921143686771394,120,0.00025,-0.06334447860717773,-0.0016796689596958458,0.2,0.0024465532,-1.3928375646471978
1.8861289,2262,14,12,28672,0.9676246047019958,0.0123046875,6.815208911895752,13.317445507645607,130,0.00025,0.056092798709869385,-0.001449086812499445,0.2,0.0030163971,-1.3893525153398514
-7.9711967,2272,15,13,30720,0.9658051133155823,0.00234375,45.675880432128906,66.97139587402344,140,0.00025,0.020501136779785156,-0.0011897571122972295,0.2,0.0020680353,-1.3847480446100235
0.15263203,2280,16,14,32768,0.9665549993515015,0.00908203125,28.58442497253418,61.30901386737823,150,0.00025,-0.0008411407470703125,-0.0012072390294633807,0.2,0.0039022816,-1.384371344000101
0.98707545,2286,17,15,34816,0.9675698280334473,0.00673828125,29.44498634338379,40.98432242870331,160,0.00025,0.02674645185470581,-0.0011682186217512936,0.2,0.0026370753,-1.3853415183722972
6.5276785,2293,18,16,36864,0.9651107788085938,0.01923828125,26.359031677246094,90.82725329399109,170,0.00025,0.03447318077087402,-0.003444891521940008,0.2,0.003654984,-1.3851014420390129
0.5127081,2298,19,16,38912,0.9629113078117371,0.049072265625,6.280683994293213,14.121988356113434,180,0.00025,0.047181665897369385,-0.004042472739820368,0.2,0.0066817305,-1.3822083979845048
0.9119647,2304,20,17,40960,0.9615455865859985,0.012353515625,55.72620391845703,92.51135320663452,190,0.00025,0.05241703987121582,-0.0010625608498230576,0.2,0.0030047174,-1.3801237031817437
-3.2026188,2289,21,18,43008,0.9618036150932312,0.028173828125,17.551340103149414,60.11676378250122,200,0.00025,-0.010533571243286133,-0.0014196752781572286,0.2,0.0042890916,-1.379689585417509
-0.52296513,2293,22,19,45056,0.963051438331604,0.01572265625,19.439966201782227,44.72641760110855,210,0.00025,0.022141993045806885,-0.0018719087485806086,0.2,0.0016319416,-1.3807795539498329
0.58791476,2297,23,20,47104,0.9640386700630188,0.03095703125,69.43460845947266,114.59996695518494,220,0.00025,0.018794238567352295,-0.0034252064215252176,0.2,0.0050149215,-1.382362075895071
1.0040876,2301,24,21,49152,0.9670867919921875,0.01181640625,8.144341468811035,16.09483360052109,230,0.00025,0.018800854682922363,-0.001235440408345312,0.2,0.0017366904,-1.383810593187809
7.4466195,2304,25,22,51200,0.9633076190948486,0.01328125,44.87809371948242,115.82035946846008,240,0.00025,0.020199596881866455,-0.0012132557814766188,0.2,0.0029513042,-1.3834449380636216
