train/reward,time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/learning_rate,train/loss,train/n_updates,train/value_loss,train/approx_kl,train/entropy_loss,train/clip_fraction,train/clip_range,train/explained_variance,train/std
-3.9456976e-05,1,3144,0,2048,,,,,,,,,,,
-0.00039382186,2,2114,1,4096,-0.007539396380889229,0.00025,-0.021133411675691605,10,0.0003692879854042985,0.011252512,-1.4128583434969186,0.087109375,0.2,0.28756505250930786,0.9893811345100403
0.00072204485,3,2168,2,6144,-0.0002632653937325813,0.00025,-0.035550203174352646,20,0.0012495319929598735,0.0023901789,-1.4140875816345215,0.031005859375,0.2,-0.0160219669342041,1.0005006790161133
0.0013527184,4,2199,3,8192,2.7608715754467994e-05,0.00025,-0.03468329459428787,30,0.0008712667576730837,0.002322473,-1.4240092493593692,0.01787109375,0.2,0.0,1.007189154624939
2.2669525e-05,5,2212,4,10240,-0.003541094974207226,0.00025,-0.044073399156332016,40,0.0001085952763382636,0.005817465,-1.425378953292966,0.059130859375,0.2,0.0,1.0046125650405884
-0.0023398276,6,2228,5,12288,-0.003382621739001479,0.00025,-0.020247887820005417,50,0.0023172370593783852,0.0043064654,-1.4277978211641311,0.044921875,0.2,0.192621111869812,1.0093238353729248
0.016944954,7,2231,6,14336,-2.1281072258716448e-05,0.00025,-0.016291065141558647,60,0.010816115164925578,0.003959694,-1.4289156749844552,0.0138671875,0.2,0.1420559287071228,1.0113378763198853
-0.07992962,8,2079,7,16384,-0.0031319281784817576,0.00025,-0.02551260218024254,70,0.009238964523683535,0.0029214653,-1.4273085881024599,0.0283203125,0.2,0.43309569358825684,1.0047067403793335
0.0043823877,9,2030,9,18432,-0.00027424545478424987,0.00025,0.01631954498589039,80,0.07536934484669473,0.002396117,-1.423597426339984,0.01015625,0.2,0.08666712045669556,1.00545072555542
0.057104267,10,2038,10,20480,-0.002101215531001799,0.00025,0.006019001826643944,90,0.06855039324145765,0.0022168942,-1.4304994389414787,0.033056640625,0.2,0.06711900234222412,1.0177619457244873
-0.0021134461,11,2032,11,22528,-0.00012237448681844397,0.00025,-0.022440116852521896,100,0.004556849068467273,0.0037373113,-1.4396580755710602,0.023974609375,0.2,0.4428369402885437,1.0224061012268066
0.011559062,12,2044,12,24576,0.0005412672493548598,0.00025,-0.023085258901119232,110,0.02653207706462126,0.0014997642,-1.442634614557028,0.01689453125,0.2,0.16655617952346802,1.0256974697113037
-0.083348066,13,2057,12,26624,-0.000877456045418512,0.00025,-0.027698175981640816,120,0.06084840972325765,0.002617373,-1.4523465164005755,0.009912109375,0.2,0.18180155754089355,1.0431461334228516
0.02997388,14,2071,13,28672,-3.657698107417673e-05,0.00025,-0.025821266695857048,130,0.012134518200764433,0.0030354508,-1.4680943127721549,0.012060546875,0.2,0.33494359254837036,1.056227684020996
0.008938461,15,2084,14,30720,-0.0003529556226567365,0.00025,0.009364692494273186,140,0.06547442899027374,0.001768127,-1.4803673412650824,0.03505859375,0.2,0.048105061054229736,1.0698038339614868
-0.013863653,16,2097,15,32768,-5.671419421560131e-05,0.00025,-0.010333087295293808,150,0.047258299027453175,0.0025810169,-1.4840295810252428,0.012255859375,0.2,0.12348717451095581,1.0656682252883911
0.03180715,17,2108,16,34816,-0.0005820411970489658,0.00025,-0.020560139790177345,160,0.019356534295366146,0.0032711613,-1.494298230484128,0.020556640625,0.2,0.14790886640548706,1.0896326303482056
-0.010843291,18,2118,17,36864,-0.0002660019643371925,0.00025,0.008697424083948135,170,0.051009775348939,0.0033610847,-1.5079621274024249,0.01845703125,0.2,0.21058028936386108,1.0964900255203247
