time/time_elapsed,time/fps,time/total_timesteps,train/reward,time/iterations,train/approx_kl,train/entropy_loss,train/std,train/clip_fraction,train/learning_rate,train/clip_range,train/loss,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/value_loss
14,2408,34816,0.08301378,17,0.0039293054,-1.4048262268304825,0.9809244871139526,0.0263671875,0.00025,0.2,-0.00692874938249588,0.9380300045013428,160,-0.0052595029410440475,0.032502747350372375
15,2406,36864,-0.012149937,18,0.0025785156,-1.3988723956048488,0.9777557849884033,0.018701171875,0.00025,0.2,-0.012560144066810608,0.9707015752792358,170,-0.005264793103560805,0.039490817359182986
16,2405,38912,-0.0631551,19,0.0039788294,-1.392154225707054,0.970266580581665,0.0263671875,0.00025,0.2,-0.0039181895554065704,0.9745389819145203,180,-0.007684352662181482,0.04166058989940211
17,2404,40960,0.14735132,20,0.004747115,-1.3852465339004993,0.9646756649017334,0.03544921875,0.00025,0.2,-0.013416407629847527,0.9376136064529419,190,-0.006780068605439738,0.024599499918986113
17,2404,43008,-0.24608304,21,0.0048080017,-1.384241297096014,0.965258777141571,0.052685546875,0.00025,0.2,-0.00505220890045166,0.9715638756752014,200,-0.008307531120954082,0.03449230247642845
18,2401,45056,0.04399237,22,0.0037431545,-1.3849802657961845,0.9663925170898438,0.03037109375,0.00025,0.2,0.001897703856229782,0.9742106795310974,210,-0.007414726543356664,0.04097753360401839
19,2400,47104,-0.19283466,23,0.00413209,-1.3886246114969254,0.9721131920814514,0.031298828125,0.00025,0.2,0.001542782410979271,0.9210869669914246,220,-0.006144454842433334,0.02618582497816533
20,2395,49152,-0.017204158,24,0.0048574563,-1.3892877243459225,0.9680136442184448,0.035986328125,0.00025,0.2,-0.02120181918144226,0.9709524512290955,230,-0.008520179566403385,0.030862278200220316
21,2393,51200,0.41816843,25,0.003148931,-1.385555849224329,0.9648633003234863,0.0259765625,0.00025,0.2,-0.017514340579509735,0.9828331470489502,240,-0.006666787412541453,0.02462007846334018
22,2392,53248,0.25189635,26,0.0047161207,-1.3794910095632076,0.956302285194397,0.03798828125,0.00025,0.2,-0.011973392218351364,0.9642989635467529,250,-0.007692241694894619,0.024704136711079627
23,2367,55296,-0.08233454,27,0.004191934,-1.3805868647992612,0.9688243865966797,0.035546875,0.00025,0.2,-0.03162343055009842,0.9668081998825073,260,-0.007879406449501403,0.020224535634042695
24,2367,57344,-0.17627633,28,0.004064925,-1.3888168387115,0.9715708494186401,0.04140625,0.00025,0.2,-0.020285479724407196,0.9851527810096741,270,-0.00957005626114551,0.01980044514639303
25,2367,59392,-0.06410621,29,0.003986447,-1.3936327762901783,0.9781366586685181,0.034912109375,0.00025,0.2,-0.002510989084839821,0.9696542024612427,280,-0.006691714614862576,0.024349813489243387
25,2367,61440,0.017807424,30,0.0027876745,-1.3954993933439255,0.9759779572486877,0.032568359375,0.00025,0.2,-0.02756325528025627,0.9604669213294983,290,-0.00621389112493489,0.018124135705875233
26,2365,63488,0.030560521,31,0.004771306,-1.3951159551739694,0.9752888679504395,0.0376953125,0.00025,0.2,-0.015326510183513165,0.9866563677787781,300,-0.00854024253494572,0.01675922385184094
27,2366,65536,0.04778043,32,0.004223837,-1.3925307661294937,0.9725595712661743,0.036669921875,0.00025,0.2,-0.01683816686272621,0.9733561873435974,310,-0.008076037495629861,0.022692307602846996
28,2366,67584,-0.16435206,33,0.003876137,-1.3874688148498535,0.96442049741745,0.036865234375,0.00025,0.2,-0.016532111912965775,0.9688458442687988,320,-0.0063992307026637715,0.015195793710881844
29,2366,69632,-0.00057228963,34,0.0034961987,-1.3849329516291617,0.9683310389518738,0.0275390625,0.00025,0.2,-0.002879905514419079,0.9867780804634094,330,-0.006926725784433074,0.015196067607030272
30,2366,71680,-0.039417814,35,0.003410411,-1.3868839025497437,0.9672412872314453,0.034326171875,0.00025,0.2,-0.015418240800499916,0.9809005260467529,340,-0.006097530771512538,0.019374754518503325
31,2366,73728,-0.023789356,36,0.0037676638,-1.387954007089138,0.9710469841957092,0.0314453125,0.00025,0.2,-0.02263490855693817,0.972245454788208,350,-0.005911735810514074,0.012593485304387286
32,2366,75776,-0.00038250894,37,0.007019992,-1.3884639158844947,0.9690189361572266,0.061376953125,0.00025,0.2,-0.04409641772508621,0.9890319108963013,360,-0.009455484627687838,0.013292370736598969
32,2366,77824,-0.10237141,38,0.0043315217,-1.3966678813099862,0.9852830171585083,0.03388671875,0.00025,0.2,-0.018961936235427856,0.9837950468063354,370,-0.0069093032245291395,0.015869137231493368
33,2366,79872,-0.28990775,39,0.0054877577,-1.402878874540329,0.9817106127738953,0.050732421875,0.00025,0.2,-0.02599859982728958,0.9645804166793823,380,-0.007696784508880228,0.013066561747109517
34,2365,81920,-0.0042737094,40,0.0044538137,-1.3997260227799415,0.980880081653595,0.03193359375,0.00025,0.2,-0.021538695320487022,0.9898699522018433,390,-0.006629388497094624,0.011260545661207289
35,2365,83968,0.046236806,41,0.005785777,-1.3957847870886326,0.9730027318000793,0.04853515625,0.00025,0.2,-0.015041373670101166,0.9832707643508911,400,-0.009145498831639998,0.018483704869868233
36,2365,86016,0.067545466,42,0.0039909016,-1.3883300244808197,0.9667823910713196,0.02861328125,0.00025,0.2,-0.013979999348521233,0.9202148914337158,410,-0.005853508744621649,0.0158221154299099
37,2365,88064,0.01576955,43,0.0065176496,-1.3813289158046245,0.9596763849258423,0.0494140625,0.00025,0.2,-0.02017865888774395,0.9835696816444397,420,-0.008254615680198186,0.013728509342763573
38,2363,90112,0.116594404,44,0.004758211,-1.374930939823389,0.9542710185050964,0.052294921875,0.00025,0.2,-0.02855237014591694,0.9806720614433289,430,-0.01012280238501262,0.017048924561822786
39,2362,92160,0.18313397,45,0.0048539857,-1.3753397740423678,0.9588954448699951,0.0455078125,0.00025,0.2,-0.02114657312631607,0.9097797870635986,440,-0.009394014059216716,0.020874511369038375
39,2362,94208,0.07534911,46,0.0057899663,-1.3615114904940129,0.9309317469596863,0.052587890625,0.00025,0.2,-0.015435885637998581,0.9763073325157166,450,-0.011337892798474058,0.01789074356784113
40,2363,96256,0.11311848,47,0.0047627343,-1.3412711679935456,0.9189777374267578,0.045361328125,0.00025,0.2,-0.026600489392876625,0.9807671904563904,460,-0.01170597295567859,0.014921404817141593
41,2363,98304,-0.33184302,48,0.0051830923,-1.3294923335313797,0.9108127951622009,0.05185546875,0.00025,0.2,-0.013195950537919998,0.9488118886947632,470,-0.007226039934903383,0.014577463455498218
42,2363,100352,0.14982805,49,0.003990695,-1.3252071596682071,0.9105011224746704,0.030322265625,0.00025,0.2,-0.015054214745759964,0.9867454767227173,480,-0.007409364127670415,0.010487194856978022
