time/fps,time/iterations,train/reward,time/time_elapsed,time/total_timesteps,train/value_loss,train/entropy_loss,train/learning_rate,train/clip_range,train/std,train/n_updates,train/clip_fraction,train/approx_kl,train/loss,train/explained_variance,train/policy_gradient_loss
1555,1,-0.05062562,1,2048,,,,,,,,,,,
1399,2,0.45536715,2,4096,0.3389218940399587,-4.261247433722019,0.00025,0.2,1.0022200345993042,10,0.04921875,0.00563367,0.13346761465072632,0.12067943811416626,-0.008263427902420517
1349,3,0.03600419,4,6144,3.1268066272139547,-4.26218444108963,0.00025,0.2,1.0005756616592407,20,0.072265625,0.0071421918,0.9042908549308777,0.3463714122772217,-0.006162622157717124
1305,4,1.5419589,6,8192,7.888471741974354,-4.268316495418548,0.00025,0.2,1.0073210000991821,30,0.04140625,0.0053737927,3.222907304763794,0.2973301410675049,-0.0053977787451003675
1274,5,3.557341,8,10240,16.797199319303036,-4.275104883313179,0.00025,0.2,1.005297064781189,40,0.020947265625,0.0033569674,4.536761283874512,0.07564425468444824,-0.0015813611695193685
1260,6,-0.45680228,9,12288,11.631956923007966,-4.2832588970661165,0.00025,0.2,1.0116629600524902,50,0.027978515625,0.0043804785,4.930969715118408,0.3403548002243042,-0.0017245792230824008
1242,7,0.6504375,11,14336,24.748188522458076,-4.292389892041683,0.00025,0.2,1.0120773315429688,60,0.055712890625,0.0070614284,8.069002151489258,0.21709388494491577,-0.0026706658594775946
1241,8,4.677435,13,16384,28.770090055465698,-4.29605108499527,0.00025,0.2,1.0131425857543945,70,0.035791015625,0.003312306,12.89794921875,0.24220985174179077,-0.0032987716476782225
1245,9,-0.7860382,14,18432,29.321917328238488,-4.3036214917898175,0.00025,0.2,1.01735520362854,80,0.047509765625,0.005033208,13.886791229248047,0.01745826005935669,-0.0037045068776933475
1217,10,-0.48164234,16,20480,19.470859457552432,-4.316295652091503,0.00025,0.2,1.0236631631851196,90,0.051025390625,0.006085422,7.6353020668029785,0.4565005898475647,-0.004603040363872424
1211,11,0.22648233,18,22528,26.187897798418998,-4.330924579501152,0.00025,0.2,1.0272077322006226,100,0.035205078125,0.004388255,8.597857475280762,0.31622326374053955,-0.005273201531963423
1207,12,-1.2564296,20,24576,36.509374767541885,-4.331425946950913,0.00025,0.2,1.02466881275177,110,0.0814453125,0.008025036,15.892983436584473,0.3756672143936157,-0.003841893687786069
1120,13,-1.2799611,23,26624,16.230132627487183,-4.336663618683815,0.00025,0.2,1.0305918455123901,120,0.079736328125,0.0069224425,11.752010345458984,0.009847104549407959,-0.004002802996546961
1123,14,1.1733057,25,28672,21.067096582055093,-4.346947729587555,0.00025,0.2,1.030605435371399,130,0.03828125,0.0051696072,6.971405982971191,0.4263877272605896,-0.003347147257591132
1125,15,0.92033964,27,30720,28.42630241215229,-4.351672022044658,0.00025,0.2,1.0343328714370728,140,0.04375,0.0052654776,18.054975509643555,0.37866437435150146,-0.0037121374989510514
1129,16,-8.042233,29,32768,30.82754397392273,-4.366356101632118,0.00025,0.2,1.0392273664474487,150,0.05986328125,0.006992964,10.26564884185791,0.37291544675827026,-0.00023377685574814676
1133,17,0.16172718,30,34816,18.23208018243313,-4.369818457961083,0.00025,0.2,1.0379643440246582,160,0.072802734375,0.0074083228,6.268792629241943,0.2298414707183838,-0.000903086777543649
1135,18,3.7294405,32,36864,26.906625649333,-4.369247943162918,0.00025,0.2,1.0388630628585815,170,0.0671875,0.0076483246,9.871803283691406,0.36506861448287964,-0.004614012713136617
1137,19,1.3163319,34,38912,25.68834705352783,-4.366349443793297,0.00025,0.2,1.0361918210983276,180,0.08603515625,0.012497631,11.568724632263184,0.19465768337249756,-0.006724799095536582
1141,20,0.61289704,35,40960,38.99931960105896,-4.355228507518769,0.00025,0.2,1.0319327116012573,190,0.1431640625,0.017510142,13.544169425964355,0.11213064193725586,0.0019883949265931734
1146,21,-1.9561108,37,43008,19.00835583806038,-4.345777329802513,0.00025,0.2,1.0294651985168457,200,0.13330078125,0.015589603,8.558977127075195,0.008731603622436523,0.0013547618538723328
1150,22,0.36507517,39,45056,36.3637255012989,-4.333711136877537,0.00025,0.2,1.022866129875183,210,0.1189453125,0.011512577,10.806147575378418,0.10498350858688354,0.0007059202194795944
1152,23,0.10956114,40,47104,26.116737329959868,-4.315040335059166,0.00025,0.2,1.0152249336242676,220,0.084326171875,0.010710292,8.837471961975098,0.27179789543151855,-0.0009465801093028858
1150,24,0.07070137,42,49152,17.601161456108095,-4.292856307327748,0.00025,0.2,1.0094525814056396,230,0.078662109375,0.006901933,7.1663384437561035,0.24096542596817017,-0.0014640469846199267
1148,25,-0.064781785,44,51200,10.06499061435461,-4.273804321885109,0.00025,0.2,1.0008076429367065,240,0.116845703125,0.013634032,4.3116912841796875,0.46969854831695557,0.0015462217212188988
1149,26,-5.469201,46,53248,18.652294832468034,-4.258468247950077,0.00025,0.2,1.0016875267028809,250,0.1017578125,0.009219907,8.501702308654785,0.38173139095306396,-0.00550656863124459
1148,27,-4.1314707,48,55296,31.735908356308936,-4.265128611028194,0.00025,0.2,1.005277156829834,260,0.13515625,0.014778,14.736303329467773,0.009950637817382812,0.0019436680726357737
1111,28,1.2929125,51,57344,26.224041223526,-4.292576783895493,0.00025,0.2,1.022078037261963,270,0.115771484375,0.009577666,11.94087028503418,-0.0042296648025512695,0.003907404580968432
1057,29,0.44299865,56,59392,21.651560878753664,-4.332343156635761,0.00025,0.2,1.0291554927825928,280,0.10947265625,0.0109803,8.333242416381836,0.00494760274887085,-0.0016696037331712433
1049,30,0.41713974,58,61440,28.32152762711048,-4.332148538529873,0.00025,0.2,1.0217927694320679,290,0.131298828125,0.01247781,11.113790512084961,0.013407468795776367,-0.003358710939937737
1035,31,2.8779542,61,63488,27.569344434142113,-4.317156927287579,0.00025,0.2,1.0208349227905273,300,0.10966796875,0.012166804,8.130966186523438,0.024537205696105957,-0.0037800911770318633
