time/time_elapsed,time/fps,time/total_timesteps,train/reward,time/iterations,train/approx_kl,train/entropy_loss,train/std,train/clip_fraction,train/learning_rate,train/clip_range,train/loss,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/value_loss
0,2865,2048,-0.03829742,1,,,,,,,,,,,
1,2574,4096,-0.009189455,2,0.0028392836,-1.417844443768263,0.9985748529434204,0.01181640625,0.00025,0.2,0.30985522270202637,-0.08749127388000488,10,-0.003886305472406093,0.6593375535681844
2,2495,6144,0.0015733026,3,0.0028800839,-1.414203453809023,0.9914689064025879,0.021826171875,0.00025,0.2,0.22254502773284912,0.22998827695846558,20,-0.005562632551300339,0.48130232729017736
3,2452,8192,0.004052819,4,0.0039229235,-1.414484091848135,0.9997332692146301,0.033203125,0.00025,0.2,-0.02262009307742119,0.4349026083946228,30,-0.005613234688644298,0.02429982870235108
4,2426,10240,0.010827868,5,0.0038333319,-1.4174245320260526,0.995463490486145,0.0251953125,0.00025,0.2,-0.016448814421892166,0.8804399371147156,40,-0.0043864998922799716,0.012143305147765205
5,2399,12288,-0.08293527,6,0.0024181167,-1.4205077387392522,1.0083281993865967,0.02314453125,0.00025,0.2,0.0915645956993103,0.4200413227081299,50,-0.005636063513520639,0.23152057300321757
6,2371,14336,-0.15145391,7,0.0065981867,-1.4284624241292476,1.0107040405273438,0.047119140625,0.00025,0.2,-0.014112859033048153,0.7971658706665039,60,-0.0068237153114750985,0.02807576652849093
6,2369,16384,-0.0038600725,8,0.0042686444,-1.4315123379230499,1.0135318040847778,0.022802734375,0.00025,0.2,0.07484370470046997,0.6715768575668335,70,-0.005840334662934765,0.13535407781600953
7,2368,18432,-0.19891079,9,0.004358829,-1.4333390511572361,1.0137487649917603,0.02734375,0.00025,0.2,0.047923821955919266,0.47367918491363525,80,-0.005131156076095067,0.20253096683882177
8,2362,20480,0.001165346,10,0.0042498917,-1.4333620101213456,1.0153992176055908,0.037890625,0.00025,0.2,-0.021587084978818893,0.8885475397109985,90,-0.0056983010348631066,0.028015666524879634
9,2361,22528,-0.4124426,11,0.004980405,-1.4306210704147815,1.0066906213760376,0.034814453125,0.00025,0.2,0.07284782826900482,0.8489338755607605,100,-0.006125480591435917,0.1106472312938422
10,2360,24576,0.045955084,12,0.0035773367,-1.4250208407640457,1.00493323802948,0.027734375,0.00025,0.2,-0.002817876636981964,0.8407448530197144,110,-0.008006645625573582,0.052817595773376524
11,2361,26624,0.00069990853,13,0.0032568835,-1.422661380469799,1.0027190446853638,0.0234375,0.00025,0.2,-0.027142025530338287,0.9096301794052124,120,-0.005691881253005704,0.024924385943450034
12,2361,28672,-0.26386112,14,0.0041547064,-1.4230577886104583,1.0045490264892578,0.036279296875,0.00025,0.2,-0.0011887550354003906,0.8634635806083679,130,-0.006963155191624537,0.08526608825195581
13,2360,30720,0.0027321328,15,0.002922352,-1.4236433804035187,1.0025074481964111,0.012451171875,0.00025,0.2,-0.019372181966900826,0.9082590341567993,140,-0.004583341028774157,0.0198201653896831
13,2359,32768,-0.0004776467,16,0.0039262306,-1.4219360291957854,1.0027786493301392,0.0265625,0.00025,0.2,-0.003588365390896797,0.9346916675567627,150,-0.00617782594927121,0.04797673759749159
