time/total_timesteps,time/iterations,time/time_elapsed,train/reward,time/fps,train/n_updates,train/clip_fraction,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/loss,train/approx_kl,train/clip_range,train/explained_variance,train/learning_rate,train/std
2048,1,1,-0.07156237,1662,,,,,,,,,,,
4096,2,2,0.34533083,1372,10,0.0638671875,3.265834140405059,-0.0046761817182414235,-4.251689259707928,1.298254132270813,0.008075492,0.2,-0.04217684268951416,0.00025,0.9958038330078125
6144,3,4,-0.13050427,1334,20,0.0552734375,2.5431853553280233,-0.006030271215422545,-4.248368872702121,1.346214771270752,0.0054356894,0.2,0.04036128520965576,0.00025,0.9977960586547852
8192,4,6,-0.23818853,1312,30,0.02841796875,1.870699649117887,-0.005134474340593442,-4.2593406811356544,0.5730178952217102,0.00523925,0.2,-0.002998828887939453,0.00025,1.0022680759429932
10240,5,8,0.0039494294,1271,40,0.0552734375,0.6915880671003833,-0.007662920955044683,-4.257621745765209,0.44607603549957275,0.0071821,0.2,0.4313969612121582,0.00025,0.9964990615844727
12288,6,9,0.06207689,1266,50,0.058154296875,3.99603526070714,-0.005225116292422172,-4.250200189650059,1.4570083618164062,0.006217096,0.2,0.24935418367385864,0.00025,1.0002001523971558
14336,7,11,0.25007963,1244,60,0.091748046875,0.4235845245886594,-0.00525060322979698,-4.267273439466953,0.18265536427497864,0.009559197,0.2,0.7988535761833191,0.00025,1.0057886838912964
16384,8,13,0.45496798,1236,70,0.05498046875,1.5943459446541965,-0.008200304434285498,-4.273741802573204,0.21008744835853577,0.007619367,0.2,0.5276920795440674,0.00025,1.0062775611877441
18432,9,14,-0.9621194,1238,80,0.050048828125,4.307966125383973,-0.005028418084839359,-4.274196277558803,1.1006526947021484,0.006436969,0.2,0.203874409198761,0.00025,1.0064935684204102
20480,10,16,1.4784697,1218,90,0.051953125,12.106284272670745,-0.0037184136919677256,-4.280488425493241,5.886576175689697,0.00755756,0.2,0.09243810176849365,0.00025,1.010197401046753
22528,11,18,1.2259045,1199,100,0.0287109375,13.167632648348809,-0.0037737114806077445,-4.2803825587034225,7.390493869781494,0.004283362,0.2,0.18846875429153442,0.00025,1.0059946775436401
24576,12,20,0.8692384,1180,110,0.061572265625,14.530626843869687,-0.005808644364879001,-4.277468268573284,4.722134113311768,0.0060491497,0.2,-0.012334942817687988,0.00025,1.0089854001998901
26624,13,23,-0.07866432,1152,120,0.030615234375,15.555675800144673,-9.930426749633625e-05,-4.2838092118501665,7.166208744049072,0.0039528273,0.2,0.16602659225463867,0.00025,1.0089105367660522
28672,14,24,1.4269539,1158,130,0.045361328125,13.241990694403649,-0.002259249113558326,-4.281236866116524,6.749091148376465,0.008196594,0.2,0.21509742736816406,0.00025,1.0089151859283447
30720,15,27,0.55951124,1129,140,0.0794921875,18.02067432999611,-0.00240845043445006,-4.281023563444615,5.287904262542725,0.008066017,0.2,0.22827160358428955,0.00025,1.0068439245224
32768,16,28,0.048351523,1130,150,0.043994140625,13.888998048007489,0.0009623638863558881,-4.2768995866179464,7.447934627532959,0.0059231026,0.2,0.14361685514450073,0.00025,1.007135033607483
34816,17,30,1.4152057,1137,160,0.09638671875,22.399330292642116,-0.004360032250406221,-4.280088034272194,14.282986640930176,0.0071712164,0.2,0.10377544164657593,0.00025,1.009465217590332
36864,18,32,2.591213,1146,170,0.048779296875,13.470812945067882,-0.0007354848930845037,-4.290816068649292,5.638827800750732,0.0063850936,0.2,0.1631152629852295,0.00025,1.0127241611480713
38912,19,34,0.5149162,1121,180,0.054296875,19.582700179517268,-0.002191729945479892,-4.291592283546924,6.850741863250732,0.0076228413,0.2,0.21695125102996826,0.00025,1.012483835220337
40960,20,36,1.9052438,1117,190,0.090869140625,22.998092591762543,-0.00046496179566020147,-4.296075102686882,11.821856498718262,0.008069082,0.2,0.14132428169250488,0.00025,1.0150519609451294
43008,21,40,0.61559474,1074,200,0.080615234375,27.229938620328902,-0.0008054992897086777,-4.307406936585903,12.786229133605957,0.00625954,0.2,0.11811548471450806,0.00025,1.020522952079773
45056,22,42,-2.899893,1067,210,0.0791015625,21.70728503763676,-0.0018800897829351015,-4.326303112506866,7.723772048950195,0.0065628346,0.2,0.0923227071762085,0.00025,1.0280836820602417
