time/total_timesteps,time/iterations,time/time_elapsed,train/reward,time/fps,train/n_updates,train/clip_fraction,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/loss,train/approx_kl,train/clip_range,train/explained_variance,train/learning_rate,train/std
47104,23,44,0.16303584,1054,220,0.07275390625,16.403607535362244,-0.0020901210147712844,-4.352590677142143,8.562192916870117,0.008822001,0.2,-0.0220412015914917,0.00025,1.0366507768630981
49152,24,46,0.15972222,1059,230,0.079443359375,24.72111313045025,-0.005348446655261796,-4.355665248632431,10.463517189025879,0.009132223,0.2,0.07382279634475708,0.00025,1.031239628791809
51200,25,48,3.8928604,1063,240,0.064794921875,25.04631817340851,-0.004708003677660599,-4.340131273865699,16.52755355834961,0.006662381,0.2,0.12714815139770508,0.00025,1.0256847143173218
53248,26,49,-0.6224516,1067,250,0.09853515625,31.11934587955475,-0.0012400229417835363,-4.337330715358258,8.994888305664062,0.010201054,0.2,0.04306691884994507,0.00025,1.0311298370361328
55296,27,51,-17.429478,1074,260,0.07353515625,32.90273179411888,-0.005488757295825053,-4.344015772640705,9.33006763458252,0.009742191,0.2,0.04658418893814087,0.00025,1.0289344787597656
57344,28,53,-2.7064226,1067,270,0.114599609375,32.94668444395065,-0.00018663368828129024,-4.3345950722694395,16.616241455078125,0.011353047,0.2,0.010971665382385254,0.00025,1.025620698928833
59392,29,55,0.049095646,1069,280,0.080322265625,35.488815331459044,-0.0020861835611867717,-4.319821025431156,20.60337257385254,0.00713062,0.2,0.03182953596115112,0.00025,1.019490361213684
61440,30,58,-0.3587005,1048,290,0.0734375,44.835518127679826,-0.0007050686646834948,-4.314461135864258,15.786005020141602,0.004320826,0.2,0.01611638069152832,0.00025,1.0205658674240112
63488,31,61,-0.31899065,1024,300,0.05703125,44.95492314696312,-0.002599856052256655,-4.330273303389549,22.93760108947754,0.004892565,0.2,0.023777425289154053,0.00025,1.0318256616592407
65536,32,63,0.6541144,1029,310,0.0732421875,42.000026828050615,-0.00372079688240774,-4.344871287047863,13.875539779663086,0.007468107,0.2,0.050267577171325684,0.00025,1.0307470560073853
67584,33,65,3.8423703,1031,320,0.076025390625,31.392984613776207,-0.005935139862413052,-4.350985381007194,15.559113502502441,0.008946553,0.2,-0.017605304718017578,0.00025,1.035548210144043
69632,34,67,2.6911316,1035,330,0.07734375,19.26698703169823,0.003272516021388583,-4.360101565718651,8.294330596923828,0.007065168,0.2,0.06458801031112671,0.00025,1.0396809577941895
71680,35,69,1.020321,1035,340,0.06044921875,35.68476394116878,-0.0020971996782463975,-4.377423323690891,19.82248878479004,0.006592461,0.2,0.02381521463394165,0.00025,1.0472391843795776
73728,36,70,-0.56581235,1040,350,0.0818359375,28.41103623509407,-0.0043761560882558115,-4.394466572999955,17.811214447021484,0.007778329,0.2,0.11360663175582886,0.00025,1.0513118505477905
75776,37,72,0.2974968,1045,360,0.04169921875,41.65583265125751,-0.0010647986724507063,-4.403167217969894,34.245399475097656,0.005985003,0.2,0.01672428846359253,0.00025,1.052874207496643
77824,38,74,5.1822033,1049,370,0.088916015625,34.45179080069065,-0.0028227043178048914,-4.4089145988225935,19.10852813720703,0.008474838,0.2,0.031149327754974365,0.00025,1.05769944190979
79872,39,75,0.79391056,1051,380,0.11044921875,21.56093867123127,-0.00304894204455195,-4.412866953015327,10.895931243896484,0.00971178,0.2,-0.0019364356994628906,0.00025,1.0536800622940063
81920,40,77,-0.91330385,1054,390,0.066455078125,35.933925637602805,-0.0033582810741791037,-4.424894335865974,10.838510513305664,0.007602028,0.2,0.04582548141479492,0.00025,1.0645521879196167
