time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/entropy_loss,train/learning_rate,train/value_loss,train/loss,train/clip_fraction,train/clip_range,train/approx_kl,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/std
554,3,1,2048,,,,,,,,,,,
646,6,2,4096,-5.67026846408844,0.00025,5.41430996954441,1.8706976175308228,0.0357421875,0.2,0.0044057826,10,-0.025649309158325195,-0.00683205987297697,0.9973269701004028
588,10,3,6144,-5.664150056242943,0.00025,33.745482778549196,15.109411239624023,0.026171875,0.2,0.0058562085,20,0.018423259258270264,-0.0043298064003465695,0.9965914487838745
653,12,4,8192,-5.659538847208023,0.00025,10.757474938035012,6.036227703094482,0.04150390625,0.2,0.0053091566,30,0.0756654143333435,-0.005695417622337118,0.9960450530052185
714,14,5,10240,-5.663664418458938,0.00025,3.5129749700427055,1.6926465034484863,0.06689453125,0.2,0.005860406,40,0.4568968415260315,-0.007258218977949582,0.9975183010101318
762,16,6,12288,-5.658775895833969,0.00025,15.77217208147049,6.878802299499512,0.02607421875,0.2,0.005764271,50,0.16834288835525513,-0.004023469384992495,0.9935203790664673
795,18,7,14336,-5.644860103726387,0.00025,7.114657054841518,2.4832096099853516,0.0298828125,0.2,0.0038133198,60,0.09385412931442261,-0.0049850415845867245,0.9913605451583862
823,19,8,16384,-5.643739637732506,0.00025,6.105921924114227,3.1289706230163574,0.06962890625,0.2,0.008443516,70,0.1728190779685974,-0.007206270308233798,0.9921249747276306
842,21,9,18432,-5.642781183123589,0.00025,30.213723957538605,15.679505348205566,0.023193359375,0.2,0.0056535974,80,0.12764060497283936,-0.005200838734162971,0.9904137849807739
857,23,10,20480,-5.643849390745163,0.00025,17.856092661619186,6.335679054260254,0.02998046875,0.2,0.005117902,90,0.0982549786567688,-0.005121791682904586,0.9951027631759644
874,25,11,22528,-5.659370484948158,0.00025,17.728366130590437,11.878830909729004,0.020556640625,0.2,0.0047000456,100,0.01778852939605713,-0.0019249208853580058,0.9963194131851196
