time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/loss,train/n_updates,train/clip_range,train/explained_variance,train/std,train/value_loss
1,1,1298,2048,,,,,,,,,,,
6,2,628,4096,-5.676948437094689,0.029296875,-0.006126319940085523,0.00025,0.004742101,0.4443363845348358,10,0.2,0.07897484302520752,0.9991962909698486,1.0896390579640864
8,3,690,6144,-5.673350092768669,0.0462890625,-0.00710690506384708,0.00025,0.0063018645,0.9229678511619568,20,0.2,0.0669022798538208,0.9993735551834106,3.2208056919276715
10,4,762,8192,-5.675464954972267,0.060009765625,-0.007871425911434925,0.00025,0.007173311,3.6227500438690186,30,0.2,-0.027070164680480957,1.0007661581039429,5.182797172665596
12,5,813,10240,-5.683918917179108,0.030859375,-0.006198685910203494,0.00025,0.0059570987,1.801277995109558,40,0.2,0.12659674882888794,1.0026739835739136,3.574413928389549
14,6,855,12288,-5.691346341371537,0.05009765625,-0.00422719526104629,0.00025,0.0067889043,1.5725446939468384,50,0.2,0.03255075216293335,1.0047873258590698,3.4032341688871384
16,7,887,14336,-5.701814791560173,0.02294921875,-0.004415436158888042,0.00025,0.004914672,2.5959742069244385,60,0.2,-0.021412968635559082,1.0078091621398926,5.015664918720722
17,8,913,16384,-5.69410685300827,0.033203125,-0.006681129007483832,0.00025,0.005778064,4.789650917053223,70,0.2,0.07020831108093262,1.0006126165390015,6.776888765394688
19,9,935,18432,-5.672389221191406,0.0109375,-0.0016339188616257161,0.00025,0.0028304856,12.405206680297852,80,0.2,-0.029952049255371094,0.9987285137176514,24.281664222478867
21,10,953,20480,-5.669815328717232,0.069921875,-0.006702557147946209,0.00025,0.007406161,1.8830070495605469,90,0.2,-0.016373157501220703,0.9982764720916748,3.9918997436761856
23,11,968,22528,-5.667663696408272,0.04150390625,-0.004984968423377723,0.00025,0.0070704333,1.8871889114379883,100,0.2,0.06470894813537598,0.9969635009765625,5.4419157058000565
25,12,979,24576,-5.655783233046532,0.07939453125,-0.008535805327119306,0.00025,0.0075746085,2.78898549079895,110,0.2,0.1294112205505371,0.9922163486480713,5.08818586319685
26,13,990,26624,-5.640110605955124,0.060546875,-0.008613310748478398,0.00025,0.006586037,2.1017253398895264,120,0.2,0.13994014263153076,0.9904887080192566,3.9727835685014723
28,14,1000,28672,-5.63763194680214,0.048486328125,-0.003184357873396948,0.00025,0.0051117875,1.0449321269989014,130,0.2,0.2527253031730652,0.989720344543457,2.1694077663123608
30,15,993,30720,-5.630849605798721,0.03037109375,-0.004823628366284538,0.00025,0.004949945,2.1584060192108154,140,0.2,0.19707298278808594,0.9880858659744263,4.291416519880295
32,16,996,32768,-5.62380399107933,0.046923828125,-0.004817968579300213,0.00025,0.0063725165,1.867217779159546,150,0.2,0.23276156187057495,0.9871872663497925,4.946622726321221
34,17,1003,34816,-5.627250990271568,0.03984375,-0.002674648439278826,0.00025,0.0063354922,7.742927074432373,160,0.2,0.023465216159820557,0.9893263578414917,21.521030700206758
38,18,962,36864,-5.626749637722969,0.057763671875,-0.0036233707302017137,0.00025,0.007656578,2.0351786613464355,170,0.2,0.12494790554046631,0.9870891571044922,4.9355249717831615
40,19,956,38912,-5.610161182284355,0.036474609375,-0.0064660198026103895,0.00025,0.0051364396,4.368838310241699,180,0.2,0.038471221923828125,0.9798639416694641,9.104640847444534
42,20,961,40960,-5.590245422720909,0.07509765625,-0.00579699498048285,0.00025,0.005723729,7.90464448928833,190,0.2,0.03497868776321411,0.9782214164733887,11.92390185892582
44,21,967,43008,-5.593111029267311,0.046923828125,-0.004227092806831934,0.00025,0.005227457,3.8931334018707275,200,0.2,0.0428389310836792,0.9812324643135071,8.271828445792199
46,22,972,45056,-5.5977540701627735,0.0517578125,-0.0036814361461438238,0.00025,0.005593097,7.016928195953369,210,0.2,0.03701126575469971,0.980299174785614,16.73280395269394
48,23,975,47104,-5.603379198908806,0.034765625,-0.0018236030213302002,0.00025,0.005742437,2.4385035037994385,220,0.2,0.22631722688674927,0.9851524233818054,4.8552271470427515
50,24,981,49152,-5.6139191567897795,0.064404296875,-0.00673296649765689,0.00025,0.007804279,3.281693696975708,230,0.2,0.22891199588775635,0.9836891889572144,10.783934825658799
51,25,987,51200,-5.60838930606842,0.03349609375,-0.004371503717266023,0.00025,0.005199131,4.799134254455566,240,0.2,0.3480985760688782,0.9830970168113708,10.927947556972503
53,26,990,53248,-5.613507691025734,0.037158203125,-0.004470798018155619,0.00025,0.0069706673,3.9146769046783447,250,0.2,0.2633128762245178,0.9860787987709045,9.2023745149374
55,27,995,55296,-5.61627249121666,0.045263671875,-0.003992211204604246,0.00025,0.0052780616,21.654762268066406,260,0.2,0.06361567974090576,0.9851412177085876,35.241341054439545
57,28,998,57344,-5.623369055986404,0.086767578125,-0.004891355389554519,0.00025,0.009548191,13.660639762878418,270,0.2,0.03430306911468506,0.9893916845321655,31.86280621290207
59,29,1001,59392,-5.627117502689361,0.057666015625,-0.007429009236511774,0.00025,0.006506226,6.203025817871094,280,0.2,0.22539925575256348,0.986817479133606,12.051068583130837
61,30,1001,61440,-5.624062043428421,0.066796875,-0.006007161055458709,0.00025,0.007935232,15.349632263183594,290,0.2,0.2559439539909363,0.9886295199394226,19.62568595409393
