train/learning_rate,train/entropy_loss,time/iterations,train/std,time/fps,train/reward,time/time_elapsed,train/n_updates,train/policy_loss,train/explained_variance,time/total_timesteps,train/value_loss
0.0007,-2.0967836380004883,2500,1.970924973487854,1861,-0.0017185644,6,2499,-1.6554038495542045e-07,0.0,12500,2.7634555783289955e-15
0.0007,-2.1601202487945557,2600,2.099501132965088,1860,0.0,6,2599,-0.002980521647259593,0.0,13000,2.4005919385672314e-06
0.0007,-2.215641736984253,2700,2.219383955001831,1861,0.0,7,2699,-0.012080753222107887,0.0,13500,2.7979700462310575e-05
0.0007,-2.2756354808807373,2800,2.356820821762085,1862,0.0,7,2799,0.00475985137745738,0.0,14000,5.54738289793022e-06
0.0007,-2.338693618774414,2900,2.5106282234191895,1867,0.0,7,2899,-0.07577749341726303,0.0,14500,0.0010846516815945506
0.0007,-2.398179531097412,3000,2.6639134883880615,1870,0.0,8,2999,0.0003443281166255474,-1.1920928955078125e-07,15000,3.174516649551151e-08
0.0007,-2.456637382507324,3100,2.8245420455932617,1875,0.0,8,3099,-0.0003684679977595806,0.0,15500,5.945356065240048e-07
0.0007,-2.49281644821167,3200,2.9280948638916016,1880,0.0,8,3199,-8.099797923932783e-06,1.1920928955078125e-07,16000,1.658699913531514e-11
0.0007,-2.5457239151000977,3300,3.087336778640747,1876,0.0,8,3299,-0.0005576758412644267,0.0,16500,8.526071582082295e-08
0.0007,-2.595749616622925,3400,3.2457709312438965,1874,-0.0010189792,9,3399,0.002466349396854639,-1.1920928955078125e-07,17000,1.4328718407341512e-06
0.0007,-2.6509451866149902,3500,3.4303717613220215,1876,0.0,9,3499,5.6301551865090005e-08,0.0,17500,3.337909617387718e-16
0.0007,-2.7166104316711426,3600,3.663339376449585,1876,0.0,9,3599,0.005949442740529776,-1.1920928955078125e-07,18000,4.925323537463555e-06
0.0007,-2.7735166549682617,3700,3.8775033950805664,1874,0.0,9,3699,3.186162939528003e-05,0.0,18500,1.4204640241821664e-10
0.0007,-2.833491086959839,3800,4.116776943206787,1865,-0.005936732,10,3799,-0.0005025948630645871,-1.1920928955078125e-07,19000,3.9788893957393157e-08
0.0007,-2.8806796073913574,3900,4.315738677978516,1862,0.0,10,3899,-5.2945520110370126e-06,0.0,19500,2.985672039462761e-12
0.0007,-2.9213106632232666,4000,4.4946370124816895,1863,0.0,10,3999,-0.001238428638316691,0.0,20000,2.5558870220265817e-07
0.0007,-2.9767372608184814,4100,4.751008987426758,1863,0.0,10,4099,-0.0003343400021549314,-1.1920928955078125e-07,20500,1.3658295827667644e-08
0.0007,-3.0346765518188477,4200,5.035105228424072,1868,0.0,11,4199,-0.003889216808602214,0.0,21000,2.466364321662695e-06
0.0007,-3.084559917449951,4300,5.291683673858643,1872,0.0,11,4299,0.0035333961714059114,0.0,21500,2.0069878701178823e-06
0.0007,-3.1389822959899902,4400,5.586468696594238,1875,0.0,11,4399,0.02567734755575657,0.0,22000,9.744195267558098e-05
0.0007,-3.1907763481140137,4500,5.88377571105957,1879,0.0,11,4499,0.0021504503674805164,-1.1920928955078125e-07,22500,6.515527957162703e-07
0.0007,-3.226980686187744,4600,6.114003658294678,1883,0.0,12,4599,0.14140085875988007,0.0,23000,0.0016308892518281937
0.0007,-3.2758114337921143,4700,6.40643310546875,1886,0.0,12,4699,-0.0012970555108040571,0.0,23500,9.479502978138044e-07
0.0007,-3.3193306922912598,4800,6.6909565925598145,1890,-0.0012692738,12,4799,0.011370892636477947,0.0,24000,2.7535763365449384e-05
0.0007,-3.361994981765747,4900,6.9834675788879395,1894,-0.00031644944,12,4899,0.0002748545375652611,-1.1920928955078125e-07,24500,9.061919215014314e-09
0.0007,-3.407113552093506,5000,7.304097652435303,1897,0.0,13,4999,-0.021753206849098206,0.0,25000,4.296108818380162e-05
0.0007,-3.4470794200897217,5100,7.603238105773926,1900,0.0,13,5099,-0.011879059486091137,0.0,25500,1.350314687442733e-05
0.0007,-3.479520320892334,5200,7.855994701385498,1904,0.0,13,5199,0.06349129974842072,0.0,26000,0.0005485853180289268
0.0007,-3.511707305908203,5300,8.110137939453125,1906,0.0,13,5299,0.004381287377327681,0.0,26500,2.161187921956298e-06
0.0007,-3.553353786468506,5400,8.447651863098145,1909,0.0,14,5399,-0.042993199080228806,0.0,27000,8.159402204910293e-05
0.0007,-3.5996291637420654,5500,8.85710334777832,1912,-0.007895043,14,5499,0.0005662082112394273,0.0,27500,3.5477299320518796e-08
0.0007,-3.644921064376831,5600,9.266637802124023,1916,0.0,14,5599,0.01645837165415287,0.0,28000,2.799138383124955e-05
0.0007,-3.6939704418182373,5700,9.733719825744629,1918,0.0,14,5699,-0.0034343365114182234,0.0,28500,2.3686839085712563e-06
0.0007,-3.7347469329833984,5800,10.135811805725098,1921,-0.00037712028,15,5799,0.017660263925790787,5.960464477539063e-08,29000,3.130337063339539e-05
0.0007,-3.7543227672576904,5900,10.339920043945312,1923,0.0,15,5899,-0.002922654151916504,0.0,29500,0.00012144011998316273
0.0007,-3.786144733428955,6000,10.672040939331055,1926,0.0,15,5999,-0.08054165542125702,0.0,30000,0.0004567109572235495
0.0007,-3.8289687633514404,6100,11.140077590942383,1925,0.0,15,6099,-0.0008144036983139813,0.0,30500,2.3483271149871143e-07
0.0007,-3.881373643875122,6200,11.736122131347656,1928,-0.001743679,16,6199,0.05715860053896904,0.0,31000,0.00023867771960794926
0.0007,-3.934795379638672,6300,12.379350662231445,1930,0.005998036,16,6299,0.03919718787074089,1.1920928955078125e-07,31500,0.00038439175114035606
0.0007,-3.97900390625,6400,12.94144058227539,1933,0.0016160345,16,6399,0.004693939350545406,0.0,32000,2.2594826987187844e-06
0.0007,-4.027579307556152,6500,13.585587501525879,1934,-0.0004633823,16,6499,-0.4614485800266266,0.0,32500,0.027264559641480446
0.0007,-4.069069862365723,6600,14.161598205566406,1936,-0.018521324,17,6599,-0.0009544523200020194,0.0,33000,7.32874951836493e-08
0.0007,-4.106753349304199,6700,14.705035209655762,1938,-0.0010279348,17,6699,0.022661473602056503,5.960464477539063e-08,33500,4.2420317186042666e-05
0.0007,-4.150694847106934,6800,15.376509666442871,1940,0.0,17,6799,-0.11952521651983261,0.0,34000,0.0009456516127102077
0.0007,-4.18997049331665,6900,15.985255241394043,1942,0.0,17,6899,-0.22127047181129456,0.0,34500,0.003120979992672801
0.0007,-4.221704483032227,7000,16.494970321655273,1944,0.0,17,6999,-0.015273772180080414,0.0,35000,1.7299505998380482e-05
0.0007,-4.259505748748779,7100,17.124237060546875,1946,-0.0029544474,18,7099,-0.04484450817108154,0.0,35500,0.0001032825093716383
0.0007,-4.290450572967529,7200,17.658845901489258,1948,0.01857025,18,7199,0.3694508671760559,1.1920928955078125e-07,36000,0.014453331008553505
0.0007,-4.317854404449463,7300,18.16107940673828,1949,0.002023787,18,7299,0.0185773316770792,0.0,36500,4.836395237362012e-05
0.0007,-4.351546764373779,7400,18.794296264648438,1951,0.019837566,18,7399,0.05893620103597641,5.960464477539063e-08,37000,0.00013681668497156352
0.0007,-4.391629219055176,7500,19.552459716796875,1953,-0.056192517,19,7499,-0.0016540039796382189,0.0,37500,4.317867023928557e-06
0.0007,-4.420158863067627,7600,20.12160873413086,1955,-0.0019080957,19,7599,-0.0378226712346077,0.0,38000,8.988067565951496e-05
0.0007,-4.455257892608643,7700,20.83615493774414,1956,0.030169351,19,7699,0.013997884467244148,-1.1920928955078125e-07,38500,1.2247665836184751e-05
0.0007,-4.47988748550415,7800,21.353992462158203,1956,-0.0033709756,19,7799,-0.3772980570793152,0.0,39000,0.010385176166892052
0.0007,-4.510007858276367,7900,22.00613784790039,1957,-0.003729689,20,7899,0.016383936628699303,0.0,39500,1.332398551312508e-05
0.0007,-4.534665584564209,8000,22.54735565185547,1959,0.0038385154,20,7999,0.2713543772697449,0.0,40000,0.004968876950442791
0.0007,-4.556962013244629,8100,23.064319610595703,1960,-0.0014364504,20,8099,-0.03973333165049553,0.0,40500,8.34448728710413e-05
0.0007,-4.596025466918945,8200,23.988101959228516,1961,-0.0045510214,20,8199,-0.09009776264429092,0.0,41000,0.0004259517299942672
0.0007,-4.616842746734619,8300,24.50487518310547,1963,0.011983742,21,8299,-0.325451523065567,1.1920928955078125e-07,41500,0.005824612453579903
0.0007,-4.647947788238525,8400,25.253116607666016,1964,-0.0030201238,21,8399,-0.03930729627609253,0.0,42000,6.917904102010652e-05
0.0007,-4.667019367218018,8500,25.74919891357422,1965,-0.0042755743,21,8499,0.024569272994995117,0.0,42500,0.00371165806427598
0.0007,-4.682414531707764,8600,26.142440795898438,1961,0.003518524,21,8599,-0.09531252831220627,0.0,43000,0.00045313453301787376
0.0007,-4.703051567077637,8700,26.68952178955078,1962,-0.0011431362,22,8699,0.013856267556548119,0.0,43500,5.873505142517388e-05
0.0007,-4.731602668762207,8800,27.41280746459961,1964,0.11005925,22,8799,-0.7835088968276978,0.0,44000,0.02261197194457054
0.0007,-4.749891757965088,8900,27.95685577392578,1948,-0.015288286,22,8899,-0.06504515558481216,0.0,44500,0.0011677087750285864
0.0007,-4.763488292694092,9000,28.339534759521484,1949,0.021813083,23,8999,0.2484358549118042,0.0,45000,0.0030978519935160875
0.0007,-4.7666730880737305,9100,28.44491195678711,1951,-0.21667004,23,9099,0.032416485249996185,0.0,45500,0.0005649636732414365
0.0007,-4.779995918273926,9200,28.807451248168945,1952,-0.002876567,23,9199,0.3837766647338867,0.0,46000,0.009928097948431969
0.0007,-4.77782678604126,9300,28.781644821166992,1953,0.18233992,23,9299,-2.804197311401367,-2.384185791015625e-07,46500,0.5409538745880127
0.0007,-4.780881404876709,9400,28.80777359008789,1954,0.081077226,24,9399,-0.4495577812194824,-1.1920928955078125e-07,47000,0.014143968001008034
0.0007,-4.809055805206299,9500,29.68277931213379,1956,-0.0016073522,24,9499,-0.11492586135864258,0.0,47500,0.001009333529509604
0.0007,-4.829917907714844,9600,30.313941955566406,1957,-0.0007562659,24,9599,-1.9530613422393799,0.0,48000,0.2985779643058777
0.0007,-4.824873924255371,9700,30.140541076660156,1958,-0.83019507,24,9699,-0.007366823963820934,0.0,48500,0.09386645257472992
0.0007,-4.835757255554199,9800,30.474220275878906,1960,-0.13659973,24,9799,0.22619350254535675,-1.1920928955078125e-07,49000,0.005409996956586838
0.0007,-4.852540493011475,9900,30.976703643798828,1961,-0.029935049,25,9899,0.2598925828933716,0.0,49500,0.00756582897156477
0.0007,-4.8655195236206055,10000,31.4002685546875,1962,0.0014348488,25,9999,0.3828200697898865,0.0,50000,0.008215767331421375
