time/time_elapsed,train/reward,time/fps,time/iterations,time/total_timesteps,train/clip_fraction,train/loss,train/clip_range,train/value_loss,train/std,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/entropy_loss
0,-0.10807318,3239,1,2048,,,,,,,,,,,
1,-1.3827171,2884,2,4096,0.02080078125,0.6608216762542725,0.2,2.055248439311981,0.9923514723777771,10,0.00025,-0.001623070234199986,0.0042138807,-6.604194641113281e-05,-1.4141316518187523
2,-2.9177134,2781,3,6144,0.0,17.11893653869629,0.2,35.234451818466184,0.9921619892120361,20,0.00025,-7.41855357773602e-05,0.00059503224,-0.003874063491821289,-1.411058672517538
2,-0.504876,2734,4,8192,0.017138671875,3.5139286518096924,0.2,11.681529194116592,0.9928342700004578,30,0.00025,-0.0026881964498898015,0.0059879143,-0.004148602485656738,-1.4115728341042995
3,-11.077242,2685,5,10240,0.018798828125,19.65975570678711,0.2,46.509795260429385,0.9964368939399719,40,0.00025,-0.00167951877519954,0.0032648942,0.0035546422004699707,-1.413543501496315
4,-0.43430585,2603,6,12288,0.001513671875,29.866113662719727,0.2,47.15593422651291,1.0004281997680664,50,0.00025,-0.00031092138087842616,0.00050799735,-0.004136800765991211,-1.4174959026277065
5,0.38398072,2554,7,14336,0.008544921875,7.623743057250977,0.2,14.541932028532027,1.0022435188293457,60,0.00025,0.0007833532086806372,0.0011496278,0.023680269718170166,-1.4205547526478768
6,2.9394536,2533,8,16384,0.001806640625,58.21909713745117,0.2,82.8939612865448,1.0017130374908447,70,0.00025,-0.00048046619922388346,0.0017651318,0.018520712852478027,-1.421135514229536
7,0.8406094,2527,9,18432,0.036572265625,8.259171485900879,0.2,17.88862574696541,0.9988591074943542,80,0.00025,-0.0034127130260458217,0.002573829,-0.001976609230041504,-1.419074932485819
8,1.4261142,2533,10,20480,0.01025390625,45.8941764831543,0.2,78.00069513320923,0.9982500076293945,90,0.00025,-0.0023251587233971806,0.002945262,0.05006033182144165,-1.4179532162845134
9,-1.6313164,2495,11,22528,0.005419921875,20.505990982055664,0.2,65.80155593156815,1.0007519721984863,100,0.00025,-0.001017788768513128,0.0029587387,0.006937384605407715,-1.4180281288921832
9,0.7558861,2467,12,24576,0.0240234375,14.477323532104492,0.2,38.265551912784574,0.996542751789093,110,0.00025,-0.001720467587438179,0.0033290912,0.06727772951126099,-1.4172827623784543
10,3.9659588,2469,13,26624,0.00302734375,65.92719268798828,0.2,106.9298327922821,1.000771164894104,120,0.00025,-0.0006014905637130141,0.00092313695,0.033647894859313965,-1.4172091998159886
11,2.0924757,2471,14,28672,0.016650390625,9.999346733093262,0.2,21.12834774851799,1.0135020017623901,130,0.00025,-0.001440387306502089,0.0011610409,0.002034306526184082,-1.425320553034544
12,-9.0212145,2477,15,30720,0.0076171875,58.292842864990234,0.2,101.17123868465424,1.0098505020141602,140,0.00025,-0.00179077317006886,0.0022706995,0.027975022792816162,-1.4314569406211377
13,0.17819314,2481,16,32768,0.02431640625,39.539642333984375,0.2,79.06043713092804,0.9956609010696411,150,0.00025,-0.0022769699950003996,0.0044231447,-0.014248013496398926,-1.4226483412086963
13,1.3756256,2488,17,34816,0.0265625,32.08252716064453,0.2,53.63851826190948,0.9918539524078369,160,0.00025,-0.001357378310058266,0.0046916227,0.010867118835449219,-1.4128561243414879
14,6.2520437,2493,18,36864,0.019580078125,43.60981750488281,0.2,109.79054613113404,0.9929537773132324,170,0.00025,-0.0015553792210994289,0.0025620281,-0.0018513202667236328,-1.4114189989864827
15,0.33511358,2500,19,38912,0.0228515625,5.878626346588135,0.2,13.945380163192748,0.9936805367469788,180,0.00025,-0.001198529878456611,0.005020406,0.004777193069458008,-1.4142992213368415
16,0.43508255,2505,20,40960,0.027490234375,56.54216766357422,0.2,82.75490202903748,0.9975739121437073,190,0.00025,-0.00028090177802369,0.0043189987,0.07269346714019775,-1.4137152671813964
17,-0.180886,2509,21,43008,0.0146484375,24.195297241210938,0.2,23.31114736199379,1.004455327987671,200,0.00025,-8.70563177159056e-05,0.002554328,-0.006172060966491699,-1.4194934219121933
17,-0.14510106,2513,22,45056,0.009375,2.7550878524780273,0.2,4.50337482392788,1.0161828994750977,210,0.00025,0.00015679723364883102,0.004216376,0.0,-1.428577195107937
19,0.41703004,2422,23,47104,0.00966796875,7.169157028198242,0.2,15.222972959280014,1.0155781507492065,220,0.00025,-0.0014428330629016272,0.00282569,0.006709456443786621,-1.4350885652005672
20,0.87767136,2410,24,49152,0.06201171875,3.1486263275146484,0.2,6.393751645088196,1.0034228563308716,230,0.00025,-0.006827069510472938,0.006191341,0.26792091131210327,-1.4288042902946472
21,6.170185,2413,25,51200,0.0,30.647043228149414,0.2,59.62427625656128,0.9957062602043152,240,0.00025,-0.00040237884095404295,0.00024134296,0.004495739936828613,-1.4187493354082108
