time/time_elapsed,time/iterations,train/reward,time/total_timesteps,time/fps,train/explained_variance,train/entropy_loss,train/std,train/n_updates,train/learning_rate,train/approx_kl,train/loss,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range
0,1,-0.03616541,2048,3318,,,,,,,,,,,
1,2,-2.2367713,4096,2937,5.960464477539063e-08,-1.4201308332383633,1.0004745721817017,10,0.00025,0.0037557213,0.06603561341762543,0.24590210607275367,-0.001610938282101415,0.0232421875,0.2
2,3,-3.2628124,6144,2831,-0.003262758255004883,-1.4205605857074262,1.0027494430541992,20,0.00025,0.0021309117,8.468791007995605,16.228191643953323,-0.001111595878319349,0.000927734375,0.2
2,4,-0.700042,8192,2774,-0.007108330726623535,-1.4222848363220693,1.0037435293197632,30,0.00025,0.0018022088,7.617766857147217,14.271044343709946,-0.0002890801915782504,0.00107421875,0.2
3,5,-14.497558,10240,2731,0.0009254217147827148,-1.4235124580562115,1.0062066316604614,40,0.00025,0.0016946706,10.858342170715332,61.576290738582614,-0.001020634289307054,0.00126953125,0.2
4,6,-0.34823325,12288,2717,1.6689300537109375e-05,-1.426168007403612,1.008379340171814,50,0.00025,0.0013614034,46.23309326171875,83.19843413829804,-0.00044715339608956126,0.00029296875,0.2
5,7,0.14113897,14336,2706,0.01270216703414917,-1.4265596024692058,1.0065971612930298,60,0.00025,0.0017081802,9.606612205505371,14.903302016854287,-0.001865607118816115,0.009716796875,0.2
6,8,0.54446006,16384,2696,0.022272109985351562,-1.4247162766754626,1.0044554471969604,70,0.00025,0.0006384782,29.98813247680664,46.6710706949234,-0.0012779527241946198,0.009423828125,0.2
6,9,0.15855037,18432,2686,-1.1920928955078125e-07,-1.415409042686224,0.9914350509643555,80,0.00025,0.00022366259,1.516300916671753,3.051804693043232,-0.0012499149976065381,0.01806640625,0.2
7,10,0.08634529,20480,2681,0.0,-1.4059950098395348,0.9854006171226501,90,0.00025,0.0006690237,1.5481481552124023,2.605826725810766,0.00029641801811521875,4.8828125e-05,0.2
8,11,-0.9973079,22528,2676,0.0,-1.398637158423662,0.973939061164856,100,0.00025,0.0011821047,0.13569414615631104,0.4178521312773228,-0.0003818734163360205,0.0056640625,0.2
9,12,0.03243644,24576,2672,0.06172996759414673,-1.39339988976717,0.9761971235275269,110,0.00025,0.0064087696,1.5359770059585571,2.4567098274827,-0.0016039582202211022,0.015478515625,0.2
9,13,0.0992707,26624,2669,0.05916064977645874,-1.3893627658486367,0.9671266078948975,120,0.00025,0.0022080492,1.4605841636657715,5.311236470937729,-0.001955338708648924,0.017138671875,0.2
10,14,0.5529243,28672,2648,5.960464477539063e-08,-1.3850725062191487,0.9668254852294922,130,0.00025,0.0013285533,0.04591577127575874,0.07092654696898534,-0.0006385121530911419,0.012060546875,0.2
11,15,-5.4287987,30720,2646,0.16073614358901978,-1.3859164774417878,0.9667625427246094,140,0.00025,0.0027035186,1.373847484588623,3.381830982863903,-0.0017378740769345314,0.022119140625,0.2
12,16,0.14027569,32768,2626,0.05731797218322754,-1.386148677766323,0.9684723615646362,150,0.00025,0.0043183444,16.834835052490234,27.4565588593483,-0.003517279459629208,0.013671875,0.2
13,17,0.6673087,34816,2613,0.11303508281707764,-1.3863473013043404,0.9668973684310913,160,0.00025,0.00020813962,6.475193023681641,20.370026057958604,-1.389495300827548e-05,0.0,0.2
14,18,6.088292,36864,2605,0.059446752071380615,-1.3853878512978555,0.9668148756027222,170,0.00025,0.002625907,33.8497200012207,68.5097487449646,-0.0009867599554127082,0.00224609375,0.2
14,19,0.47728917,38912,2607,0.21643340587615967,-1.3847535870969296,0.9659851789474487,180,0.00025,0.002600655,6.176403999328613,12.026778811216355,-0.00272015098889824,0.023193359375,0.2
15,20,0.861599,40960,2607,0.0707959532737732,-1.3849387906491757,0.9674493074417114,190,0.00025,0.0017319396,41.35505676269531,82.50644147396088,-0.0010260967421345413,0.002099609375,0.2
16,21,-2.9922724,43008,2609,-0.008363008499145508,-1.3847819201648235,0.9648997187614441,200,0.00025,0.00057556294,46.38534164428711,54.58860428333283,-0.0005595076901954599,0.000390625,0.2
17,22,-0.20257322,45056,2609,0.03184688091278076,-1.384383784979582,0.967299222946167,210,0.00025,0.00064303586,16.369312286376953,39.283168172836305,-0.0007157737010857091,0.000634765625,0.2
18,23,0.49433511,47104,2611,0.03998178243637085,-1.3859601862728597,0.9671958684921265,220,0.00025,0.0020304439,52.03948211669922,96.39462864398956,-0.0015277437603799626,0.0037109375,0.2
18,24,0.9806561,49152,2611,0.23051369190216064,-1.38378926217556,0.9641823768615723,230,0.00025,0.002730092,6.419375896453857,11.218842110037803,-0.0018573172972537577,0.02158203125,0.2
19,25,7.2113285,51200,2613,0.06276434659957886,-1.3832420811057091,0.9657398462295532,240,0.00025,0.0009806121,43.42792510986328,82.69397003650666,-0.001323707276606001,0.0013671875,0.2
