time/fps,train/reward,time/time_elapsed,time/total_timesteps,time/iterations,train/clip_fraction,train/std,train/loss,train/n_updates,train/learning_rate,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/explained_variance
847,0.15664631,38,32768,16,0.024853515625,1.0100653171539307,80.94637298583984,150,0.00025,-2.8567422784864904,0.2,-0.001892880511149997,127.16030144691467,0.0028590157,0.43356984853744507
823,1.2896708,42,34816,17,0.011181640625,1.008394718170166,33.987205505371094,160,0.00025,-2.8557295486330987,0.2,-0.0008113111289276276,36.413446468114856,0.0019900769,0.3409903049468994
821,-0.6011578,44,36864,18,0.01259765625,1.0106298923492432,43.2590446472168,170,0.00025,-2.857194058597088,0.2,-0.0013247602495539469,110.63681558966637,0.0049660476,0.417513370513916
830,-1.8214871,46,38912,19,0.012744140625,1.0100784301757812,38.54827880859375,180,0.00025,-2.858704549074173,0.2,-2.0038633374497293e-05,160.48483818769455,0.0028470666,0.4575265645980835
840,1.4246663,48,40960,20,0.0564453125,1.014695167541504,23.547847747802734,190,0.00025,-2.862053105980158,0.2,-0.0017839398526120931,46.84004498124123,0.003566151,0.5617321729660034
849,-3.5288806,50,43008,21,0.019189453125,1.0083050727844238,54.36390686035156,200,0.00025,-2.8613410390913487,0.2,-0.0006702810671413318,127.82789109349251,0.00374879,0.5156744122505188
840,1.4004424,53,45056,22,0.02666015625,1.0065789222717285,208.8364715576172,210,0.00025,-2.851530131697655,0.2,-0.0003194851706211921,202.64757950305938,0.003088648,0.3930075168609619
847,-0.36866093,55,47104,23,0.0337890625,1.0156378746032715,39.37383270263672,220,0.00025,-2.862228023260832,0.2,0.0005239927224465646,72.33658444881439,0.0018846323,-4.291534423828125e-06
859,-0.650146,57,49152,24,0.031689453125,1.0163905620574951,60.14775466918945,230,0.00025,-2.870945708453655,0.2,-0.0018750035364064389,175.33921773433684,0.0023088637,0.40714824199676514
870,12.291506,58,51200,25,0.0435546875,1.014894723892212,45.4561882019043,240,0.00025,-2.8698100239038467,0.2,-0.003500396204253775,236.55249762535095,0.0045828857,0.37239784002304077
881,3.8384953,60,53248,26,0.052734375,1.027121901512146,54.24612045288086,250,0.00025,-2.876696544885635,0.2,0.0012953898309206124,166.53098800182343,0.0032100684,-3.075599670410156e-05
892,-1.3500303,61,55296,27,0.053076171875,1.0337824821472168,37.760746002197266,260,0.00025,-2.898297972232103,0.2,-0.0037056290835607796,91.66358880996704,0.007434181,0.6848965883255005
888,-6.251174,64,57344,28,0.031396484375,1.0308246612548828,85.018798828125,270,0.00025,-2.9015005312860014,0.2,-0.002114757911476772,196.34798462390899,0.0037923,0.5025870203971863
853,-5.0738645,69,59392,29,0.034423828125,1.0313421487808228,162.2434539794922,280,0.00025,-2.898565298318863,0.2,-0.001627874896803405,209.98966778516768,0.004693088,-0.0034600496292114258
861,1.0853145,71,61440,30,0.0486328125,1.0274146795272827,26.267871856689453,290,0.00025,-2.8952511504292486,0.2,-0.0040151106877601705,50.08960967361927,0.006122429,0.7818307876586914
867,0.2746985,73,63488,31,0.024267578125,1.0251338481903076,115.67777252197266,300,0.00025,-2.890119806677103,0.2,-0.0023937278587254696,228.92787113189698,0.005192765,0.37316226959228516
853,3.3353293,76,65536,32,0.015869140625,1.0229828357696533,106.39806365966797,310,0.00025,-2.8856590442359447,0.2,0.0012590545891725923,278.0455185174942,0.0021682149,0.17929285764694214
860,-2.2927206,78,67584,33,0.04033203125,1.0064821243286133,9.199455261230469,320,0.00025,-2.863817662000656,0.2,-0.0019417744668317027,31.174677473306655,0.0026957875,0.7096128463745117
866,-0.41436806,80,69632,34,0.0232421875,1.002763271331787,129.74095153808594,330,0.00025,-2.8476153649389744,0.2,-0.001792396574455779,262.98062043190004,0.005254211,0.2685016393661499
874,-4.2373004,81,71680,35,0.072607421875,0.998782753944397,143.63551330566406,340,0.00025,-2.8394669398665426,0.2,-0.0011761442438000813,301.1406439304352,0.0072493507,0.2599192261695862
872,0.35330087,84,73728,36,0.052880859375,1.0035603046417236,12.366409301757812,350,0.00025,-2.8382625810801985,0.2,-0.0031119928404223173,32.86827364563942,0.0074846805,0.42651504278182983
877,-1.1382834,86,75776,37,0.016650390625,1.0056140422821045,160.4095458984375,360,0.00025,-2.8456704430282116,0.2,0.00030800967579125427,268.01990442276,0.0016286864,0.279211163520813
881,-1.3759978,88,77824,38,0.055029296875,1.0088114738464355,135.99826049804688,370,0.00025,-2.85238730609417,0.2,-0.002778422068513464,295.26596648693084,0.0062150112,0.26108717918395996
889,-7.6573477,89,79872,39,0.054150390625,1.00630784034729,22.459136962890625,380,0.00025,-2.8483023799955847,0.2,-0.0027182040983461777,44.37805528044701,0.0039681406,0.18838733434677124
895,-0.7504212,91,81920,40,0.019970703125,1.015580415725708,249.29945373535156,390,0.00025,-2.8582171373069287,0.2,0.000235331041039899,297.76203789710996,0.0042767664,0.23460155725479126
