time/fps,train/reward,time/time_elapsed,time/total_timesteps,time/iterations,train/clip_fraction,train/std,train/loss,train/n_updates,train/learning_rate,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/explained_variance
1587,0.00058819336,1,2048,1,,,,,,,,,,,
1313,-0.06063799,3,4096,2,0.00908203125,1.008600115776062,0.02249009907245636,10,0.00025,-2.8470668472349643,0.2,-0.0005970317593892105,0.132160798413679,0.0012890524,-0.17408227920532227
1266,0.10363525,4,6144,3,0.0322265625,1.00162672996521,0.7296463251113892,20,0.00025,-2.8462807476520537,0.2,-0.0024868864129530266,2.7171051518060265,0.006303136,-0.01121973991394043
1204,0.4974347,6,8192,4,0.051025390625,1.0058928728103638,2.648001194000244,30,0.00025,-2.844470784813166,0.2,-0.002802156869438477,2.895085841603577,0.0062621776,0.03230232000350952
1206,0.047595926,8,10240,5,0.048974609375,1.0207266807556152,0.21129675209522247,40,0.00025,-2.863964008539915,0.2,-0.0022164659647387454,0.6202549244277179,0.0064232424,0.3033928871154785
1006,-0.21874437,12,12288,6,0.01650390625,1.019765853881836,8.638927459716797,50,0.00025,-2.878324297815561,0.2,-0.004413076123455539,21.222795356810092,0.0037080145,-0.14443540573120117
891,-0.31808236,16,14336,7,0.022607421875,1.0215799808502197,5.230240345001221,60,0.00025,-2.878814788162708,0.2,-0.0028552409581607207,15.781553696095944,0.0031749238,-0.005763411521911621
927,-2.4619591,17,16384,8,0.052734375,1.0197573900222778,2.5582523345947266,70,0.00025,-2.8791320130228995,0.2,-0.006330734900257084,7.609286618232727,0.0062233503,0.15662121772766113
955,0.20572424,19,18432,9,0.01044921875,1.0191372632980347,65.25626373291016,80,0.00025,-2.876827982068062,0.2,-0.001280272968870122,75.04642168879509,0.004424656,0.1859661340713501
897,2.5634007,22,20480,10,0.04345703125,1.016000747680664,8.712504386901855,90,0.00025,-2.8739283263683317,0.2,-0.004985614666657057,20.76593552529812,0.0056010624,-0.0020339488983154297
912,0.20887385,24,22528,11,0.04736328125,1.0122654438018799,3.064735174179077,100,0.00025,-2.8665092915296553,0.2,-0.0048964716552291065,8.120464195311069,0.004767202,0.21108472347259521
844,0.4555087,29,24576,12,0.02509765625,1.0130414962768555,48.59749984741211,110,0.00025,-2.8630664847791194,0.2,-0.003194510789762717,56.1947678744793,0.003401318,0.2202126383781433
859,-7.0668197,30,26624,13,0.017431640625,1.017947793006897,85.53357696533203,120,0.00025,-2.8684191778302193,0.2,-0.0015048383414978162,123.18176662921906,0.005112136,0.2529441714286804
868,0.5358179,33,28672,14,0.038330078125,1.0139037370681763,10.210173606872559,130,0.00025,-2.869369215518236,0.2,-0.004790486267302186,21.01667985022068,0.005379036,0.678553581237793
870,0.19924974,35,30720,15,0.03173828125,1.0098978281021118,49.6469841003418,140,0.00025,-2.863447081297636,0.2,-0.0028952617009053937,106.40273623466491,0.006024562,0.4141288995742798
