time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/loss,train/n_updates,train/clip_range,train/explained_variance,train/std,train/value_loss
1,1,1405,2048,,,,,,,,,,,
3,2,1314,4096,-5.667267587780953,0.036376953125,-0.006663362996187061,0.00025,0.00552396,0.44803115725517273,10,0.2,0.07899355888366699,0.9951698780059814,1.0829431965947152
4,3,1304,6144,-5.656397891044617,0.043212890625,-0.004301557481812779,0.00025,0.005742983,0.9448337554931641,20,0.2,0.03813457489013672,0.9951015710830688,1.9564267605543137
6,4,1307,8192,-5.660250928997994,0.027880859375,-0.005919670338334982,0.00025,0.006143349,1.1830533742904663,30,0.2,0.24984467029571533,0.9974019527435303,2.517421790212393
7,5,1293,10240,-5.653544622659683,0.0453125,-0.0041493336306302805,0.00025,0.005095125,0.1359339952468872,40,0.2,0.39536041021347046,0.9924043416976929,0.33179104160517453
9,6,1296,12288,-5.6411332994699475,0.0341796875,-0.0025790972184040585,0.00025,0.004177637,0.20696225762367249,50,0.2,0.1625499725341797,0.9903132319450378,0.45828372072428464
11,7,1299,14336,-5.639292603731155,0.068115234375,-0.0074894546763971444,0.00025,0.007182435,0.1477932333946228,60,0.2,0.5291770696640015,0.9918834567070007,0.42093910910189153
12,8,1299,16384,-5.635575199127198,0.04912109375,-0.007588073490478564,0.00025,0.0048928247,0.040471479296684265,70,0.2,0.36535412073135376,0.9879856705665588,0.23573300815187395
14,9,1301,18432,-5.619422397017479,0.056982421875,-0.00398538419540273,0.00025,0.0056480668,0.021977577358484268,80,0.2,0.8201027512550354,0.9843887686729431,0.12599520427174865
15,10,1287,20480,-5.6072674006223675,0.054052734375,-0.0034344292391324414,0.00025,0.0054055713,0.07450173050165176,90,0.2,0.32245397567749023,0.982055127620697,0.239235348533839
17,11,1283,22528,-5.610139933228493,0.044091796875,-0.006979463482275605,0.00025,0.00620718,0.23391270637512207,100,0.2,0.24783235788345337,0.9859271049499512,0.6307213805615902
19,12,1282,24576,-5.6155223727226256,0.037841796875,-0.005502340036036913,0.00025,0.005873046,2.5096492767333984,110,0.2,0.12393409013748169,0.9837117195129395,4.561666823923588
20,13,1284,26624,-5.616350817680359,0.040234375,-0.00839930109650595,0.00025,0.0041628187,0.3822801113128662,120,0.2,0.04041123390197754,0.9873114824295044,1.337415020726621
22,14,1284,28672,-5.620796805620193,0.072802734375,-0.004380273247079458,0.00025,0.0058178115,0.05497590824961662,130,0.2,0.24483001232147217,0.983629047870636,0.15738806095905603
23,15,1284,30720,-5.608514407277108,0.04990234375,-0.007211524256854318,0.00025,0.0070747244,0.35153254866600037,140,0.2,0.5154799818992615,0.9828664064407349,0.8707418672740459
25,16,1284,32768,-5.609757283329964,0.04462890625,-0.0016862627118825913,0.00025,0.00396984,0.46599847078323364,150,0.2,0.40057075023651123,0.9850045442581177,1.1914785508066417
27,17,1278,34816,-5.611359629034996,0.03466796875,-0.004355123490677215,0.00025,0.0058777793,1.3419826030731201,160,0.2,0.639163613319397,0.9824997186660767,3.3034783244132995
28,18,1278,36864,-5.603563073277473,0.073779296875,-0.004839506036660168,0.00025,0.00749381,0.5430775284767151,170,0.2,0.3018948435783386,0.982225775718689,1.1951568350195885
30,19,1280,38912,-5.599290981888771,0.057421875,-0.004874013224616646,0.00025,0.006861701,0.5418701767921448,180,0.2,0.4474613666534424,0.9797875285148621,0.9376303054392338
31,20,1281,40960,-5.598554396629334,0.04404296875,-0.0008790116378804668,0.00025,0.006866755,1.1218816041946411,190,0.2,0.20695042610168457,0.9824180603027344,2.0039873510599135
33,21,1282,43008,-5.606240233778953,0.041162109375,-0.007666627300204709,0.00025,0.007248258,2.8151402473449707,200,0.2,0.442659854888916,0.9824879169464111,5.18489148914814
35,22,1283,45056,-5.607147282361984,0.038134765625,-0.005257015087408945,0.00025,0.0064727427,3.2889251708984375,210,0.2,0.4875040650367737,0.9841129183769226,9.273147442936898
36,23,1278,47104,-5.610405975580216,0.055419921875,-0.001966784324031323,0.00025,0.0068194764,0.7846469283103943,220,0.2,0.07598286867141724,0.9836444854736328,1.7015804752707482
38,24,1279,49152,-5.612763538956642,0.04130859375,-0.002819748225010699,0.00025,0.0060946457,1.931106448173523,230,0.2,0.5433579683303833,0.9854521155357361,4.832523138821125
39,25,1280,51200,-5.613231226801872,0.04091796875,-0.005194278463022783,0.00025,0.0047304397,3.062913656234741,240,0.2,0.758689284324646,0.9827360510826111,7.2839831992983815
41,26,1282,53248,-5.607168340682984,0.050634765625,-0.0022095768683357163,0.00025,0.0068307566,5.255572319030762,250,0.2,0.725432276725769,0.9841480255126953,13.03953059911728
43,27,1283,55296,-5.608797228336334,0.07119140625,-0.005281854007625953,0.00025,0.007965926,5.529308319091797,260,0.2,0.7272899150848389,0.9825941920280457,9.68633784353733
44,28,1284,57344,-5.601138105988502,0.0587890625,-0.006807351976749487,0.00025,0.006171205,4.626613616943359,270,0.2,0.7236489653587341,0.9806715250015259,8.360855770111083
46,29,1280,59392,-5.596957531571388,0.0537109375,-0.006362292720586993,0.00025,0.004415754,2.6988158226013184,280,0.2,0.6629910469055176,0.9813522696495056,6.495857983827591
47,30,1281,61440,-5.600011041760444,0.03798828125,-0.0017496344720711932,0.00025,0.006071858,2.7637200355529785,290,0.2,0.5428738594055176,0.9815676212310791,6.653767846524715
