train/reward,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/std,train/clip_fraction,train/loss,train/value_loss,train/n_updates,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/entropy_loss
-0.02304303,2330,1,0,2048,,,,,,,,,,,
-0.037760627,2339,2,1,4096,1.0020750761032104,0.012109375,0.030051305890083313,0.11433660150505602,10,0.00025,0.0,-0.00034072420530719685,0.2,0.0025381031,-1.4203448966145515
-0.6533487,2367,3,2,6144,0.9994571208953857,0.006689453125,0.12068319320678711,0.42187681030482055,20,0.00025,-1.1920928955078125e-07,-8.088632603175938e-05,0.2,0.0044680242,-1.419484455138445
-0.5456255,2363,4,3,8192,0.9960924386978149,0.02353515625,0.0860675722360611,0.2398443548940122,30,0.00025,0.0,-0.0016903249008464627,0.2,0.004608957,-1.4172212578356267
-10.531478,2378,5,4,10240,0.9958645701408386,0.0,2.4123239517211914,9.541031333804131,40,0.00025,-0.031054139137268066,-2.985092214657925e-05,0.2,0.00047867763,-1.4150990322232246
-0.42612487,2387,6,5,12288,0.9938375353813171,0.00986328125,20.99297332763672,46.18922393321991,50,0.00025,0.010427534580230713,-0.0020597511131200006,0.2,0.0030738316,-1.4139703124761582
0.26608256,2392,7,5,14336,0.994256317615509,0.00859375,5.851027965545654,14.755604153871536,60,0.00025,0.0761609673500061,-0.0012109826813684777,0.2,0.0032505041,-1.4128657646477223
2.7640777,2280,8,7,16384,0.9950429797172546,0.0294921875,52.482749938964844,82.74149777889252,70,0.00025,0.038715660572052,-0.0031695201207185162,0.2,0.0048999777,-1.4136545576155186
0.9440062,2263,9,8,18432,0.9948027729988098,0.02666015625,8.998322486877441,15.312991419434548,80,0.00025,0.0935279130935669,-0.002679880819050595,0.2,0.0048028333,-1.4140320524573327
1.5499518,2258,10,9,20480,0.9959089159965515,0.000732421875,33.66193771362305,70.19947456121444,90,0.00025,0.06799691915512085,-0.0004897953826002776,0.2,0.0018159037,-1.4141920924186706
-1.6510286,2248,11,10,22528,0.9953387975692749,0.014208984375,40.84776306152344,78.55428063869476,100,0.00025,-0.01706373691558838,-0.0016693125100573525,0.2,0.0036450282,-1.4150262266397475
0.7072792,2221,12,11,24576,0.9897132515907288,0.0115234375,22.743057250976562,43.19019817113876,110,0.00025,0.019090890884399414,-0.0006842692557256669,0.2,0.0040155444,-1.4116716086864471
3.862751,1977,13,13,26624,0.9920674562454224,0.0068359375,70.93858337402344,107.71462759971618,120,0.00025,0.019633114337921143,-0.001168190898897592,0.2,0.0030260978,-1.40984668135643
2.0165079,1997,14,14,28672,0.9904839992523193,0.019482421875,8.586992263793945,19.183275246620177,130,0.00025,0.0229337215423584,-0.0027728625471354464,0.2,0.0028072426,-1.4098334662616252
-8.76964,2019,15,15,30720,0.9871300458908081,0.05380859375,56.140541076660156,93.87196021080017,140,0.00025,0.07814717292785645,-0.003769660365651362,0.2,0.0073822914,-1.4078372076153756
0.17540738,2039,16,16,32768,0.9870578646659851,0.000146484375,43.80228042602539,72.0820078253746,150,0.00025,-0.00220644474029541,-0.00010729256900958717,0.2,0.00074932224,-1.4061088413000107
1.4670911,2054,17,16,34816,0.9893686175346375,0.029345703125,15.72938060760498,50.40349364876747,160,0.00025,0.026874125003814697,-0.0019368024775758385,0.2,0.003489713,-1.406811136007309
6.595772,2064,18,17,36864,0.9914624094963074,0.03486328125,42.5911979675293,110.7137510061264,170,0.00025,0.03352856636047363,-0.003184677960234694,0.2,0.007238499,-1.4098254814743996
0.5267818,2073,19,18,38912,0.9999477863311768,0.02255859375,5.737725734710693,15.265141367912292,180,0.00025,-0.030114412307739258,-0.0022289612767053767,0.2,0.0017944417,-1.4143481135368348
0.94203293,2083,20,19,40960,1.0022274255752563,0.023876953125,42.20415115356445,99.29145860671997,190,0.00025,0.023193001747131348,-0.0026482596789719538,0.2,0.003109095,-1.4208859607577324
-3.0103774,2090,21,20,43008,1.003328800201416,0.015673828125,30.7163143157959,63.59075706005096,200,0.00025,-0.006724953651428223,-0.0012837182817747816,0.2,0.0031031554,-1.421282172203064
-0.3159856,2097,22,21,45056,1.0042637586593628,0.020703125,17.65967559814453,45.84749166965484,210,0.00025,0.0026481151580810547,-0.001978855422930792,0.2,0.0037502877,-1.4227669455111027
0.5046836,2105,23,22,47104,1.0150082111358643,0.001220703125,74.90238189697266,103.48334927558899,220,0.00025,0.008515536785125732,-0.0004805261138244532,0.2,0.0008659358,-1.4285302959382533
0.9331569,2111,24,23,49152,1.0221467018127441,0.01181640625,5.970953464508057,11.640647143125534,230,0.00025,0.07050412893295288,-0.0012985546432901173,0.2,0.0023776498,-1.436791054904461
6.274608,2117,25,24,51200,1.0214065313339233,0.003271484375,48.88575744628906,82.52130471467972,240,0.00025,0.0349276065826416,-0.000529126929177437,0.2,0.0036824956,-1.4410701833665371
