time/fps,time/iterations,train/reward,time/time_elapsed,time/total_timesteps,train/value_loss,train/entropy_loss,train/learning_rate,train/clip_range,train/std,train/n_updates,train/clip_fraction,train/approx_kl,train/loss,train/explained_variance,train/policy_gradient_loss
1593,1,0.005016683,1,2048,,,,,,,,,,,
1226,2,0.6844843,3,4096,2.9076434981077908,-4.262420476973057,0.00025,0.2,1.0026603937149048,10,0.074169921875,0.0078112795,0.6027717590332031,-0.08198142051696777,-0.006774596025934443
1196,3,-1.0319215,5,6144,5.599839793518186,-4.274434423446655,0.00025,0.2,1.0093379020690918,20,0.053466796875,0.0094516175,2.5036585330963135,0.0009651780128479004,-0.003585220983950421
1222,4,-0.33726564,6,8192,6.831533118337393,-4.281063620746136,0.00025,0.2,1.0071252584457397,30,0.042041015625,0.005298577,3.114563226699829,0.020473003387451172,-0.0035444199427729474
1223,5,0.08014134,8,10240,5.603030113130808,-4.296526142954827,0.00025,0.2,1.0217076539993286,40,0.030224609375,0.0050314567,1.7723267078399658,0.022445738315582275,-0.004951248411089182
1227,6,0.24522464,10,12288,12.445963153243065,-4.324394190311432,0.00025,0.2,1.0233668088912964,50,0.023486328125,0.0043455283,5.067873477935791,0.0230218768119812,-0.002438921249267878
1083,7,2.3248112,13,14336,5.303914952278137,-4.324417205154896,0.00025,0.2,1.0224934816360474,60,0.06923828125,0.006834799,1.838233232498169,0.13494569063186646,-0.004984846797015052
1100,8,0.68067974,14,16384,11.148190061748029,-4.3340694591403,0.00025,0.2,1.0296471118927002,70,0.049853515625,0.005270906,5.688956260681152,-0.003286600112915039,-0.001954981569724623
1120,9,-0.96545476,16,18432,11.611328150331975,-4.348324538767338,0.00025,0.2,1.03294837474823,80,0.041748046875,0.0056239692,7.4051408767700195,0.11901277303695679,-0.003878149208321702
1132,10,2.1825213,18,20480,13.705253952741623,-4.349926394224167,0.00025,0.2,1.0304639339447021,90,0.052587890625,0.007158647,3.955958127975464,0.07154685258865356,-0.0020339631038950754
1146,11,1.0935479,19,22528,15.440245720744134,-4.35088267326355,0.00025,0.2,1.0332024097442627,100,0.03310546875,0.0056813094,8.2075834274292,0.0632292628288269,-0.002480682198074646
1142,12,0.6548954,21,24576,11.048853766918182,-4.358303920924664,0.00025,0.2,1.034178614616394,110,0.03759765625,0.005238466,5.664159297943115,-0.0021468400955200195,-0.0026603402744513004
1099,13,-0.202848,24,26624,14.170462945103646,-4.357663622498512,0.00025,0.2,1.0330272912979126,120,0.060791015625,0.008269502,8.568577766418457,0.06870776414871216,-0.0017479312256909907
1102,14,1.3946006,26,28672,12.743629272282124,-4.356120665371418,0.00025,0.2,1.0358412265777588,130,0.0421875,0.0068964744,4.4148359298706055,0.11310279369354248,-0.0014405937166884542
1093,15,0.5743109,28,30720,13.497259959578514,-4.358401633799076,0.00025,0.2,1.033212661743164,140,0.053076171875,0.00553564,5.787603378295898,0.0883435606956482,-0.004453841077338439
1102,16,0.07247407,29,32768,15.656455613672733,-4.3518236130476,0.00025,0.2,1.031529426574707,150,0.063037109375,0.005812995,5.639743804931641,0.04607737064361572,-0.004933478869497776
1112,17,1.023125,31,34816,19.642505514621735,-4.347099716961384,0.00025,0.2,1.0290491580963135,160,0.058447265625,0.0061504887,9.20419979095459,0.054135918617248535,-0.0033572194413864056
1121,18,2.3564405,32,36864,9.451306293159723,-4.3513879999518394,0.00025,0.2,1.0345252752304077,170,0.05244140625,0.0059048682,5.515655517578125,0.03130006790161133,-0.002737605961738154
1129,19,0.34039584,34,38912,13.644979225844144,-4.372430764138699,0.00025,0.2,1.0439327955245972,180,0.071826171875,0.005173278,6.976625442504883,0.08313876390457153,-0.0027840255163027903
1130,20,1.5686325,36,40960,15.129825775325298,-4.382542097568512,0.00025,0.2,1.0413708686828613,190,0.052783203125,0.006794396,11.357929229736328,0.18282592296600342,-0.0027995594107778745
1137,21,0.17591545,37,43008,15.595956280827522,-4.36534124314785,0.00025,0.2,1.0339739322662354,200,0.1234375,0.010822813,7.159095287322998,-0.053293824195861816,-0.007169896194682224
1144,22,-2.402015,39,45056,12.091681000590324,-4.366079390048981,0.00025,0.2,1.0407885313034058,210,0.066015625,0.0075099263,5.774466037750244,0.040349602699279785,-0.0024422455215244556
1150,23,-0.002690993,40,47104,9.698726193606854,-4.3715211153030396,0.00025,0.2,1.0370769500732422,220,0.031494140625,0.0032549733,3.1113290786743164,0.030561447143554688,-0.0027637185543426313
1155,24,0.12050583,42,49152,13.211006228625774,-4.368586118519306,0.00025,0.2,1.038340449333191,230,0.052197265625,0.006765998,6.723882675170898,0.05621695518493652,-0.005657154152868315
1160,25,1.71732,44,51200,12.043822853267192,-4.367374308407307,0.00025,0.2,1.0373111963272095,240,0.045751953125,0.0068393173,7.147273063659668,0.12865793704986572,-0.0037130150536540895
1165,26,-0.26533467,45,53248,12.660330224037171,-4.3785240143537525,0.00025,0.2,1.0462672710418701,250,0.075048828125,0.008929398,4.639245510101318,0.09655600786209106,-0.004980995767982677
1169,27,-6.9626727,47,55296,13.563082437217236,-4.390690925717354,0.00025,0.2,1.0456591844558716,260,0.03955078125,0.005923514,8.100822448730469,0.23598170280456543,-0.004255763550463598
1174,28,-2.0225484,48,57344,8.065104512870311,-4.387071250379085,0.00025,0.2,1.0446456670761108,270,0.10927734375,0.008308336,4.747710704803467,0.13881957530975342,-0.004831356625072658
1178,29,-0.7343606,50,59392,13.993985033035278,-4.389870682358742,0.00025,0.2,1.0446618795394897,280,0.0546875,0.0070344615,2.838376760482788,0.5393007397651672,-0.0030610580084612592
1181,30,-0.13969788,51,61440,20.951375199854375,-4.383939954638481,0.00025,0.2,1.0423334836959839,290,0.082861328125,0.006819927,14.186018943786621,0.2350839376449585,-0.001572084947838448
1185,31,-0.601995,53,63488,20.011601746082306,-4.387984122335911,0.00025,0.2,1.0485714673995972,300,0.0419921875,0.0052968455,12.786627769470215,0.09975045919418335,-0.0027518065195181406
1189,32,0.5672439,55,65536,20.087135660648347,-4.407062724232674,0.00025,0.2,1.0535231828689575,310,0.063818359375,0.0074673155,8.134895324707031,0.3378717303276062,-0.0048324032468372025
1192,33,2.317649,56,67584,23.923926222324372,-4.3919804960489275,0.00025,0.2,1.03990638256073,320,0.0982421875,0.011173009,9.913877487182617,0.12159323692321777,-0.0018728603681665845
1194,34,3.1327257,58,69632,9.532624949514865,-4.371326008439064,0.00025,0.2,1.0364025831222534,330,0.04970703125,0.0039845207,5.730613708496094,0.3633115887641907,0.0012403497414197773
1193,35,0.7819879,60,71680,21.362200804054737,-4.353246718645096,0.00025,0.2,1.0296063423156738,340,0.040234375,0.0057920567,6.584419250488281,0.20414608716964722,-0.0019776951303356327
1196,36,-0.52318996,61,73728,28.202788802981377,-4.33313869535923,0.00025,0.2,1.0228971242904663,350,0.058349609375,0.006869253,20.248001098632812,0.22982537746429443,-0.0016483646832057275
1199,37,0.10646352,63,75776,25.350288888812067,-4.329180602729321,0.00025,0.2,1.0276302099227905,360,0.05673828125,0.0070350985,8.952788352966309,0.20277434587478638,-0.003043455565784825
1201,38,4.034786,64,77824,22.63852922320366,-4.350202114880085,0.00025,0.2,1.0353487730026245,370,0.059521484375,0.0056119417,13.762682914733887,0.34148287773132324,-0.00578084506560117
1204,39,0.6269824,66,79872,15.85549678504467,-4.365527535974979,0.00025,0.2,1.038643479347229,380,0.066455078125,0.007438022,7.4061689376831055,0.29727864265441895,-0.0028022324389894494
1206,40,-0.91436636,67,81920,27.364809915423393,-4.377918463945389,0.00025,0.2,1.0454362630844116,390,0.066357421875,0.006466888,18.868925094604492,0.29912513494491577,-0.002902248705504462
