time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/entropy_loss,train/learning_rate,train/value_loss,train/loss,train/clip_fraction,train/clip_range,train/approx_kl,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/std
1432,1,1,2048,,,,,,,,,,,
1250,3,2,4096,-5.673966047167778,0.00025,0.7991156272590161,0.4889349341392517,0.03603515625,0.2,0.00564644,10,0.07807779312133789,-0.0045865145599236715,0.9991765022277832
1210,5,3,6144,-5.677208963036537,0.00025,4.578095303475857,2.3442678451538086,0.027490234375,0.2,0.006835372,20,0.07029688358306885,-0.007154167046246584,1.001510500907898
1211,6,4,8192,-5.67958754003048,0.00025,5.257732063531876,2.9008848667144775,0.05380859375,0.2,0.0056629824,30,0.03777521848678589,-0.005522437467880082,1.0005173683166504
1210,8,5,10240,-5.679554995894432,0.00025,16.247991889715195,7.801671981811523,0.021044921875,0.2,0.004100933,40,-0.0020772218704223633,-0.0035081449139397593,1.0018439292907715
1157,10,6,12288,-5.681492152810097,0.00025,10.705020597577095,5.476747989654541,0.036083984375,0.2,0.006416465,50,0.0811195969581604,-0.0044484403391834345,1.000412106513977
1140,12,7,14336,-5.679266378283501,0.00025,13.658890652656556,9.791460990905762,0.046630859375,0.2,0.005679135,60,0.1296951174736023,-0.004980400414206087,1.0010958909988403
1150,14,8,16384,-5.686894023418427,0.00025,14.416543030738831,7.364198207855225,0.015576171875,0.2,0.003978954,70,0.14548790454864502,-0.0027711958849977237,1.0045149326324463
1162,15,9,18432,-5.691606593132019,0.00025,11.183469209074975,4.958691120147705,0.02568359375,0.2,0.0047816527,80,0.07449901103973389,-0.003294292553619016,1.0023521184921265
1155,17,10,20480,-5.681858280301094,0.00025,14.35443269610405,5.392812252044678,0.022216796875,0.2,0.0057036616,90,0.19414687156677246,-0.0018024513323325665,1.0006043910980225
1159,19,11,22528,-5.676824784278869,0.00025,30.917507588863373,10.92906379699707,0.026953125,0.2,0.0032634367,100,0.16340726613998413,-0.003490446717478335,0.9989762306213379
1167,21,12,24576,-5.673592904210091,0.00025,30.663336539268492,12.978411674499512,0.027685546875,0.2,0.00660168,110,0.2079511284828186,-0.005339548768824897,1.0011628866195679
1176,22,13,26624,-5.682121822237969,0.00025,24.016504311561583,11.264583587646484,0.071484375,0.2,0.0050365916,120,-0.01889634132385254,-0.0034499302855692804,1.0030274391174316
1179,24,14,28672,-5.683382257819176,0.00025,25.664143455028533,15.306697845458984,0.035498046875,0.2,0.0060659135,130,0.2175806760787964,-0.0050707133785181215,1.0003615617752075
1186,25,15,30720,-5.678891250491143,0.00025,21.543814420700073,11.240364074707031,0.0435546875,0.2,0.0070134895,140,0.1465080976486206,-0.005447311134776101,1.0020509958267212
1193,27,16,32768,-5.677979692816734,0.00025,50.89487991333008,30.99593734741211,0.05341796875,0.2,0.004831724,150,0.07335597276687622,-0.005497288008336909,0.9980614185333252
1199,29,17,34816,-5.66549129486084,0.00025,25.723458302021026,12.504622459411621,0.02607421875,0.2,0.0055546104,160,-0.0013599395751953125,-0.0032367339328629894,0.9983426332473755
1203,30,18,36864,-5.672600203752518,0.00025,38.30841135978699,15.273783683776855,0.037744140625,0.2,0.005811019,170,0.13780587911605835,-0.0033905439006048253,1.0005199909210205
1193,32,19,38912,-5.6758843749761585,0.00025,52.29021317958832,27.649402618408203,0.063720703125,0.2,0.00828392,180,0.1130477786064148,-0.0042517421039519835,0.9978737831115723
1160,35,20,40960,-5.660528215765953,0.00025,27.055982971191405,12.991683006286621,0.063525390625,0.2,0.007567009,190,0.1093900203704834,-0.0067075347091304135,0.9962276816368103
1105,38,21,43008,-5.6593900442123415,0.00025,17.550326377153397,9.592538833618164,0.07333984375,0.2,0.009434767,200,0.052593111991882324,-0.00506821720773587,0.9959280490875244
1097,41,22,45056,-5.6586584657430645,0.00025,30.93012661933899,15.196691513061523,0.052734375,0.2,0.0063494053,210,0.07713401317596436,-0.004307000027620233,0.995347797870636
1094,43,23,47104,-5.650884601473808,0.00025,46.53016624450684,24.10515785217285,0.06318359375,0.2,0.009304618,220,0.022475838661193848,-0.004272692562517477,0.9911894202232361
1076,45,24,49152,-5.631039574742317,0.00025,27.483830296993254,15.901307106018066,0.08134765625,0.2,0.0074359486,230,0.07976680994033813,-0.0035436666279565544,0.9867210388183594
1007,50,25,51200,-5.621118268370628,0.00025,18.450656759738923,8.696285247802734,0.060693359375,0.2,0.008334818,240,0.03123253583908081,-0.0018749400420347228,0.9858981370925903
1008,52,26,53248,-5.613216072320938,0.00025,22.010888838768004,14.380792617797852,0.057568359375,0.2,0.005654789,250,0.1722569465637207,-0.0032598390302155168,0.9836311340332031
1004,55,27,55296,-5.606209084391594,0.00025,30.154218125343323,18.16534423828125,0.0552734375,0.2,0.005690811,260,0.02845245599746704,-0.004765187812154181,0.9825294017791748
1006,56,28,57344,-5.613522443175316,0.00025,30.11323183774948,15.859007835388184,0.04306640625,0.2,0.0049049556,270,0.025545179843902588,-0.0023416143347276376,0.986505925655365
1008,58,29,59392,-5.625898629426956,0.00025,17.97552542090416,12.967422485351562,0.080712890625,0.2,0.0077039665,280,0.16948652267456055,-0.007104644901119173,0.9886388778686523
1008,60,30,61440,-5.630905684828758,0.00025,24.14676598906517,14.237372398376465,0.03828125,0.2,0.0035647405,290,0.16249287128448486,-0.004520655691158027,0.9894014596939087
