train/reward,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/clip_fraction,train/n_updates,train/clip_range,train/explained_variance,train/value_loss,train/loss,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/std,train/learning_rate
0.14512153,13,18,26624,1410,0.053955078125,120,0.2,0.1440906524658203,26.480893433094025,14.454834938049316,-2.854936943948269,-0.0026488752584555185,0.0063206158,1.0026466846466064,0.00025
1.9454944,14,20,28672,1399,0.047998046875,130,0.2,0.07394367456436157,30.40281223654747,16.010046005249023,-2.8387299068272114,-0.0026431745005538686,0.0052781827,0.9979721903800964,0.00025
0.7849398,15,22,30720,1374,0.03193359375,140,0.2,0.0472833514213562,47.40369916558266,37.1089973449707,-2.8407534062862396,-0.001804316631751135,0.0016302264,1.006210207939148,0.00025
0.210724,16,24,32768,1355,0.021533203125,150,0.2,0.09050583839416504,46.82604907155037,10.428454399108887,-2.850126177072525,-0.002473590437148232,0.003688582,1.0046669244766235,0.00025
2.8429818,17,25,34816,1344,0.024609375,160,0.2,0.07577311992645264,61.56701088547707,22.057514190673828,-2.8374842181801796,-0.0022584994687349534,0.00447717,0.995673418045044,0.00025
3.3942072,18,27,36864,1346,0.058056640625,170,0.2,0.18502509593963623,24.685944327712058,8.701553344726562,-2.83210274502635,-0.00423153700248804,0.005833772,0.9980071783065796,0.00025
0.9911956,19,28,38912,1350,0.046142578125,180,0.2,0.09726333618164062,43.43959724605084,20.155607223510742,-2.8306663900613787,-0.0028812013842980377,0.007886654,0.993781328201294,0.00025
1.5046386,20,30,40960,1351,0.054541015625,190,0.2,0.0600588321685791,45.52707224488258,36.1070442199707,-2.831095515936613,-0.0021099748875712974,0.006786573,0.999335527420044,0.00025
0.59765583,21,31,43008,1360,0.077490234375,200,0.2,0.04193192720413208,42.78542757928371,27.831985473632812,-2.836633942276239,0.0011446646734839306,0.013116714,1.0022883415222168,0.00025
-3.0432224,22,32,45056,1369,0.038427734375,210,0.2,0.052166640758514404,44.34847256541252,17.7645206451416,-2.8404274664819242,0.0003847233805572614,0.00494898,0.9975152015686035,0.00025
0.7347471,23,34,47104,1372,0.080810546875,220,0.2,0.08141088485717773,21.72858720123768,11.719860076904297,-2.830450250208378,0.0006450833381677513,0.008922111,0.9962862133979797,0.00025
0.12652346,24,35,49152,1380,0.05703125,230,0.2,0.039347827434539795,42.37588463127613,18.53875160217285,-2.826008520275354,-0.0009705055192171131,0.0057320353,0.9926019906997681,0.00025
3.630867,25,36,51200,1387,0.04765625,240,0.2,0.03505653142929077,43.4764647513628,8.180211067199707,-2.825765389204025,-0.0003340749186463654,0.0077552106,0.9932653903961182,0.00025
-0.72133964,26,38,53248,1394,0.044873046875,250,0.2,0.025830328464508057,49.0451033949852,26.065959930419922,-2.8245042853057383,-0.00165199402908911,0.004940028,0.9931592345237732,0.00025
-13.923866,27,39,55296,1400,0.0638671875,260,0.2,6.496906280517578e-05,44.830525955557825,12.448570251464844,-2.823592747747898,-0.0010226945043541491,0.005394347,0.9955069422721863,0.00025
-2.5547304,28,40,57344,1407,0.049560546875,270,0.2,0.02841097116470337,23.974856957793236,10.124688148498535,-2.834497559070587,-0.002762000367511064,0.004731383,1.000065565109253,0.00025
0.41851166,29,42,59392,1404,0.060302734375,280,0.2,0.0695982575416565,27.13272940814495,20.485719680786133,-2.834416749328375,-0.0016486421125591732,0.0058753486,0.9970970153808594,0.00025
-0.3778333,30,43,61440,1409,0.0619140625,290,0.2,0.017941176891326904,37.420343017578126,18.241262435913086,-2.8273585729300974,0.00010112519812537357,0.0060877525,0.9943134188652039,0.00025
-0.1729042,31,44,63488,1414,0.047705078125,300,0.2,0.015193402767181396,45.83975503444672,29.418731689453125,-2.823264891654253,0.0013833915232680737,0.004575365,0.9920564293861389,0.00025
1.033431,32,46,65536,1413,0.07001953125,310,0.2,-0.0053681135177612305,38.11563334167003,18.782726287841797,-2.8204573154449464,-0.005559716574498452,0.006506793,0.9916976094245911,0.00025
3.9507835,33,47,67584,1418,0.07001953125,320,0.2,-0.00218045711517334,34.38801400065422,11.052305221557617,-2.830173582583666,-0.0023477295944758225,0.007444214,1.0002565383911133,0.00025
2.9968343,34,48,69632,1422,0.058544921875,330,0.2,0.030520915985107422,21.610830077528952,8.478580474853516,-2.8318773351609705,-0.002934133604139788,0.0074730287,0.9942522048950195,0.00025
1.0237082,35,50,71680,1427,0.0771484375,340,0.2,-0.002306222915649414,46.609683567285536,45.91670608520508,-2.836588902771473,-0.0011593624702072702,0.008220425,1.0049099922180176,0.00025
-0.49634188,36,51,73728,1431,0.096923828125,350,0.2,0.014778435230255127,49.551592418551444,24.98189926147461,-2.8460928224027158,-0.0009800863670534454,0.008292558,1.0055198669433594,0.00025
0.38387772,37,53,75776,1422,0.06787109375,360,0.2,-0.009624123573303223,55.72168397307396,23.19280242919922,-2.8457088097929955,-0.0013435971311992034,0.0069434345,1.001563549041748,0.00025
6.596397,38,54,77824,1420,0.03017578125,370,0.2,0.01576530933380127,52.16331354975701,16.937162399291992,-2.839584092050791,0.00010986664856318384,0.0043016532,1.0024529695510864,0.00025
0.7289349,39,56,79872,1407,0.082568359375,380,0.2,0.03216695785522461,22.60503833591938,8.843470573425293,-2.847161254286766,-0.0036880093975923955,0.0084760375,1.0057799816131592,0.00025
-0.7016823,40,58,81920,1404,0.071728515625,390,0.2,0.02930605411529541,47.78566084504128,45.38947296142578,-2.8530038207769395,-0.0027037842985009773,0.007962422,1.009537935256958,0.00025
