train/reward,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/clip_fraction,train/n_updates,train/clip_range,train/explained_variance,train/value_loss,train/loss,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/std,train/learning_rate
-0.012348773,1,1,2048,1929,,,,,,,,,,,
1.0165018,2,2,4096,1553,0.030615234375,10,0.2,-0.04020130634307861,0.5842628719750792,0.21864745020866394,-2.838365140557289,-0.0012245578771398868,0.0060519073,1.00071120262146,0.00025
-1.7421787,3,4,6144,1530,0.02353515625,20,0.2,0.014703571796417236,3.0783730406314134,1.5298000574111938,-2.8379491433501243,-0.001617171622638125,0.0056865215,0.999104380607605,0.00025
-0.26301453,4,5,8192,1496,0.00771484375,30,0.2,0.0424768328666687,18.859495118260384,7.481651782989502,-2.8389734633266928,-0.0016900178641662932,0.0024542734,1.0023720264434814,0.00025
0.13323309,5,6,10240,1489,0.021337890625,40,0.2,0.07180631160736084,23.119461435079575,19.135976791381836,-2.8476704634726047,-0.0028489754113252275,0.0035225137,1.0074609518051147,0.00025
-0.084203914,6,8,12288,1484,0.026416015625,50,0.2,0.04166072607040405,21.949325467646123,14.146807670593262,-2.85665078163147,-0.003056762168125715,0.004373168,1.0107636451721191,0.00025
1.6949579,7,9,14336,1461,0.012841796875,60,0.2,0.0066359639167785645,18.082795214653014,9.313081741333008,-2.863336592912674,-0.0008064999376074411,0.0028155255,1.0149755477905273,0.00025
0.4034532,8,11,16384,1463,0.032177734375,70,0.2,0.09053385257720947,28.24044249653816,17.07145118713379,-2.870531027019024,-0.0003528481742250733,0.0044806134,1.0177628993988037,0.00025
-1.9266449,9,12,18432,1451,0.04404296875,80,0.2,0.14177775382995605,28.56660136282444,19.73433494567871,-2.873368704319,-0.0015713548011262902,0.005375329,1.0174520015716553,0.00025
3.330206,10,14,20480,1438,0.035791015625,90,0.2,0.1330665946006775,34.938624158501625,20.149717330932617,-2.876468453556299,-0.00300477431883337,0.004979002,1.0205192565917969,0.00025
2.093575,11,15,22528,1425,0.01875,100,0.2,0.11792385578155518,39.06938339471817,24.132619857788086,-2.8779599599540235,-0.0007785428380884696,0.0047664028,1.0171096324920654,0.00025
1.2973981,12,17,24576,1418,0.044189453125,110,0.2,0.04557907581329346,24.90112545788288,7.245063781738281,-2.8677899301052094,-0.001917249709367752,0.0077546737,1.0125528573989868,0.00025
