time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/entropy_loss,train/learning_rate,train/value_loss,train/loss,train/clip_fraction,train/clip_range,train/approx_kl,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/std
1515,1,1,2048,,,,,,,,,,,
1377,2,2,4096,-5.672043052315712,0.00025,5.44332675486803,1.848766565322876,0.026904296875,0.2,0.004845374,10,-0.025691866874694824,-0.006477547035319731,0.9974509477615356
1372,4,3,6144,-5.664704903960228,0.00025,8.056732192635536,2.4020676612854004,0.037939453125,0.2,0.0056311693,20,-0.02851128578186035,-0.005221352785883937,0.9967366456985474
1360,6,4,8192,-5.672461983561516,0.00025,4.453731524944305,2.097838878631592,0.0462890625,0.2,0.0059435703,30,-0.0033227205276489258,-0.008379064916516655,1.001320242881775
1343,7,5,10240,-5.6854982525110245,0.00025,10.120593383908272,4.95192813873291,0.015869140625,0.2,0.005218256,40,0.05770421028137207,-0.005157600762322545,1.0021765232086182
1352,9,6,12288,-5.674759715795517,0.00025,11.255787521600723,6.701264381408691,0.036767578125,0.2,0.0060859635,50,0.02043861150741577,-0.0048521254124352705,0.9971399307250977
1349,10,7,14336,-5.663629350066185,0.00025,13.226312470436095,5.559548377990723,0.024560546875,0.2,0.005130065,60,0.035001933574676514,-0.0009144763796939514,0.9981071949005127
1260,13,8,16384,-5.666890689730645,0.00025,19.17343365550041,7.154565811157227,0.02197265625,0.2,0.0048062336,70,0.07693219184875488,-0.0022196116551640444,0.9973752498626709
1246,14,9,18432,-5.663739103078842,0.00025,20.77071146965027,9.895883560180664,0.03896484375,0.2,0.0052403687,80,0.17099392414093018,-0.005529391806339845,0.9966846108436584
1240,16,10,20480,-5.667330831289291,0.00025,27.43160299062729,12.661590576171875,0.027197265625,0.2,0.0031361668,90,0.13899046182632446,-0.0018010362575296313,0.9993513226509094
1242,18,11,22528,-5.661097365617752,0.00025,33.90939792394638,21.801395416259766,0.041064453125,0.2,0.006977997,100,0.08204388618469238,-0.0034890231647295876,0.9920899868011475
1252,19,12,24576,-5.646047052741051,0.00025,32.21524457931518,16.436796188354492,0.028466796875,0.2,0.004157616,110,0.009851396083831787,-0.0010686847264878452,0.9943281412124634
1261,21,13,26624,-5.657386249303817,0.00025,33.76673206090927,19.01039695739746,0.038671875,0.2,0.004277995,120,0.19577020406723022,-0.002214314229786396,0.9968507885932922
1244,23,14,28672,-5.670407873392105,0.00025,40.72323949337006,17.327970504760742,0.040625,0.2,0.005207141,130,0.12237417697906494,-0.0011528174654813483,1.00110924243927
1238,24,15,30720,-5.677940675616265,0.00025,55.53402047157287,30.994333267211914,0.0345703125,0.2,0.0038797462,140,0.12798941135406494,-0.004621137678623199,1.0010067224502563
1218,26,16,32768,-5.6760530292987825,0.00025,51.55399034023285,21.585845947265625,0.039599609375,0.2,0.006478872,150,0.1531827449798584,-0.003126344396150671,0.9985212087631226
1222,28,17,34816,-5.664698886871338,0.00025,53.68648684024811,17.78934097290039,0.047119140625,0.2,0.0075050537,160,0.09453845024108887,-0.003760424759821035,0.9959806203842163
1214,30,18,36864,-5.653813967108727,0.00025,27.525419998168946,10.15035629272461,0.024267578125,0.2,0.0038034245,170,0.21985983848571777,-0.0015576717662042939,0.9933006763458252
1219,31,19,38912,-5.635505497455597,0.00025,51.44138946533203,21.2159481048584,0.0447265625,0.2,0.0062992233,180,0.19317156076431274,-0.0016315888526150957,0.9860987663269043
1185,34,20,40960,-5.6177386283874515,0.00025,59.831200087070464,35.619850158691406,0.041845703125,0.2,0.005487661,190,0.13060367107391357,-0.0029042762005701663,0.9861071109771729
1185,36,21,43008,-5.62183688879013,0.00025,69.06961073875428,52.23802185058594,0.038525390625,0.2,0.0058186213,200,0.14446169137954712,-0.0011235458936425858,0.9890817403793335
1193,37,22,45056,-5.63519911468029,0.00025,51.96845566034317,22.479740142822266,0.04541015625,0.2,0.0068576857,210,0.129119873046875,-0.0037711813376517965,0.9925206899642944
1199,39,23,47104,-5.644048285484314,0.00025,33.311125659942626,22.001937866210938,0.057666015625,0.2,0.009336568,220,0.010576605796813965,-0.0039798751036869365,0.9916281700134277
1206,40,24,49152,-5.632279658317566,0.00025,58.54400758743286,33.27142333984375,0.031494140625,0.2,0.005199921,230,0.08573126792907715,-0.004317763143626507,0.9892802834510803
1205,42,25,51200,-5.633773010969162,0.00025,53.93755475282669,21.89651107788086,0.0150390625,0.2,0.00521472,240,0.1530168652534485,-0.0013904677442042157,0.9911274909973145
1211,43,26,53248,-5.64444799721241,0.00025,83.55780572891236,25.877779006958008,0.0373046875,0.2,0.0040431255,250,0.06019103527069092,-0.00025805006152950226,0.9941814541816711
1216,45,27,55296,-5.655975130200386,0.00025,78.66532022953034,37.592716217041016,0.05078125,0.2,0.003784511,260,0.05101257562637329,-0.0019005739042768255,0.9966424703598022
1221,46,28,57344,-5.661624938249588,0.00025,59.143793606758116,27.91708755493164,0.040478515625,0.2,0.0059432443,270,-2.7418136596679688e-06,-0.0025573117920430375,0.9965468645095825
1226,48,29,59392,-5.646489924192428,0.00025,58.870567214488986,30.554149627685547,0.0462890625,0.2,0.0093147345,280,0.04380089044570923,-0.0021980095203616655,0.9892100691795349
1231,49,30,61440,-5.634530034661293,0.00025,78.96860675811767,38.23112487792969,0.0595703125,0.2,0.005850892,290,0.0350874662399292,-0.0015655571885872632,0.992655873298645
